text	entity_type		start	end
social sciences	occupation		11448	12190
August 30	date		14926	15934
semiotics	occupation		20296	20926
semantics	occupation		21192	21742
Lorena Zegenzerla	person_name		24632	26678
Lorena	person_name		29776	30326
Australia	location		41476	42170
Lorena	person_name		42698	43322
philosophy	occupation		45492	46122
cognitive sciences	occupation		48292	49162
philosophy	occupation		49364	49834
cognitive sciences	occupation		59288	60270
semantics	occupation		69260	70018
semiotics	occupation		77760	78810
cognitive sciences	occupation		348468	349482
philosophy of mind	occupation		349892	351210
semantics	occupation		381328	382134
semantics	occupation		386432	387158
semantics	occupation		417596	418194
biosemantics	occupation		420028	421270
semantics	occupation		444148	445070
science	occupation		519068	519634
neuroscience	occupation		519868	520770
biosemiotics	occupation		593152	594562
biosemite semiotics	occupation		667452	669030
biosemiotics	occupation		677456	678970
Ox Cole	person_name		686336	687126
authors	occupation		694610	695194
Hoffman	person_name		695492	695898
Maya	person_name		695914	696410
Baker	person_name		697810	698830
biosemiotics	occupation		721116	722034
biosemiotics	occupation		737936	738934
Bayesian mathematics	occupation		1024268	1025666
Maxwell Ramstead	person_name		1172730	1173874
physics	occupation		1241908	1242458
information geometry	occupation		1246948	1248314
authors	occupation		1394808	1395214
biosematics	occupation		1454798	1455648
biosyniotics	occupation		1537034	1538208
European	nationality		1586906	1587504
forestry	occupation		1587552	1588660
James	person_name		1594602	1595300
scientific forestry and	occupation		1614946	1616316
scientific forestry	occupation		1616994	1618196
agriculture	occupation		1636506	1637184
agriculture	occupation		1664482	1664936
European	nationality		1696380	1697092
forestry	occupation		1697156	1698004
European	nationality		1699580	1700244
forestry	occupation		1700292	1700804
agriculture	occupation		1717378	1718536
agriculture	occupation		1973620	1974444
biosematics	occupation		2083898	2084944
actors	occupation		2177324	2177714
biosemiotics	occupation		2434534	2435612
Lorena	person_name		2459288	2460210
semantics	occupation		2480412	2481350
biosymptics	occupation		2530860	2531666
biosemiotics	occupation		2701532	2703282
Di Paulo	person_name		2820992	2821686
neurosciences	occupation		3090728	3091470
scientists	occupation		3133412	3133962
science	occupation		3346200	3346606
technical engineering	occupation		3346872	3348370
Susan Oyama	person_name		3455756	3456898
Richard lewantin	person_name		3458170	3459410
forestry	occupation		3487556	3488222
forestry	occupation		3576210	3577146
Biosimatics	organization		3625072	3625846
Biosymiatics	occupation		3626566	3627298
social sciences	occupation		3685354	3686350
cognitive sciences	occupation		3804412	3805362
scientific forestry	occupation		3939848	3941022
forensic sociology	occupation		4058828	4061290
Maho	person_name		4140824	4141214
English	language		4178532	4179230
English	language		4202588	4202834
Golden Gate Bridges	location		4345288	4346478
San Francisco	location		4346872	4347950
modelers	occupation		4412016	4412566
sense makers	occupation		4412768	4413930
engineering	occupation		4430742	4431580
Lorena	person_name		4594328	4595086
semiotics	occupation		4607468	4608630
Lauren	person_name		4624348	4624578
