start	end	relevance	label
6830	38460	0.6188536286354065	NewsAndPolitics>Politics>PoliticalIssues
6830	38460	0.49725592136383057	EventsAndAttractions>PoliticalEvent
6830	38460	0.098041832447052	NewsAndPolitics>Politics
6830	38460	0.04267166182398796	Technology&Computing>Computing>Internet>SocialNetworking
6830	38460	0.023507313802838326	Hobbies&Interests>ContentProduction
6830	38460	0.012961359694600105	Science
6830	38460	0.0021986733190715313	BusinessAndFinance>Industries>MediaIndustry
6830	38460	0.002184668555855751	Education>OnlineEducation
6830	38460	0.001537734060548246	Technology&Computing>Computing>Internet>Search
6830	38460	0.0014938432723283768	BusinessAndFinance>Business>MarketingAndAdvertising
39970	75686	0.7763592004776001	BusinessAndFinance>Industries>InformationServicesIndustry
39970	75686	0.1660822331905365	Technology&Computing>Computing>Internet>ITAndInternetSupport
39970	75686	0.12030056118965149	Hobbies&Interests>ContentProduction
39970	75686	0.0984688326716423	Technology&Computing
39970	75686	0.06351909786462784	BusinessAndFinance>Business>BusinessI.T.
39970	75686	0.03408031910657883	Technology&Computing>ArtificialIntelligence
39970	75686	0.026192303746938705	Technology&Computing>Computing>Internet>SocialNetworking
39970	75686	0.01642434298992157	Science
39970	75686	0.007838603109121323	BusinessAndFinance>Industries>MediaIndustry
39970	75686	0.0077100396156311035	Technology&Computing>Computing
75708	110580	0.008532196283340454	Technology&Computing>ArtificialIntelligence
75708	110580	0.004655443597584963	Science
75708	110580	0.0013814744306728244	PersonalFinance>PersonalInvesting
75708	110580	0.0010288851335644722	MedicalHealth>DiseasesAndConditions>EyeAndVisionConditions
75708	110580	0.0009579435572959483	NewsAndPolitics>Politics>PoliticalIssues
75708	110580	0.0009040202130563557	EventsAndAttractions>PoliticalEvent
75708	110580	0.0008650333620607853	Religion&Spirituality>Astrology
75708	110580	0.0007613976486027241	Technology&Computing>Computing>Internet>SocialNetworking
75708	110580	0.0007334491820074618	FamilyAndRelationships>Parenting>ParentingChildrenAged4-11
75708	110580	0.0004315866681281477	BusinessAndFinance>Economy>InterestRates
111350	138410	0.09193241596221924	Technology&Computing>Computing>Internet>SocialNetworking
111350	138410	0.0161567535251379	Technology&Computing>ArtificialIntelligence
111350	138410	0.012477689422667027	Education>LanguageLearning
111350	138410	0.0063793351873755455	Hobbies&Interests>ContentProduction
111350	138410	0.005741559434682131	Science
111350	138410	0.005491382908076048	Hobbies&Interests>ParanormalPhenomena
