key	relevance
Science>BiologicalSciences	1.0
Technology&Computing>ArtificialIntelligence	0.9433531165122986
BusinessAndFinance>Industries>EnvironmentalServicesIndustry	0.9061597585678101
Science>Environment	0.8160584568977356
Home&Garden>Landscaping	0.6103982925415039
Science	0.4311589300632477
BusinessAndFinance>Industries>Agriculture	0.4118388593196869
Education>LanguageLearning	0.4021104872226715
Science>Physics	0.3715210258960724
NewsAndPolitics>Politics>PoliticalIssues	0.32802408933639526
BusinessAndFinance>Business>GreenSolutions	0.3224916458129883
Technology&Computing>Computing>ProgrammingLanguages	0.30242836475372314
Technology&Computing>Computing>Internet>SocialNetworking	0.29260697960853577
RealEstate>LandAndFarms	0.28389662504196167
EventsAndAttractions>PoliticalEvent	0.28260838985443115
BusinessAndFinance>Industries>PowerAndEnergyIndustry	0.28237152099609375
Religion&Spirituality>Spirituality	0.2740170359611511
Technology&Computing>Computing	0.23923785984516144
BusinessAndFinance>Industries>InformationServicesIndustry	0.19367295503616333
MedicalHealth>DiseasesAndConditions>BrainAndNervousSystemDisorders	0.1936531513929367
