"Start Time","End Time","Transcript"
"00;00;28;07","00;00;28;11","All"
"00;00;28;11","00;00;29;02","right."
"00;00;29;03","00;00;29;15","Hello"
"00;00;29;15","00;00;29;19","and"
"00;00;29;19","00;00;30;01","welcome,"
"00;00;30;01","00;00;31;02","everyone."
"00;00;31;02","00;00;31;22","This is"
"00;00;31;22","00;00;32;08","active"
"00;00;32;08","00;00;32;16","live"
"00;00;32;16","00;00;32;27","stream"
"00;00;32;27","00;00;33;05","number"
"00;00;33;05","00;00;35;10","47.0."
"00;00;35;10","00;00;35;27","It is"
"00;00;35;27","00;00;36;08","August"
"00;00;36;08","00;00;37;01","3rd,"
"00;00;37;01","00;00;38;27","2022."
"00;00;39;11","00;00;39;22","Welcome"
"00;00;39;22","00;00;40;14","to the"
"00;00;40;14","00;00;40;24","Active"
"00;00;40;24","00;00;41;06","Influence"
"00;00;41;06","00;00;42;10","Institute."
"00;00;42;12","00;00;42;25","We are"
"00;00;42;25","00;00;42;26","a"
"00;00;42;26","00;00;43;20","participatory"
"00;00;43;20","00;00;44;03","online"
"00;00;44;03","00;00;44;14","lab"
"00;00;44;14","00;00;44;20","and"
"00;00;44;20","00;00;45;14","institute"
"00;00;45;14","00;00;45;20","that"
"00;00;45;20","00;00;45;24","is"
"00;00;45;24","00;00;46;13","communicating,"
"00;00;46;13","00;00;46;27","learning"
"00;00;46;27","00;00;47;02","and"
"00;00;47;02","00;00;47;22","practicing"
"00;00;47;22","00;00;48;07","applied"
"00;00;48;07","00;00;48;18","active"
"00;00;48;18","00;00;49;11","inference."
"00;00;49;11","00;00;49;17","You"
"00;00;49;17","00;00;49;21","can"
"00;00;49;21","00;00;50;04","find us"
"00;00;50;04","00;00;50;12","at"
"00;00;50;12","00;00;50;21","some of"
"00;00;50;21","00;00;50;24","the"
"00;00;50;24","00;00;51;02","links"
"00;00;51;02","00;00;51;04","on"
"00;00;51;04","00;00;52;00","the slide."
"00;00;52;13","00;00;53;05","This is a"
"00;00;53;05","00;00;54;02","recorded"
"00;00;54;02","00;00;54;13","and"
"00;00;54;13","00;00;55;09","archived"
"00;00;55;09","00;00;55;23","and"
"00;00;55;23","00;00;56;10","transcribed"
"00;00;56;10","00;00;56;13","and"
"00;00;56;13","00;00;56;28","published"
"00;00;56;28","00;00;57;05","live"
"00;00;57;05","00;00;57;22","stream."
"00;00;57;28","00;00;58;05","So"
"00;00;58;05","00;00;58;14","please"
"00;00;58;14","00;00;58;23","provide"
"00;00;58;23","00;00;58;26","us"
"00;00;58;26","00;01;00;08","with feedback"
"00;01;00;09","00;01;00;15","so"
