text	entity_type		start	end
September 16	date		3018	4430
Kristen	person_name		82312	83242
Michael Allen	person_name		84650	85826
brock	person_name		232930	233176
computational biology	occupation		463872	465290
Ollie	person_name		962238	962920
Daniel	person_name		975630	976512
Holly	person_name		990518	990796
Vassal	person_name		1102820	1103274
viotkin	person_name		1109738	1110438
ontology	occupation		1319502	1320276
Brock	person_name		1422180	1422756
Rohan	person_name		1478718	1479800
Jessica	person_name		1671260	1672436
Ali	person_name		1765178	1765676
Ron	person_name		1766078	1766840
Jessica	person_name		1905616	1906580
Stephen	person_name		2093934	2095090
Ryan	person_name		2115488	2115846
Chris White	person_name		2115984	2116442
Ollie	person_name		2186292	2186838
warhol	person_name		2197516	2198338
musician	occupation		2252988	2253378
par	person_name		2420740	2421176
Friston	person_name		2421582	2422132
warhol	person_name		2616012	2616950
Campbell	person_name		2621388	2621746
Mark Solms	person_name		2703512	2704174
folk psychology	occupation		2722204	2723138
par	person_name		2763802	2764014
Friston	person_name		2764164	2764634
Schlee	person_name		2826378	2826746
Schlee	person_name		2832554	2832926
Karl	person_name		2865920	2866374
math	occupation		2935976	2936478
Grand Canyon	location		3199198	3200100
math	occupation		3205838	3206244
Grand Canyon	location		3262078	3262804
