docLabel	start	end	count	rank	text
gs044-1	587792	588266	1	0.08	different kind
gs044-1	1145222	1145994	2	0.08	different kind
gs044-1	3519454	3520056	3	0.08	different kind
gs044-1	3520878	3521256	4	0.08	different kind
gs044-1	2602460	2603096	1	0.08	other kind
gs044-1	4667726	4668424	2	0.08	other kind
gs044-1	587548	588266	1	0.07	many different kind
gs044-1	4770238	4770744	1	0.07	many kind
gs044-1	2734522	2735476	1	0.07	Bayesian kind
gs044-1	537116	537898	1	0.07	conceptual kind
gs044-1	1220536	1221906	1	0.07	several shocking kind
gs044-1	49344	50690	1	0.05	category theory
gs044-1	176380	177442	2	0.05	category theory
gs044-1	194448	195286	3	0.05	category theory
gs044-1	765640	766526	4	0.05	category theory
gs044-1	1215560	1216462	5	0.05	category theory
gs044-1	1267912	1268654	6	0.05	category theory
gs044-1	1311988	1313150	7	0.05	category theory
gs044-1	2558434	2559064	8	0.05	category theory
gs044-1	3336258	3337320	9	0.05	category theory
gs044-1	3375694	3377012	10	0.05	category theory
gs044-1	3386480	3387752	11	0.05	category theory
gs044-1	3724110	3725044	12	0.05	category theory
gs044-1	4738162	4738984	13	0.05	category theory
gs044-1	4792502	4793500	14	0.05	category theory
gs044-1	798864	800534	1	0.05	information systems
gs044-1	844438	846090	2	0.05	information systems
gs044-1	2999340	3000820	1	0.05	other systems
gs044-1	769806	770798	1	0.05	information theory
gs044-1	785900	787074	2	0.05	information theory
gs044-1	791390	792518	3	0.05	information theory
gs044-1	769208	770798	1	0.05	integrated information theory
gs044-1	3395468	3396684	1	0.05	different levels
gs044-1	3726238	3726788	2	0.05	different levels
gs044-1	3835106	3835896	3	0.05	different levels
gs044-1	3874350	3875604	4	0.05	different levels
gs044-1	406922	408286	1	0.05	experiencing system
gs044-1	5769246	5770454	2	0.05	experiencing system
gs044-1	5805018	5805834	3	0.05	experiencing system
gs044-1	2822742	2823712	1	0.05	probe system
gs044-1	5608664	5610066	2	0.05	probe system
gs044-1	5745748	5747278	3	0.05	probe system
