"Speaker Name","Start Time","End Time","Transcript"
"Unknown","00;00;10;26","00;00;45;04","Hello, everyone. Welcome to the Active Inference Lab and to the Active Inference Live Stream. This is Active Inference Live Stream 19.1 on April 6th 2021. Welcome to the Active Inference Lab. We are a participatory online lab that is communicating, learning and practicing applied active inference. You can find us at our links and contact information here. This is recorded in an archived live stream, so please provide us feedback so that we can improve our work all backgrounds."
"Unknown","00;00;45;04","00;01;12;27","And perspectives are welcome here and we'll be following hopefully video etiquette for livestreams such as muting when there's noise in our background and raising our hands so we can hear from everyone who wants to speak. You can go to this shortened link to see the upcoming streams of different kinds. Today we're in 19.1 on April six, and we'll be having a follow up group discussion next week on April 13th."
"Unknown","00;01;13;16","00;02;02;27","Hello, Stephen. We're already life. So today in Active Inference 19.1, the goal is really just to learn and discuss about this really awesome paper. Deeply felt affect the emergence of Valence and Active Inference by Kasper Hespe, Brian Smith, Thomas, PA, Mika Allen, Carl, Kristen and Maxwell Ramstad. And we're really appreciative that Casper has joined us today and anyone of these other authors are free to join us next week or the following in 19.1, we're going to go over the various parts of the paper in any order that people want to raise them and we can just start with some short introductions and warmups that will be culminating in Casper and giving a little maybe just"
"Unknown","00;02;02;27","00;02;35;03","introduction or a background. And that will be great to start with. So I'm Daniel. I'm a postdoc in California, and I will pass it to Sarah I'm Sarah. I'm a person stuck in Berlin because I can't update my visa next Hello, I'm Steven. I'm in Toronto, and I'm very much looking forward to learning more about Affect and its relationship to active influence."
"Unknown","00;02;35;03","00;03;04;11","And I'm going to pass it to Dave Gay, Dave Douglas, Simon, the mountains of the Philippines retired from information technology, including natural language processing and machine translation. Background in process philosopher Lee Whitehead especially and cybernetics. And I will pass to Dean if he hasn't spoken yet. I'm Dean. I'm from Calgary."
"Unknown","00;03;06;19","00;03;41;18","Retired, but really interested in this stuff. I don't know who I can pass to other than maybe Casper at surf. Yeah. My name is Casper. I'm the student at the University of Amsterdam, currently doing that kind of being co supervised by two professors at Amsterdam and one being at the University College London. So that's one you all know person."
"Unknown","00;03;42;29","00;04;25;06","It's like my name and external supervisor. And this paper was developed, and there he is in his lab simply with a bunch of three wonderful people. Actually, my go first author and is not here today, but I am aware that there's been Ryan Smith has been with you on many of these sessions and yeah. So I think I will just go into the intro of the paper and I guess it will be interesting because you can read in the paper itself."
"Unknown","00;04;25;06","00;05;06;14","So kind of formal motivation. I will tell you a little bit more about the story behind how this how this came about. For me, when I first entered the group, there was most of the modeling that was done was the single layers, and there was already some preliminary work from deep temporal modeling and that's essentially working out the implications of this kind of hierarchical models that start to look more like the one that you might have come across some deep learning research."
"Unknown","00;05;07;02","00;05;50;24","The now with invasion invasion flavor and one of the things that I was missing personally was a meta cognitive aspect that moves beyond just estimating confidence is one aspect. But then reflecting on that confidence estimates to give you an idea of something that can regulate other parts of the system. So we ended up going back and forth on this topic with and Thomas Barr was held there as well."
"Unknown","00;05;51;07","00;06;27;14","And then he's also on the paper essentially thinking about these action models of influence and about presupposing some degree of familiarity. But I suppose I can quickly recap and essentially the way I've presented it in paper, it's really meant to be something that you start from zero knowledge about equity inference, and they kind of build it up in steps so that people who are not super familiar with it."
