text	entity_type		start	end
July 7, 2022	date		2836	5534
Ali	person_name		137190	137902
Neurobiological	occupation		191790	192830
Mike	person_name		202178	203110
Neurobiology	occupation		288478	289720
Ali	person_name		418008	418780
Rodolfo Linus	person_name		426114	427320
Friston	person_name		461582	462324
Calvo	person_name		462910	463880
behavioral modeling	occupation		482486	483840
Ali	person_name		498280	498864
Ali	person_name		571630	572262
mike	person_name		648200	648654
math	occupation		718928	719254
Mike	person_name		868310	869170
math	occupation		879468	879842
Ali	person_name		992156	992510
Mark Som	person_name		1021272	1022302
stainings	medical_process		1191008	1191494
neuroscientists	occupation		1212728	1213890
physiology	occupation		1230752	1231446
theory	occupation		1285600	1286022
anatomy	occupation		1291552	1292214
Mike	person_name		1296356	1297150
Jeff	person_name		1323826	1324630
anatomy	occupation		1401252	1401706
computational neuroscience	occupation		1431392	1433130
computational neuroscience	occupation		1608072	1609214
neuroanatomy	occupation		1651880	1652944
lateral cut through a spinal cord	injury		1731716	1733402
Jessica	person_name		1982576	1983540
Rohan	person_name		2040100	2041000
biologist	occupation		2047634	2048344
obesity	medical_condition		2092718	2093252
Blue	person_name		2155464	2156232
Parkinson	medical_condition		2186558	2187316
catatonic behavior	medical_condition		2216918	2218076
Dopamine	drug		2226600	2227264
Colombo	person_name		2283502	2284116
Wright	person_name		2284318	2284932
L DOPA	drug		2380362	2380848
Rohan	person_name		2383822	2384760
pathology and	occupation		2643902	2644824
pharmacology and	occupation		2645038	2646172
genetic studies	occupation		2646226	2646936
folk psychology	occupation		2822352	2823456
neurobiology	occupation		2907282	2908044
Rohan	person_name		3096162	3097100
spinal damage	injury		3124682	3125780
Rowan	person_name		3235028	3236040
Ali	person_name		3357140	3357644
Thomas Parr	person_name		3365140	3366640
center for Cognitive Neuroscience, Berlin	organization		3372890	3375552
