start	end	paragNum	speaker	confidence	startTime	wordCount	text
3150	3700	1	A	0.54	00:03	1	You.
6710	44222	2	B	0.69	00:06	77	Hello and welcome, everyone. It's September 30, 2023, and we are in physics as information processing discussion five should be a fun discussion on a great fifth lecture. So, Andre, if you'd like to give some opening remarks, and then also anyone else, whether it's your first time joining a discussion or not, it would be great to hear your remarks on lecture five or just where you're coming at it today. So first though, Andre. Sure.
44276	62580	3	C	1.0	00:44	37	Hello, Daniel. So I may as well start off by sharing the slides, right? What do you think? Sure. So just before, as a warm up, let's review some of the things that Chris mentioned last time.
63750	72230	4	C	0.86215	01:03	16	So near the beginning, the main thing was this distinction between reductionist and scale free theories.
74810	92510	5	C	0.99975	01:14	31	Obviously, one very salient feature of the free energy literature is that it falls under scale free theories. These are theories where there is no preferred scale of energy or distance.
94930	126550	6	C	0.56846	01:34	63	Reductionist theories are based on such a scale existing. Right. You want to break the pieces into the fundamental building blocks of the Legos. People think of usually high energy or particle physics as the archetype of this thing, whereas in scale three theories, there is no such thing, and we should have the same skeletons or the same framework at different scales.
128990	171080	7	C	0.95	02:08	95	This is going to be very important. Chris, correct me if I'm wrong, but especially for the coming lecture where we talk about biology, Chris himself made a few remarks on how the renormalization group flow, aka the process of going from smaller to higher scale, may be trivial in biology. That is to say that there is a self similarity. Okay, so some features of biology should remain invariant at different scales. That is what cells are to a body, different individuals of a species might be to an ecosystem, that sort of idea.
172650	196000	8	C	0.99635	02:52	59	So after talking at scale, and perhaps when we get to the question parts, I guess this is the one thing that I would like Chris to explain a little more precisely what these diagrams mean. I have a rough idea, but it would be nice to hear him talk about that again. Anyways, in the second half, basically.
198050	221698	9	A	0.99996	03:18	47	We. Started asking, as is the theme in this course, so far from first principles, what do you need to talk about? Space and time. And there were some theorizing that time might be more fundamental. That is, the things that you need to implement a clock.
221874	254226	10	C	0.99994	03:41	83	We're thinking about what are the most basic constituents to implement a clock? And those may be even more basic than the things you need to implement QRFs or perception of space. After all, it seems like you need some spatial extension to perceive a space in the first place. I can't remember if it was somebody who was tuning in for the lecture or a question afterwards or something like that. But I think this remark gets to a very deep point.
254408	295342	11	C	0.99989	04:14	91	Somebody I recall mentioned that some organisms, it might have been Chris himself. I can't remember, really that there are organisms, you may know the name, Daniel, that are so tiny that if they try to implement a gradient, to try to chase their food or whatever, they're so small that they can't even perceive the gradient. Any attempt at implementing such perception, they're going to feel the same amount of concentration in all directions. So they're basically not large enough to perceive space. However, interestingly, so, they can perceive time.
295476	319350	12	C	0.99	04:55	55	I don't know how this ties to the remarks that Chris made about space being more fundamental. I suppose Chris was getting at the point that you need fewer parts to perceive space. And the fact that such small organisms can perceive time but not space, I guess, is further empirical evidence for this thesis.
322730	337386	13	A	0.99564	05:22	37	Actually, Andrew, if I can. Yes, please. I may not botch the explanation. Yeah. I proposed earlier that time is actually more fundamental than space, that one has to have time to be able to see space.
337568	347150	14	A	0.9888	05:37	20	So that's further on in these slides. That issue is discussed. Yeah. Do you want to say something about duckers?
350620	353000	15	A	0.99974	05:50	6	Well, this is the right slide.
356380	398568	16	A	0.63	05:56	73	Yeah. One just needs a memory, really, to have a clock, an external clock, to have an internal clock. One also has to have a memory to have an internal clock. But if you have a memory and there's some kind of activity that's periodic in the environment, then you have a clock, an external clock, but you don't need object identity to have a clock. And that's what distinguishes it from space.
398654	408430	17	A	1.0	06:38	20	You have to have object identity, or in other words, motion. The ability to perceive motion, to perceive space. Right.
412220	436124	18	C	0.55	06:52	44	Yeah. Any periodic behavior is effectively a clock. Whereas for space, we need object persistence, which two comments that we've made were that object persistence, or rather Chris made, is the defining feature of classicality. You said that last time. Is that right, Chris?
436252	485010	19	C	0.92	07:16	92	And also that object persistence is precisely the notion of thinness, the way freestone would put. Yeah, yeah. Object persistence is definitely a classical notion, and it does seem to be the place where classicality enters. Quantum theory, as far as I can tell, is with this notion of object persistence that that's the most fundamental place that it enters. So how does that definition of, or rather, relationship between classicality and quantumness being object persistence, how does it compare with other accounts coming from QdaR and decoherence and all of that?
488820	560440	20	A	0.97388	08:08	133	Well, say quantum Darwinism is a good example. Quantum Darwinism assumes object persistence. It assumes that there is some persistent thing that interacts over time with the environment according to some interaction that has fixed eigenvalues. So quantum Darwinism already assumes object persistence, and it also assumes classical communication, as we discussed a couple of times ago, in that it's a theory that is about the ability of multiple observers to agree about the state of some other object, which for them to agree about that object, not only does the object need to persist, the various observers need to have the same description of that object, or the same name for that object, or the same way of identifying that object. So, yeah, Quantum Darwinism actually assumes a lot of classical features.
564300	596710	21	A	1.0	09:24	77	The basic theory of environmental decoherence is, in effect, a single observer theory. So it doesn't have to assume classical communication, but it does assume object persistence, which obviously, if you're going to talk about empirical science, you have to. You have to assume that your detector is a thing that persists through time, or you can't do an experiment. And more importantly than that, you have to assume that you're a thing that persists through time.
600920	604820	22	A	0.94944	10:00	11	So we need these classical notions to talk about doing science.
608710	664866	23	A	0.9995	10:08	114	I'm not the first person to point that out, of course. I mean, Bohr pointed that out in 1928 in his paper in Science, where he summarizes quantum theory. So it's a very old idea, right. And I guess right away I have a question that I suspect I may have asked before, but maybe we can revisit it from the perspective of today's discussion, which is, and maybe I should pull the slide, this is actually from session four. So if we're talking about differences between what the defining feature of classicality is, to me, that bears the question of here, right, this TQFT diagrammatic notation for the classical and the quantum channels.
664978	714726	24	C	0.96451	11:04	120	So if we're talking about object persistence as the defining feature of classicality, and this is the cartoon picture of what goes on an EPR experiment, Chris, could you say maybe a few words about how the symmetry is broken between the quantum and classical channels? I suspect it might have been mentioned that these are symmetrical, but yet one of the two has to be a quantum, and the other one is a classical channel. The quantum channel mediates some sort of unitary evolution, is that correct? Whereas the classical channel is like an information redundancy reservoir, which maybe has to do something with object persistence. But I'm very much speculating at this point, so I'm not sure if.
714748	743150	25	C	0.99021	11:54	67	Chris, you have any comments? Yeah, well, an easy way to think about this, I think, is to actually think about a Bell EPR experiment. Where you have two observers that are separated in know. You have to assume here to talk about Bell EPR, you have to assume the Notion of Space to have a laboratory Reference Frame. In which the two observers are spatially separated.
745590	755300	26	A	0.83	12:25	17	And in that situation, then the two observers both independently collect data for some amount of time.
758010	789760	27	A	0.84559	12:38	55	On multiple replicates of some quantum state that's produced by a source. So you have Pairs of Photons or pairs of electrons or pairs of whatever. And at some point, the data collection Stops. And at that point, the observers have to compare their results. So it's the comparison step that requires a Classical channel.
791730	827980	28	A	1.0	13:11	64	And if you think about how this happens, in practice, it happens via a file sent over to the Internet. Or a piece of paper on which the data are written. That's handed by one of the experimenters to the other experimenter. Or it happens by the experimenters talking to each other. So one experimenter encodes a Bunch of Information in the ambient air.
828430	830860	29	A	0.58	13:48	6	And the other experimenter hears it.
