docLabel	start	end	count	rank	text
cFPIP-05W	2426430	2428902	1	0.07	classical information processing
cFPIP-05W	2486730	2488554	2	0.07	classical information processing
cFPIP-05W	2497188	2499410	3	0.07	classical information processing
cFPIP-05W	2573622	2575536	4	0.07	classical information processing
cFPIP-05W	964130	965350	1	0.07	classical information
cFPIP-05W	1272262	1273088	2	0.07	classical information
cFPIP-05W	2426430	2427930	3	0.07	classical information
cFPIP-05W	2486730	2487774	4	0.07	classical information
cFPIP-05W	2497188	2498194	5	0.07	classical information
cFPIP-05W	2573622	2574796	6	0.07	classical information
cFPIP-05W	2617918	2618872	7	0.07	classical information
cFPIP-05W	2658026	2659092	8	0.07	classical information
cFPIP-05W	2660736	2661636	9	0.07	classical information
cFPIP-05W	2708106	2709270	10	0.07	classical information
cFPIP-05W	2723660	2724680	11	0.07	classical information
cFPIP-05W	2486730	2489630	1	0.07	classical information processing capabilities
cFPIP-05W	2573622	2576272	2	0.07	classical information processing capabilities
cFPIP-05W	2483550	2485434	1	0.07	quantum information processing
cFPIP-05W	2525248	2527280	2	0.07	quantum information processing
cFPIP-05W	2548878	2550940	3	0.07	quantum information processing
cFPIP-05W	2788630	2791170	1	0.06	quantum information theory
cFPIP-05W	3065750	3068810	2	0.06	quantum information theory
cFPIP-05W	4770586	4771872	1	0.06	information goal
cFPIP-05W	2483550	2486170	1	0.06	quantum information processing capabilities
cFPIP-05W	2483550	2484726	1	0.06	quantum information
cFPIP-05W	2525248	2526084	2	0.06	quantum information
cFPIP-05W	2548878	2549764	3	0.06	quantum information
cFPIP-05W	2611690	2612790	4	0.06	quantum information
cFPIP-05W	2788630	2790130	5	0.06	quantum information
cFPIP-05W	3065750	3066860	6	0.06	quantum information
cFPIP-05W	3453450	3454582	7	0.06	quantum information
cFPIP-05W	1272262	1273580	1	0.06	classical information sharing
cFPIP-05W	13272	14574	1	0.06	information processing
cFPIP-05W	1420848	1422586	2	0.06	information processing
cFPIP-05W	1815266	1816760	3	0.06	information processing
cFPIP-05W	1827062	1828156	4	0.06	information processing
cFPIP-05W	1838280	1839664	5	0.06	information processing
cFPIP-05W	1853422	1854564	6	0.06	information processing
cFPIP-05W	2389888	2391690	7	0.06	information processing
cFPIP-05W	2427334	2428902	8	0.06	information processing
cFPIP-05W	2471450	2473110	9	0.06	information processing
cFPIP-05W	2484246	2485434	10	0.06	information processing
cFPIP-05W	2487306	2488554	11	0.06	information processing
cFPIP-05W	2497726	2499410	12	0.06	information processing
cFPIP-05W	2522316	2523920	13	0.06	information processing
cFPIP-05W	2525648	2527280	14	0.06	information processing
cFPIP-05W	2549268	2550940	15	0.06	information processing
cFPIP-05W	2574316	2575536	16	0.06	information processing
cFPIP-05W	3047416	3049570	17	0.06	information processing
cFPIP-05W	2521606	2523920	1	0.06	reversible information processing
cFPIP-05W	13272	15214	1	0.05	information processing discussion
cFPIP-05W	3426074	3427118	1	0.05	imperfect information
cFPIP-05W	3355130	3357030	1	0.05	information carrying
cFPIP-05W	3384772	3385706	2	0.05	information carrying
cFPIP-05W	3423590	3424700	1	0.05	perfect information
