"Speaker Name","Start Time","End Time","Transcript"
"Speaker 1","00;00;04;14","00;00;13;05","It's six months Looks good."
"Speaker 2","00;00;13;06","00;00;13;22","Go for it."
"Speaker 1","00;00;15;12","00;00;50;18","Hello, everyone. Welcome to the Active Inference Lab. Livestream number 29.1 today, September 21st 2021. And we are going to be discussing this paper, Active Inference and Active Inference Framework for ant colony behavior this is a recorded and an kind of thing. So please provide us with feedback so we can improve our work. We are a participant sorry. On my lab that is campaigning, learning and practicing applied active influence."
"Speaker 1","00;00;51;01","00;01;19;29","You can find us at all of these social media links and all backgrounds and perspectives are welcome here. We will be following good video etiquette or lecturing here of the short thing you can find all of our upcoming live streams that are planned. And if you want to get in touch or if you want to participate, please reach out to us and we will invite you to participate in a panel today."
"Speaker 1","00;01;19;29","00;01;45;03","Our goal is to learn and discuss this paper. Active in France An Active Inference Framework for Ant Colony Behavior. We will maybe going through some of the names and things, keyword figures and having a discussion around this paper. So just to start off, we will go round and introduce ourselves and then start off with them or my questions."
"Speaker 1","00;01;45;07","00;01;54;27","So my name is Bill Knight. I am an independent research consultant from New Mexico, and I will pass it to Micah so."
"Speaker 3","00;01;54;27","00;02;14;10","Hi, I'm my name's Marko. I'm located in Vienna, Austria. I'm a postdoctoral fellow at Lawrence, the Institute for Cognition Research and my interest is very much from the clinical perspective I have to deal with DBS patients, and I have come across active inference actually rather recently."
"Speaker 1","00;02;17;07","00;02;18;02","Cool down."
"Speaker 2","00;02;20;27","00;02;41;23","Thanks. I'm Daniel. I'm in California. And as first author, I'm happy to maybe just introduce the big picture. You wanna just briefly say hello and then I'll return Steven, are you."
"Speaker 1","00;02;44;13","00;02;45;07","A student."
"Speaker 4","00;02;47;14","00;03;17;20","Yeah. Hi there. Just introduce me. Hi, Steven here. Nice to be on. And I am based in Toronto. And I work with communities and work with spatial sense making around different issues and how active influence can now help to understand those processes of sense making and dynamic inference. In the modern world."
"Speaker 1","00;03;20;14","00;03;31;06","Awesome. So then if you want to maybe introduce the paper or give us a summary of what was their big takeaway message from this paper, what was your motivation behind the work?"
"Speaker 2","00;03;32;16","00;04;03;15","Well, just sharing some of the backgrounds of those here, ranging from human medical and clinical to sort of social and collective processes playing out in humans. It just shows that we each approach active inference from our own experience so personally, my background was in genetics and insect behavioral ecology, and so it was conversations and reading the papers of especially Aksel and of course Carl Forrester."
"Speaker 2","00;04;04;03","00;04;45;09","And we were having conversations about, well, where does active inference fit into discussions about collective intelligence? Where does active inference fit into bigger discussions about evolutionary theory? Like if active inference can be an integrative framework for different social systems, for different human systems, why not other animals too? And so there we were at the intersection of curious about big questions in evolutionary theory, which I will return to today, and specific questions about the areas that I was researching at the time, which was the regulation of foraging and decision making in ants."
"Speaker 2","00;04;45;27","00;05;12;17","And so it was conversations with with actual and Maxwell to a large extent, where we started thinking, well, how could we modify the types of models that we currently have in active inference? And bring that into something that adequately at least starts to work towards capturing how the ants do it? And Alec had worked on the code of many active inference projects, and so that was quite a fun process."
"Speaker 2","00;05;12;17","00;06;03;19","Maybe we can also talk about like interfacing between ants and computer science and we mainly wanted to navigate a little bit towards the bigger questions in biology, but do so by really tackling a specific scenario that would then lend itself to unique explanations and predictions and models and the specific contribution that differential gates, the active inference model from other active inference models, is first that it's in insects and ants, but also importantly that it's stigma OK, so it's modeling explicitly the feedback between the environments and the agents, whereas there had been sort of multi agents, active inference simulations where the agents communicated with each other or they had a shared theory of mind."
"Speaker 2","00;06;04;07","00;06;22;08","Those types of models existed. But this was the first time that one of the action affordances of the agents included the capacity to modify the environment and the status of the environment, modified the likelihood of the agent taking different kinds of actions cool."
"Speaker 1","00;06;22;14","00;06;35;07","So I just want to reach out to Michael and Steven and just ask what's one thing that you were excited to talk about or something that you liked or remembered about the paper? Either you have thought."
"Speaker 3","00;06;36;04","00;07;04;00","I should start so one thing, as I already mentioned before, is the role of dopamine, which I find super interesting. And you mentioned in the paper that the Foragers have higher levels of dopamine. So I was wondering about the role of that and how that influences Affordance this and what's the individual and also the level above like the colony."
"Speaker 3","00;07;04;18","00;07;09;22","And as we've mentioned, is there a specific role for dopamine for the for the colony as a whole?"
"Speaker 2","00;07;13;21","00;07;22;19","Great question. And we wrote it down on slide 14. So we'll definitely return to talking about some of the molecular roles of dopamine cool."
"Speaker 1","00;07;22;22","00;07;24;02","And Steven, do you have any thoughts?"
"Speaker 4","00;07;24;16","00;07;57;24","Yeah, I suppose mine is a bit more of a broad question, but I'll be really curious about that balance between sort of specific things relating to ants and how that relates to things like dopamine and maybe the broader process of like the design thinking and working through this kind of active inference framework, just how that was useful to think about how things may relate to their environment so I suppose the process of creating the model as well as what the model was and what it found out about things in the world."
"Speaker 4","00;07;58;06","00;07;58;18","Thanks."
"Speaker 1","00;07;59;09","00;07;59;23","Awesome."
"Speaker 2","00;07;59;26","00;08;34;02","Daniel it's a great point. Almost asking about how do we study the biomimicry nature of just materials like light materials or strong materials, but of collected algorithms and we can't really study the success or the attributes of a collective behavioral algorithm outside of its ecological niche. And so a very long and important branch of research by my Ph.D. advisor, Professor Deborah Gordon, which is where I was when we were doing a lot of this initial work."
"Speaker 2","00;08;34;19","00;09;17;13","She studied for 30 plus years, understanding how the statistical regular entities of the niche were then associated with, which collected behavioral algorithms of ants we saw happening. And so there's like 15,000 ants species there on every piece of land except for basically Antarctica, which is kind of where they should be, if you think about it. But if you want to have a framework for ant behavior that includes the desert and the jungle and all these types of different environments, it's sort of baked in this idea of appropriate generalization because like we definitely can't have a theory for each ant species."
"Speaker 2","00;09;17;18","00;09;42;09","So we need to look a little bit bigger than that. Yet we don't want to have just any specific theory only. And let's think about term eyes and bees and non insects so what is the appropriate level of generalization and how are we going to generalize the study of collective behavioral algorithms and how they interface with different kinds of environments while also remembering that we got to have our eyes on the ground."
"Speaker 2","00;09;42;09","00;10;01;10","We need to be explaining those ants. We can't just simply spiral off into the abstractions about collective behavior. So the answer course system, because they remind us about ecological and behavioral diversity and the need to generalize, but also there is a real system that we can actually see Awesome."
"Speaker 1","00;10;01;10","00;10;02;19","Thanks, Steven."
"Speaker 4","00;10;04;05","00;10;26;25","Yeah, thanks, Daniel. I was wondering how much that generalizability that is in the field that you're in with your supervisor. That might be something that really brings something to the table for active inference. And I'll be curious as well, you know, how much those algorithms that have been worked on for a number of years either got modified or ported or had to be kind of really conceptualized from the ground up?"
"Speaker 4","00;10;26;25","00;10;29;00","You know, that'd be interesting."
"Speaker 1","00;10;32;20","00;10;34;04","Cool. Daniel, I have a response."
"Speaker 2","00;10;35;19","00;11;04;19","Yep. So one reason why active inference is able to swap in to where other theories or frameworks have been used before is because at the core, it's an input output structure. Just like a lot of other behavioral studies, like sensory information comes in, something happens and then action comes out. So in that way, it's able to map onto a lot of other ways that people have thought about animal behavior or ethology."
"Speaker 2","00;11;05;21","00;11;37;17","One of the differences in active inference is that we're not committed to any specific cognitive model. So like in this paper, we just use pretty much the most simple possible cognitive model. If you could even call it that, it was one step decision making. There was no memory, there was no anticipation, there was no capacity to use some of the sensory affordances that we know that ants actually have and use in nature, like multiple sense interactions with Nash Mates, interactions with other physical objects."
"Speaker 2","00;11;37;26","00;11;55;01","So we mapped onto this input output structure, but we know that we can generalize it later. But so that's one reason why active inference will hopefully play a nice generalizing role there, I hope. Yeah, go ahead, Steven."
"Speaker 4","00;11;55;09","00;12;22;17","Yeah, that's really cool. And I suppose one thing that when you mention, I suppose this even ties in with that dopamine question, but I'm not sure because I'm not as familiar with that, but is by not having it all based on the cognitive it's showing what the niche can do for you in a way as like how much, you know, we all assume it's all going on in the head, which is the old way of thinking, but with the active influence it's like, well, maybe there's other ways that we can get where we need to get, so to speak."
"Speaker 1","00;12;26;03","00;12;26;25","Awesome dinner."
"Speaker 2","00;12;28;01","00;12;48;03","And with the ants, it was almost never a question of it happening inside the head, only because it's not the domain, their cognition. It's just very clear that no single forager would know. How many seeds does the colony have? How many does it need to retain? What's the weather and the trade offs of foraging? Where are the seeds?"
"Speaker 2","00;12;48;03","00;13;10;19","I mean, those are questions that at a first pass we know are just unknowable. And so it's pretty clear that the way that individual nest mates are making decisions has to have a radically different mode than, for example, let's wait until we have all the information and then make the, well, rational decision based on our simulation. It's just not happening."
"Speaker 2","00;13;11;02","00;13;36;08","And then once you see that lens on ants, you go Huh? Well, maybe there's some other forming settings where the agents don't have total information. And even if they did, it wouldn't be obvious what to do. Like we can all imagine a chess board. We have total information about where the pieces are, but even experts in chess don't necessarily know the best move, and there might not even be necessarily one perfect best move."
"Speaker 2","00;13;36;28","00;13;54;09","So it really moves us into a setting of thinking about how action is undertaken including action that can be epistemic, like gaining knowledge amidst uncertainty rather than waiting until we've resolved our uncertainty, because then what? We still wouldn't know what to do."
"Speaker 1","00;13;56;01","00;14;17;14","Cool. That leads in pretty nicely to one of the questions that I had brought up last week. So there are these colony level metrics like how many seeds are in the nest or how many, you know, nurse? Nurse means are there relative to infants or foragers, relative to the ants, I guess them in their infant ants in bath."
"Speaker 1","00;14;19;16","00;14;29;13","How are these colony level metrics retained in a colony good question."
"Speaker 2","00;14;29;27","00;15;01;25","Well, you asked a Y question in a sense, so it makes me think about the Ten Bergen's Four Wives, which we've spoken about on other streams. But the evolutionary y is just colonies that have certain colony level attributes are more likely to succeed. And so we end up seeing the emergence of certain ratios of male to female nest mates or certain ratios of forage or to nurse performance just by virtue of their survival."
"Speaker 2","00;15;01;25","00;15;34;05","So that's sort of a evolutionary circularity, just like an act of inference. We talk about how the systems are resisting dissipation. So systems that are doing it, it sort of explains itself. They're here and we observe them because they're resisting dissipation. And it's really this question about colony level phenotypes that fascinates people who study collective behavior. Because there's the traits that a nest mate has, which are not so different than the traits that any other insect has, like six legs."
"Speaker 2","00;15;34;11","00;15;56;21","What's the width of the head? What's the gene expression of the gland or the mid gut? Like what digestive enzymes are they making? Those are things you can measure about one nest mate and so the body plan in ants is really quite similar to all insects. But then there's this really qualitatively different level of organization with a colony."
"Speaker 2","00;15;57;19","00;16;07;23","And how do those phenotypes arise? How are those colony level phenotypes in feedback with mass? How does selection shape those phenotypes?"
"Speaker 1","00;16;10;11","00;16;38;22","Thanks. Thanks for your answer. And there's a couple. So maybe let's go to the the slide that shows like where you're measuring the colony level metrics or the the coherence, right? Like the colony coherence or I forget the term but you have the model or maybe, maybe we should start the really I guess. But maybe you want to just give us like a quick overview."
"Speaker 1","00;16;38;22","00;16;42;25","Now, of like the model and point of it and yep."
"Speaker 2","00;16;43;20","00;17;13;13","Let's go to slide 15. And so just to bridge from the Colony Phenotypes back to the specifics of the model, it's sort of like if there was a music festival, there's all kinds of phenotypes of the individual participants, like they're self-report, where did they move how is their decision making being influenced by their sensory stimuli? But then there would be certain descriptions that you'd only have one of for the whole music festival, like what is the average distance of people?"
"Speaker 2","00;17;13;19","00;17;34;07","So that's what we were studying with the swarm coherence metric, but it just points that there's going to be two totally different types of phenotypes. Some can be measured multiple times within a colony per estimate, and other times there's going to be phenotypes that are only arising at the level of the colony, like the sex ratio or the average distance."
"Speaker 2","00;17;34;29","00;18;19;07","And what our model did was we specified the process by which the Nest mates basically perceived and acted. So it was an action and perception model at the Nest mate level. We didn't explicitly have an input or an output for the colony, not that it couldn't be done. You can also think about where that might come into play, maybe in DART two, but we looked at a setting that has been used to study Colony decision making, and then we specified a Nest Mate level model and put it in this context where people had already been using it to study the dynamics of how colonies make decisions."
"Speaker 2","00;18;19;16","00;18;50;03","So here it's called the TMS test, and there's two arms to the Tmas, the two red arrows on the left side here of Fig. one A and food is on one side of the Tmas, and it can either be static or it can be switching. And this is something that they use in lab rat experiments as well. So the colonies task is to basically get food, but what we did is we didn't actually encode that as like a colony level goal."
"Speaker 2","00;18;50;24","00;19;11;09","We really went down to the nest mate level and we specified just like any other active inference model. What are the sensory observations made by Nest mates, which in this case was just the pheromones density of the squares around them. What are the action affordances of each nursemaid, which is sort of it can move in any of the adjacent squares."
