"Speaker Name","Start Time","End Time","Transcript"
"Speaker 1","00;00;07;14","00;00;39;08","Hello, everybody. Welcome to the Active Inference Lab. This is live stream number 29.0 on September 14th. Is it September 14th? Not any more. September 17. 17 at least where we're at on September 17th. 20, 21. Welcome to the Active Inference Lab. We are a participatory online lab that is communicating, learning and practicing applied active inference. You can find us at the links here on this slide."
"Speaker 1","00;00;40;04","00;01;06;25","This is a recorded and an archived live stream. So please provide us with feedback so that we can improve our work all backgrounds and perspectives are welcome and we'll be following good video etiquette for livestreams. At the short link on this slide, you can see the past, present and future live streams. And just to call your attention to the tabs on the bottom, the first tab are our regular Tuesday live streams."
"Speaker 1","00;01;06;29","00;01;26;29","So for these ones we do the dot zero contextualizing video. That's what you're watching now. And then we have a dot one and a dot to wear on two successive weeks. We try to have the authors try to have a lot of different people on a panel just talking about the paper. The guest stream is sort of a wild card slash anything goes."
"Speaker 1","00;01;26;29","00;02;05;18","We have a lot of different topics. Model streams reflect machine learning, different kinds of modeling and walkthroughs of code and the math stream is for talking about math and different formal frameworks. So if you are interested in co organizing or presenting for any of these different kinds of streams, then just get in touch with us today in Active Stream 29, we're going to be having the goal of learning and discussing this paper Active in France An Active Inference Framework for Ant Colony Behavior by Friedman, Shantz, Ramstad, Feresten and Constant."
"Speaker 1","00;02;06;05","00;02;29;19","And just like all of the other dot zero videos, this is just an introduction to some of the ideas. It's not a review or a final word, and it doesn't change too much. Even when the first or any author is on the stream, we're going to go over the keywords as well as the aims and claims abstract. All the usual things that we cover in the dot zeros."
"Speaker 1","00;02;30;01","00;02;51;11","And in the coming weeks we're going to be discussing this paper. So everybody is welcome to join from whatever area they're excited about the paper from. Just get in touch with us so we can begin with little introductions and warm ups blue. How about you can go first and then we'll pass it to the first author."
"Speaker 2","00;02;52;16","00;03;01;13","We so I'm Blue Knight and independent research consultant from New Mexico and asked to Daniel Friedman, the author of this paper."
"Speaker 1","00;03;02;10","00;03;27;07","Thanks Blue So I'm Daniel. I'm a postdoc researcher in California. And yeah, usually we have everybody except for the first author introduce themself and then the first author steps in and gives a little background on the paper. So it's fun. It's the first time that we've discussed one of my papers on the stream and we'll be talking about a bunch of different aspects of it."
"Speaker 1","00;03;27;07","00;03;56;23","And it's awesome to have you here in blue with a lot of expertize in collective behavior and a bunch of other areas. The big question that motivated not just this livestream, but this whole line of research in this paper is assuming that each agent is a quote from the paper. Assuming that each agent's best mate has only limited access to incoming information how can a group of active inference agents solve complex group foraging problems?"
"Speaker 1","00;03;57;11","00;04;37;20","So in the case of agents, that local information is going to be the ferryman density, the chemicals that it can perceive. It's local unfelt, but in the case of information foraging, it's what we see, or it's our perspective or the people who we can communicate to. And so this is a topic that's come up in many different guises, which is again, when you have a multi-agent system using active inference to model each agents, how do we think about the way that the perceptions and cognition and action of each individual active inference agents how do those compose or interact so that the group can have adaptive or interesting behavior?"
"Speaker 1","00;04;38;04","00;04;51;09","The big question of the paper and also again just a big open question, hardly one that gets answered in its finished form by the paper or by this discussion. Anything you want to add."
"Speaker 2","00;04;54;10","00;05;20;15","Only that I was really excited to actually post this paper and I've been kind of pressuring Daniel to do it for a little while, maybe three months or so since I first read it. So I picked this paper because complex behavior, complex group foraging problems, it's really linked to my interest in collective intelligence and in scaling intelligence, which is also why I'm drawn to active inference."
"Speaker 2","00;05;20;15","00;05;38;22","So I'm just curious to see your insight into ants and the deeper like, you know, when we see a paper, we see only the surface, the final product. And so it's really going to be fun to take a deep dove into the little nuanced things that kind of maybe led you to the the birth of this paper."
"Speaker 1","00;05;40;21","00;06;01;13","Great visual with sort of what's on the surface and what's beneath the surface. And in fact, foraging is such a fun task to study, not to get ahead of ourselves, but it's one of the few tasks of the ant colony that you can see outside. You just stand next to the nest entrance, just like this picture which is taken while I was doing fieldwork in Arizona."
"Speaker 1","00;06;01;25","00;06;39;00","So there where all the ants are coming in and out of this is the nest entrance. And so this species, the red harvester ant poking of Miramax, Barbie, this it's like there are ants coming in and out doing some trash work, midden work. But mostly what you see on the outside is foraging. And so what happens underneath? Well, here is this painted ants with a three yellow dots so we can take a little tracer down underneath and we can see what is happening beneath the surface of the foraging the paper is active in France and active inference framework for colony behavior."
"Speaker 1","00;06;39;10","00;07;09;06","And we read the authors previously. It was a really awesome collaboration. So thanks a lot to Alec Maxwell, Carl and Axel, who each brought really important insights here and to the main aims and claims. And then Bluey can provide any thoughts. In this paper, we develop and implement a Bayesian simulation model derived from the active inference framework that captures some of the underlying dynamics and emergent phenomena of ant colony foraging behavior."
"Speaker 1","00;07;09;29","00;07;39;09","That's what we did in the second point is by integrating the Bayesian ant colony perspective of hunt and others with stick magick regulation and the scale free formalism of active inference fields in Glazebrook. 2020, we provide an integrative framework for behavioral, ecological and evolutionary modeling in ants. Such an integrated approach could facilitate the transfer of modeling insights from ant colonies to human design systems."
"Speaker 1","00;07;40;01","00;07;40;26","And I guess back."
"Speaker 2","00;07;44;19","00;08;02;10","So cool aims and claims they weren't very forthcoming with or you guys weren't very forthcoming with the aims and claims of the paper. But I found like lots of them like nested like little gems in the paper. So this is just a couple of them. But I think that this paper was very, you know, on the bleeding edge."
