"Start Time","End Time","Transcript"
"00;00;07;13","00;00;07;23","Hello"
"00;00;07;23","00;00;07;28","and"
"00;00;07;28","00;00;08;09","welcome"
"00;00;08;09","00;00;08;23","everyone"
"00;00;08;23","00;00;09;04","to the"
"00;00;09;04","00;00;09;14","Active"
"00;00;09;14","00;00;09;25","Inference"
"00;00;09;25","00;00;10;08","Lab."
"00;00;10;08","00;00;10;23","This is"
"00;00;10;23","00;00;11;09","Active"
"00;00;11;09","00;00;12;04","Lab"
"00;00;12;09","00;00;12;24","Livestream"
"00;00;12;24","00;00;13;02","number"
"00;00;13;02","00;00;14;17","28.2"
"00;00;14;17","00;00;14;26","on"
"00;00;14;26","00;00;16;06","September 14th."
"00;00;16;06","00;00;17;17","2021."
"00;00;17;17","00;00;18;00","And"
"00;00;18;00","00;00;18;08","we're"
"00;00;18;08","00;00;18;15","going"
"00;00;18;15","00;00;18;22","to be"
"00;00;18;22","00;00;19;05","having"
"00;00;19;05","00;00;19;28","our"
"00;00;19;28","00;00;20;16","two"
"00;00;20;16","00;00;20;28","follow"
"00;00;20;28","00;00;21;02","up"
"00;00;21;02","00;00;21;23","discussion"
"00;00;21;23","00;00;22;05","on"
"00;00;22;05","00;00;23;06","the paper"
"00;00;23;06","00;00;23;15","towards"
"00;00;23;15","00;00;23;17","a"
"00;00;23;17","00;00;24;11","computational"
"00;00;24;11","00;00;25;09","phenomenology"
"00;00;25;09","00;00;25;15","of"
"00;00;25;15","00;00;25;25","mental"
"00;00;25;25","00;00;26;22","action"
"00;00;26;25","00;00;27;11","modeling,"
"00;00;27;11","00;00;27;19","meta"
"00;00;27;19","00;00;28;04","awareness"
"00;00;28;04","00;00;28;07","and"
"00;00;28;07","00;00;28;21","attentional"
"00;00;28;21","00;00;29;04","control"
"00;00;29;04","00;00;29;09","with"
"00;00;29;09","00;00;29;19","deep"
"00;00;29;19","00;00;30;08","parametric"
"00;00;30;08","00;00;30;17","active"
"00;00;30;17","00;00;31;14","inference."
"00;00;32;12","00;00;32;24","Welcome"
"00;00;32;24","00;00;33;09","to the"
"00;00;33;09","00;00;33;16","Active"
"00;00;33;16","00;00;33;26","Inference"
"00;00;33;26","00;00;34;12","Lab."
"00;00;34;24","00;00;35;04","We are"
"00;00;35;04","00;00;35;29","participatory"
"00;00;35;29","00;00;36;12","online"
"00;00;36;12","00;00;36;27","lab."
"00;00;36;27","00;00;37;08","That means"
"00;00;37;08","00;00;37;11","you"
"00;00;37;11","00;00;37;15","can"
"00;00;37;15","00;00;38;17","participate."
"00;00;38;17","00;00;38;27","That is"
"00;00;38;27","00;00;39;24","communicating,"
"00;00;39;24","00;00;40;12","learning"
"00;00;40;12","00;00;40;18","and"
"00;00;40;18","00;00;41;14","practicing"
"00;00;41;14","00;00;41;24","applied"
"00;00;41;24","00;00;42;02","active"
"00;00;42;02","00;00;42;19","inference."
"00;00;42;19","00;00;42;24","You"
"00;00;42;24","00;00;42;27","can"
"00;00;42;27","00;00;43;13","find us"
"00;00;43;13","00;00;43;24","at the"
"00;00;43;24","00;00;44;09","links"
"00;00;44;09","00;00;44;22","here"
"00;00;44;22","00;00;45;03","on this"
"00;00;45;03","00;00;45;26","slide"
"00;00;46;16","00;00;47;16","this is recorded"
"00;00;47;16","00;00;47;26","at an"
"00;00;47;26","00;00;48;13","archived"
"00;00;48;13","00;00;48;20","live"
"00;00;48;20","00;00;49;02","stream."
"00;00;49;02","00;00;49;12","So"
"00;00;49;12","00;00;49;24","please"
"00;00;49;24","00;00;50;03","provide"
"00;00;50;03","00;00;50;07","us"
"00;00;50;07","00;00;50;24","with feedback"
"00;00;50;24","00;00;50;29","so"
"00;00;50;29","00;00;51;03","that"
"00;00;51;03","00;00;51;12","we can"
"00;00;51;12","00;00;51;17","be"
"00;00;51;17","00;00;52;03","improving"
"00;00;52;03","00;00;53;04","our work"
"00;00;53;18","00;00;53;24","all"
"00;00;53;24","00;00;54;13","backgrounds"
"00;00;54;13","00;00;54;19","and"
"00;00;54;19","00;00;55;08","perspectives"
"00;00;55;08","00;00;55;14","are"
"00;00;55;14","00;00;55;26","welcome"
"00;00;55;26","00;00;56;14","here."
"00;00;56;26","00;00;57;10","We'll be"
"00;00;57;10","00;00;57;23","following"
"00;00;57;23","00;00;58;03","good"
"00;00;58;03","00;00;58;18","etiquette"
"00;00;58;18","00;00;58;29","for"
"00;00;58;29","00;00;59;08","live"
"00;00;59;08","00;00;59;19","streams"
"00;00;59;19","00;01;00;02","and"
"00;01;00;02","00;01;00;10","see"
"00;01;00;10","00;01;00;13","who"
"00;01;00;13","00;01;00;20","joins"
"00;01;00;20","00;01;00;26","in"
"00;01;02;21","00;01;02;26","at"
"00;01;02;26","00;01;03;02","this"
"00;01;03;02","00;01;03;10","short"
"00;01;03;10","00;01;03;26","link."
"00;01;03;26","00;01;04;00","You"
"00;01;04;00","00;01;04;05","can"
"00;01;04;05","00;01;04;19","find"
"00;01;04;19","00;01;04;27","the"
"00;01;04;27","00;01;05;16","calendar"
"00;01;05;16","00;01;05;22","of"
"00;01;05;22","00;01;06;09","events"
"00;01;06;09","00;01;06;24","for"
"00;01;06;24","00;01;07;28","2021"
"00;01;07;28","00;01;08;06","as"
"00;01;08;06","00;01;08;14","well"
"00;01;08;14","00;01;09;12","as all"
"00;01;09;12","00;01;09;15","the"
"00;01;09;15","00;01;09;26","other"
"00;01;09;26","00;01;10;05","kinds"
"00;01;10;05","00;01;10;06","of"
"00;01;10;06","00;01;10;16","streams"
"00;01;10;16","00;01;10;19","that"
"00;01;10;19","00;01;11;16","we do"
"00;01;11;16","00;01;11;27","related"
"00;01;11;27","00;01;12;01","to"
"00;01;12;01","00;01;12;08","kind"
"00;01;12;08","00;01;12;09","of"
"00;01;12;09","00;01;12;19","wild"
"00;01;12;19","00;01;12;29","card"
"00;01;12;29","00;01;13;05","guest"
"00;01;13;05","00;01;14;06","streams"
"00;01;14;06","00;01;14;14","and"
"00;01;14;14","00;01;15;00","the more"
"00;01;15;00","00;01;15;19","technically"
"00;01;15;19","00;01;16;06","oriented"
"00;01;16;06","00;01;16;16","model"
"00;01;16;16","00;01;17;00","streams"
"00;01;17;00","00;01;17;03","and"
