"Start Time","End Time","Transcript"
"00;00;07;19","00;00;08;16","Hello, everybody,"
"00;00;08;16","00;00;09;09","and welcome"
"00;00;09;09","00;00;11;18","to the Active Inference Lab today."
"00;00;11;18","00;00;14;13","It's October 26th 2021,"
"00;00;15;01","00;00;16;22","and we're in active live"
"00;00;16;22","00;00;19;28","stream number 31.2."
"00;00;19;28","00;00;22;00","Welcome to the Active Lab."
"00;00;22;00","00;00;24;01","We are a participatory online lab"
"00;00;24;02","00;00;25;07","that is communicating,"
"00;00;25;07","00;00;27;00","learning and practicing"
"00;00;27;00","00;00;28;14","applied active inference."
"00;00;28;14","00;00;29;26","You can find us at the links"
"00;00;29;26","00;00;32;00","here on this slide."
"00;00;32;00","00;00;32;28","This is a recorded"
"00;00;32;28","00;00;34;11","and an archived live stream."
"00;00;34;11","00;00;36;00","So please provide us with feedback"
"00;00;36;00","00;00;38;17","so that we can improve our work."
"00;00;38;17","00;00;39;16","All backgrounds"
"00;00;39;16","00;00;41;21","and perspectives are welcome here"
"00;00;41;21","00;00;42;15","and we'll be following"
"00;00;42;15","00;00;45;23","good video etiquette for livestreams"
"00;00;45;23","00;00;47;25","we're here in our second discussion"
"00;00;48;04","00;00;50;05","group discussion for 31"
"00;00;50;05","00;00;51;12","towards the end of October."
"00;00;51;12","00;00;53;15","So also happy Halloween"
"00;00;53;15","00;00;55;23","and this is our jumping off"
"00;00;55;23","00;00;57;17","point to many ideas."
"00;00;57;17","00;00;59;05","So looking forward to this"
"00;00;59;05","00;01;01;03","cool discussion."
"00;01;01;05","00;01;03;29","The goal is going to be to learn"
"00;01;03;29","00;01;07;09","and discuss this paper by Patricia"
"00;01;07;09","00;01;08;25","Palacios and Mateo Colombo,"
"00;01;08;25","00;01;10;14","both of whom are with us today."
"00;01;10;14","00;01;12;07","So thanks so much to the authors"
"00;01;12;07","00;01;15;08","for joining and feel free to address"
"00;01;15;08","00;01;16;15","what you can while you're here"
"00;01;16;15","00;01;17;15","and then just leave"
"00;01;17;15","00;01;19;13","whatever works for you."
"00;01;19;13","00;01;22;20","And in this discussion we can take it"
"00;01;22;26","00;01;23;26","many different ways"
"00;01;23;26","00;01;25;08","because so many topics"
"00;01;25;08","00;01;26;11","came up in the dot"
"00;01;26;11","00;01;27;14","zero and dot one,"
"00;01;27;14","00;01;30;11","but we have all of the formalisms"
"00;01;30;11","00;01;31;12","some big questions,"
"00;01;31;12","00;01;32;03","a lot of topics"
"00;01;32;03","00;01;35;04","that we raised in the 31.1 video"
"00;01;35;04","00;01;35;19","as well."
"00;01;37;02","00;01;38;06","So we can begin with"
"00;01;38;06","00;01;39;29","an introduction and warm up section."
"00;01;39;29","00;01;42;00","We'll have the non authors"
"00;01;42;10","00;01;43;19","introduce themselves"
"00;01;43;19","00;01;44;28","and then just say Hello."
"00;01;44;28","00;01;46;24","And then we'll pass to the two authors,"
"00;01;46;24","00;01;48;01","both of whom are joining"
"00;01;48;01","00;01;49;28","for the first time to a stream."
"00;01;49;28","00;01;50;23","So again,"
"00;01;50;23","00;01;52;15","thanks for joining"
"00;01;52;15","00;01;55;01","and we look forward to the discussion"
"00;01;55;01","00;01;56;13","So I'm Daniel, I'm"
"00;01;56;13","00;01;58;23","a researcher in California."
"00;01;58;23","00;02;00;29","And to just add something"
"00;02;01;00","00;02;02;08","I'm excited about,"
"00;02;02;08","00;02;03;17","Mateo and I were just discussing"
"00;02;03;17","00;02;04;28","right before we started"
"00;02;04;28","00;02;07;04","some of the sociology"
"00;02;07;04","00;02;09;29","meets history and philosophy of science"
"00;02;11;17","00;02;12;19","and oh yeah, who could forget"
"00;02;12;19","00;02;14;11","about the actual topics themself"
"00;02;14;11","00;02;16;12","so there's just some cool intersections"
"00;02;16;12","00;02;18;13","that we'll be able to talk about"
"00;02;18;13","00;02;21;09","all pass it to Dave"
"00;02;22;00","00;02;24;00","Hi, I'm retired from"
"00;02;24;00","00;02;25;24","Information Technology."
"00;02;25;24","00;02;27;14","I'm in the cool"
"00;02;27;14","00;02;28;20","dry mountains"
"00;02;28;20","00;02;30;20","of the northern Philippines."
"00;02;30;20","00;02;32;11","And now that I don't have to work"
"00;02;32;11","00;02;33;19","for a living, I'm"
"00;02;33;19","00;02;34;23","getting really busy"
"00;02;34;23","00;02;36;07","on learning cybernetics,"
"00;02;36;07","00;02;37;11","which is one"
"00;02;37;11","00;02;39;11","of the things I did back in college"
"00;02;39;11","00;02;40;24","and having a great time"
"00;02;40;24","00;02;41;22","this fired up"
"00;02;41;22","00;02;44;08","about having a complexity weekend ramp"
"00;02;44;08","00;02;46;11","up starting tomorrow."
"00;02;47;11","00;02;47;29","So true."
"00;02;47;29","00;02;49;06","Stephen"
"00;02;52;15","00;02;52;26","we can't"
"00;02;52;26","00;02;54;12","hear you, Stephen, but you're unmuted,"
"00;02;54;12","00;02;57;21","so maybe your audio selection is odd,"
"00;02;58;09","00;02;59;24","but let's"
"00;03;00;17","00;03;01;27","welcome Stephen back."
"00;03;01;27","00;03;03;15","So figure it out"
"00;03;03;15","00;03;06;08","and let's go to Patricia first."
"00;03;06;08","00;03;07;13","Welcome and happy"
"00;03;07;13","00;03;10;24","to hear your introduction."
"00;03;10;24","00;03;11;07","Hello."
"00;03;11;07","00;03;11;15","Well,"
"00;03;11;15","00;03;13;18","thank you for the discussion"
"00;03;13;18","00;03;15;01","about the interest"
