"Start Time","End Time","Transcript"
"00;00;08;02","00;00;08;17","Hello"
"00;00;08;17","00;00;08;27","and"
"00;00;08;27","00;00;09;08","welcome"
"00;00;09;08","00;00;10;00","everyone"
"00;00;10;00","00;00;10;20","to act"
"00;00;10;20","00;00;10;23","in"
"00;00;10;23","00;00;11;06","five"
"00;00;11;06","00;00;11;14","live"
"00;00;11;14","00;00;11;26","stream"
"00;00;11;26","00;00;12;07","number"
"00;00;12;07","00;00;15;02","31.1."
"00;00;15;10","00;00;15;22","Yes,"
"00;00;15;22","00;00;16;05","we are"
"00;00;16;05","00;00;16;28","live"
"00;00;17;07","00;00;17;19","so"
"00;00;17;19","00;00;17;28","today"
"00;00;17;28","00;00;18;02","it's"
"00;00;18;02","00;00;20;08","October 19th 2021"
"00;00;20;22","00;00;21;03","and"
"00;00;21;03","00;00;21;07","we're"
"00;00;21;07","00;00;21;14","going"
"00;00;21;14","00;00;21;25","to be"
"00;00;21;25","00;00;22;05","having"
"00;00;22;05","00;00;22;07","a"
"00;00;22;07","00;00;22;24","discussion"
"00;00;22;24","00;00;23;07","on the"
"00;00;23;07","00;00;24;01","paper"
"00;00;24;02","00;00;24;11","non"
"00;00;24;11","00;00;24;28","equilibrium"
"00;00;24;28","00;00;25;25","thermodynamics"
"00;00;25;25","00;00;26;05","and"
"00;00;26;05","00;00;26;07","the"
"00;00;26;07","00;00;26;14","free"
"00;00;26;14","00;00;26;24","energy"
"00;00;26;24","00;00;27;08","principle"
"00;00;27;08","00;00;29;04","in biology."
"00;00;29;21","00;00;29;26","So"
"00;00;29;26","00;00;30;05","welcome"
"00;00;30;05","00;00;30;23","to the"
"00;00;30;23","00;00;31;00","Active"
"00;00;31;00","00;00;31;09","Inference"
"00;00;31;09","00;00;31;18","Lab"
"00;00;31;18","00;00;32;15","everyone."
"00;00;32;21","00;00;33;03","We are"
"00;00;33;03","00;00;33;05","a"
"00;00;33;05","00;00;34;03","participatory"
"00;00;34;03","00;00;34;18","online"
"00;00;34;18","00;00;35;05","lab"
"00;00;35;05","00;00;35;17","that is"
"00;00;35;17","00;00;36;15","communicating,"
"00;00;36;15","00;00;37;06","learning"
"00;00;37;06","00;00;37;10","and"
"00;00;37;10","00;00;38;04","practicing"
"00;00;38;04","00;00;38;19","applied"
"00;00;38;19","00;00;38;28","active"
"00;00;38;28","00;00;39;25","inference."
"00;00;39;25","00;00;39;29","You"
"00;00;39;29","00;00;40;03","can"
"00;00;40;03","00;00;40;16","find us"
"00;00;40;16","00;00;41;01","at the"
"00;00;41;01","00;00;41;16","links"
"00;00;41;16","00;00;41;23","here"
"00;00;41;23","00;00;41;29","on this"
"00;00;41;29","00;00;42;23","page."
"00;00;43;13","00;00;44;13","This is a recorded"
"00;00;44;13","00;00;44;18","and"
"00;00;44;18","00;00;45;11","an archived"
"00;00;45;11","00;00;45;19","live"
"00;00;45;19","00;00;46;07","stream."
"00;00;46;08","00;00;46;15","So"
"00;00;46;15","00;00;46;24","please"
"00;00;46;24","00;00;47;02","provide"
"00;00;47;02","00;00;47;05","us"
"00;00;47;05","00;00;47;23","with feedback"
"00;00;47;23","00;00;47;27","so"
"00;00;47;27","00;00;48;01","that"
"00;00;48;01","00;00;48;09","we can"
"00;00;48;09","00;00;48;22","improve"
"00;00;48;22","00;00;48;28","our"
"00;00;48;28","00;00;49;19","work."
"00;00;50;07","00;00;50;15","All"
"00;00;50;15","00;00;51;02","backgrounds"
"00;00;51;02","00;00;51;08","and"
"00;00;51;08","00;00;51;26","perspectives"
"00;00;51;26","00;00;52;03","are"
"00;00;52;03","00;00;52;15","welcome"
"00;00;52;15","00;00;53;08","here"
"00;00;53;08","00;00;53;16","and"
"00;00;53;16","00;00;53;20","we'll"
"00;00;53;20","00;00;53;23","be"
"00;00;53;23","00;00;54;10","following"
"00;00;54;10","00;00;54;21","good"
"00;00;54;21","00;00;55;01","video"
"00;00;55;01","00;00;55;26","etiquette"
"00;00;55;27","00;00;56;02","for"
"00;00;56;02","00;00;57;01","lectures."
"00;00;57;21","00;00;57;28","At"
"00;00;57;28","00;00;58;02","this"
"00;00;58;02","00;00;58;10","short"
"00;00;58;10","00;00;58;28","link,"
"00;00;59;00","00;00;59;16","you can see"
"00;00;59;16","00;01;00;06","the past"
"00;01;00;06","00;01;00;10","and"
"00;01;00;10","00;01;00;27","upcoming"
"00;01;00;27","00;01;01;05","live"
"00;01;01;05","00;01;01;24","streams."
"00;01;01;24","00;01;02;00","Here"
"00;01;02;00","00;01;02;09","we are"
"00;01;02;09","00;01;02;12","at"
"00;01;02;12","00;01;02;23","the end"
"00;01;02;23","00;01;02;26","of"
"00;01;02;26","00;01;04;16","October 2021"
"00;01;04;16","00;01;04;28","in"
"00;01;04;28","00;01;05;07","paper"
"00;01;05;07","00;01;05;13","number"
"00;01;05;13","00;01;06;19","31"
"00;01;06;19","00;01;07;01","and"
"00;01;07;01","00;01;07;08","today"
"00;01;07;08","00;01;07;11","we're"
"00;01;07;11","00;01;07;15","going"
"00;01;07;15","00;01;07;20","to be"
"00;01;07;20","00;01;07;28","having"
"00;01;07;28","00;01;08;03","an"
"00;01;08;03","00;01;08;19","awesome"
"00;01;08;19","00;01;08;27","group"
"00;01;08;27","00;01;09;23","discussion"
"00;01;09;23","00;01;09;27","and"
"00;01;09;27","00;01;10;05","then"
"00;01;10;05","00;01;10;20","next week"
"00;01;10;20","00;01;11;03","we hope"
"00;01;11;03","00;01;11;06","to"
"00;01;11;06","00;01;11;28","have"
"00;01;11;28","00;01;12;10","one"
"00;01;12;10","00;01;12;15","or"
"00;01;12;15","00;01;12;24","both"
"00;01;12;24","00;01;13;00","of the"
"00;01;13;00","00;01;13;16","authors"
"00;01;13;16","00;01;13;25","join"
"00;01;13;25","00;01;14;03","us."
"00;01;14;03","00;01;14;10","So"
"00;01;14;10","00;01;14;14","we'll"
"00;01;14;14","00;01;14;17","be"
"00;01;14;17","00;01;14;28","taking"
"00;01;14;28","00;01;15;06","a lot"
"00;01;15;06","00;01;15;21","of notes"
"00;01;15;21","00;01;16;16","today"
"00;01;16;16","00;01;17;11","and"
"00;01;17;11","00;01;17;21","bringing"
"00;01;17;21","00;01;17;27","up"
"00;01;17;27","00;01;18;06","good"
"00;01;18;06","00;01;18;15","things"
"00;01;18;15","00;01;18;22","to"
"00;01;18;22","00;01;19;01","talk"
"00;01;19;01","00;01;19;04","with"
"00;01;19;04","00;01;19;12","them"
"00;01;19;12","00;01;20;05","on."
"00;01;20;05","00;01;20;15","And"
"00;01;20;15","00;01;20;24","all of"
"00;01;20;24","00;01;21;02","these"
"00;01;21;02","00;01;21;13","are"
"00;01;21;13","00;01;22;15","participatory"
"00;01;22;15","00;01;22;23","live"
"00;01;22;23","00;01;23;04","streams."
"00;01;23;04","00;01;23;13","So"
"00;01;23;13","00;01;23;25","if you want to"
"00;01;23;25","00;01;24;11","join"
"00;01;24;11","00;01;24;27","or if"
"00;01;24;27","00;01;25;04","you want"
"00;01;25;04","00;01;25;07","to"
"00;01;25;07","00;01;25;29","co-organized"
"00;01;25;29","00;01;26;04","with"
"00;01;26;04","00;01;26;11","us,"
"00;01;26;11","00;01;26;25","just"
"00;01;26;25","00;01;27;05","let us"
"00;01;27;05","00;01;27;12","know."
"00;01;29;06","00;01;29;20","Today"
"00;01;29;20","00;01;30;05","in"
"00;01;30;05","00;01;31;25","31.1,"
"00;01;31;25","00;01;32;02","we're"
"00;01;32;02","00;01;32;07","just"
"00;01;32;07","00;01;32;12","going"
"00;01;32;12","00;01;32;21","to be"
"00;01;32;21","00;01;33;03","learning"
"00;01;33;03","00;01;33;10","and"
"00;01;33;10","00;01;33;27","discussing"
"00;01;33;27","00;01;34;04","this"
"00;01;34;04","00;01;34;16","paper"
"00;01;34;16","00;01;35;01","of"
"00;01;35;01","00;01;35;23","Palacios"
"00;01;35;23","00;01;37;12","and Colombo,"
"00;01;37;12","00;01;38;12","and"
"00;01;38;12","00;01;38;19","we're"
"00;01;38;19","00;01;39;12","just"
"00;01;39;21","00;01;40;02","putting"
"00;01;40;02","00;01;40;07","out"
"00;01;40;07","00;01;40;20","some"
"00;01;40;20","00;01;41;11","perspective,"
"00;01;41;11","00;01;41;20","giving"
"00;01;41;20","00;01;42;00","some"
"00;01;42;00","00;01;42;19","affordances"
"00;01;42;19","00;01;42;24","for"
"00;01;42;24","00;01;43;05","others"
"00;01;43;05","00;01;43;29","to join"
"00;01;43;29","00;01;45;20","in and"
"00;01;45;20","00;01;46;03","hopefully"
