"Speaker Name","Start Time","End Time","Transcript"
"Unknown","00;00;08;13","00;00;40;21","Hello, everyone. Welcome to Active Lab. Livestream number 24.0. Today is June 16th. 2021. And we're going to be talking about this paper in empirical evaluation of active inference in multi arm band. It's I'm Daniel and I'm here with Blue. Hi. Awesome. Welcome to the Active Inference Lab, everyone. We are a participatory online lab that is communicating, learning and practicing applied active inference."
"Unknown","00;00;41;01","00;01;06;09","You can find us at the links here on this page. This is a recorded in an archived live stream. So please provide us with feedback so that we can improve our work. All backgrounds and perspectives are welcome here and we'll be following good video etiquette for livestreams here. At the short link, you'll find all of the live streams and different series that we do in the communications unit of Active Lab."
"Unknown","00;01;06;26","00;01;48;05","And today we're going to be contextualizing the dot zero video for two upcoming discussions in the second half of June. 2021 on the 22nd and the 29th when we have discussion 24.1 and 24.2 on this paper and hopefully with the authors joining today in active livestream number 24.0, we're going to be trying to set some context and given introduction to the following paper in empirical evaluation of active inference in multi armed bandits by the authors listed here and the video is just an introduction to some of the ideas."
"Unknown","00;01;48;22","00;02;09;13","It's not a review or a final word. It's kind of like a three way intersection. We have people who are maybe within the active inference community and looking to be exposed to some different areas like Bayesian statistics or machine learning. The second road is those who are coming from Bayesian statistics or machine learning approaches and curious about active inference."
"Unknown","00;02;09;23","00;02;29;15","And then, of course, we hope that this will be exciting and interesting. Even if you're unfamiliar with active inference or machine learning, we'll hopefully try to connect it to some broader questions in behavior and decision making. More broadly, we're going to walk through the aims and claims of the paper, the abstract and the roadmap, covering a few big questions."
"Unknown","00;02;29;15","00;02;52;22","And then we're going to go through all the figures and some of the key formalisms of the paper so that whether you read the paper or not, you'll hopefully be in a good spot to ask questions and learn more. And of course, in the one and two in the coming weeks, we'll be discussing this same paper. So save and submit your questions and let us know if you'd like to participate or contribute in any way."
"Unknown","00;02;55;03","00;03;43;19","Here we are on the paper itself, which has a screenshot of the cover on this slide and all read the aims and claims and then Blue, you can give a first thought on what you thought were kind of cool pieces about what they aim for or plate in this paper. We provided an empirical comparison between Active Inference, a Bayesian information theoretic framework and two state of the art machine learning algorithms Bayesian upper confidence balance, UCB and optimistic Thompson sampling in stationary and non stationary stochastic multi armed bandits we introduced an approximate active inference algorithm for which our checks on the stationary band a problem showed that its performance closely follows that of the exact version,"
"Unknown","00;03;44;24","00;04;17;21","and hence we derive an active inference algorithm that is efficient and easily scalable to high dimensional problems. So what was cool about that, or what made you excited to make this dart zero? This paper was really awesome. It's it's shows how active inference can be used to solve problems that are sometimes computationally intractable and really pretty difficult. So I think that the authors did a great job of driving this active inference algorithm and proving that it's useful."
"Unknown","00;04;18;28","00;04;47;24","Agreed. And they did an awesome job bringing it analytically, like with equations in line, or at least being juxtaposed to other approaches in machine learning rather than appealing to a qualitative body, a theory which is also great. This is definitely one where the claims are specific and exact, and that's what we'll be following up on so the abstract, I'll read the first half and then you can go for the second half."
"Unknown","00;04;48;29","00;05;15;29","A key feature of sequential decision making under uncertainty is a need to balance between exploiting choosing the best action according to the current knowledge, and exploring obtaining information about values of other actions. The multi armband IT problem, a classical task that captures this trade off, served as a vehicle in machine learning for developing branded algorithms that proved to be useful in numerous industrial applications."
