key	relevance
Home&Garden>Landscaping	1.0
Hobbies&Interests>ContentProduction	0.8759934902191162
Technology&Computing>Computing>Internet>SocialNetworking	0.7329944372177124
Technology&Computing>ArtificialIntelligence	0.7045031189918518
Technology&Computing	0.6936250925064087
FineArt>DigitalArts	0.6782131791114807
FineArt>Design	0.6017450094223022
Science>Environment	0.4804193675518036
EventsAndAttractions>PoliticalEvent	0.4717068374156952
NewsAndPolitics>Politics>PoliticalIssues	0.39003196358680725
Home&Garden>OutdoorDecorating	0.28993740677833557
Science>Geography	0.28463080525398254
Technology&Computing>Computing>Internet>ITAndInternetSupport	0.2758808732032776
NewsAndPolitics>Politics	0.26602357625961304
Science	0.2597907781600952
BusinessAndFinance>Business>ExecutiveLeadership&Management	0.24098476767539978
BusinessAndFinance>Industries>InformationServicesIndustry	0.22043147683143616
FineArt	0.21883024275302887
Style&Fashion>BodyArt	0.21796433627605438
Hobbies&Interests>ParanormalPhenomena	0.2104674130678177
