docLabel	start	end	count	rank	text
3Symp_2_03	23802	2562992	5	0.08	active inference agents
3Symp_2_03	1170542	1200198	2	0.07	time active inference
3Symp_2_03	23252	25246	1	0.07	Synthetic Active inference agents
3Symp_2_03	23802	2756636	19	0.07	active inference
3Symp_2_03	1169830	1200198	2	0.07	branching time active inference
3Symp_2_03	750304	751366	1	0.07	active inference papers
3Symp_2_03	1741164	1742950	1	0.07	message passing algorithms
3Symp_2_03	2387858	2389730	1	0.07	grace model hierarchy models
3Symp_2_03	752128	753594	1	0.06	variational message passing
3Symp_2_03	2381836	2383590	1	0.06	different inference constraints
3Symp_2_03	364484	1988978	6	0.06	Bayesian inference
3Symp_2_03	1986796	1988978	1	0.06	actual variational Bayesian inference
3Symp_2_03	1369270	1985382	6	0.06	reactive message
3Symp_2_03	348240	2617276	29	0.06	message passing
3Symp_2_03	1167806	2554664	5	0.06	Sophisticated inference
