start	end	speaker	confidence	paragNum	paragWordCount	wordPos	text
8140	8304	A	0.99	1	1	1	And
8342	8556	A	0.98396	1	2	2	it's
8588	8736	A	1.0	1	3	3	a
8758	9424	A	0.99998	1	4	4	great
9622	10428	A	0.99521	1	5	5	segue
10524	11170	A	0.99993	1	6	6	from
11780	12396	A	0.61058	1	7	7	collective
12428	12892	A	0.99772	1	8	8	behavior
12956	13184	A	0.58868	1	9	9	in
13222	13644	A	0.99981	1	10	10	surprise
13692	14236	A	0.9992	1	11	11	minimizing
14268	14656	A	0.99943	1	12	12	agents
14758	15456	A	0.82	1	13	13	to
15638	16156	A	0.98693	1	14	14	collective
16188	16652	A	0.8716	1	15	15	behavior
16716	16896	A	0.99233	1	16	16	in
16918	17276	A	0.99966	1	17	17	surprise
17308	17884	A	0.74503	1	18	18	minimizing
17932	18528	A	0.99735	1	19	19	agents,
18694	18976	A	1.0	1	20	20	I
18998	19570	A	0.97366	1	21	21	guess.
19940	20352	A	0.99997	1	22	22	Welcome,
20406	21200	A	0.88659	1	23	23	Connor.
21700	22112	B	0.99887	1	24	24	Hey.
22166	22384	B	0.63907	1	25	25	Sorry,
22422	22528	B	0.98	1	26	26	I
22534	22656	B	0.99965	1	27	27	just
22678	22828	B	0.98063	1	28	28	turned
22844	22976	B	0.56081	1	29	29	on
22998	23136	B	0.99905	1	30	30	my
23158	23436	B	0.99954	1	31	31	audio,
23468	23616	B	0.99943	1	32	32	so
23638	23728	B	1.0	1	33	33	I
23734	23856	B	0.99997	1	34	34	just
23878	24064	B	0.99988	1	35	35	heard
24102	24256	B	1.0	1	36	36	the
24278	24848	B	0.9995	1	37	37	last
25014	25344	B	0.99959	1	38	38	thing
25382	25536	B	0.99406	1	39	39	you
25558	25984	B	0.74188	1	40	40	said.
26102	26432	B	0.89648	1	41	41	Yeah.
26486	26992	B	0.81443	2	1	42	Hey,
27126	27810	B	0.97432	2	2	43	welcome.
28420	28880	B	0.94186	2	3	44	Yes,
28950	29570	B	0.9901	2	4	45	thanks.
30060	30810	A	0.6376	2	5	46	Um,
31260	31636	A	0.99982	2	6	47	we're
31668	31864	A	0.99999	2	7	48	looking
31902	32104	A	0.99999	2	8	49	forward
32142	32296	A	1.0	2	9	50	to
32318	32552	A	0.99682	2	10	51	your
32606	33268	A	0.99781	2	11	52	presentation.
33364	33796	A	0.82745	2	12	53	Multi
33828	34312	A	0.63388	2	13	54	agent
34446	34916	A	0.99893	2	14	55	active
34948	35236	A	0.9319	2	15	56	inference
35268	35416	A	1.0	2	16	57	and
35438	36036	A	0.66645	2	17	58	multiscale
36068	36676	A	0.84617	2	18	59	alignment,
36788	37160	A	0.99981	2	19	60	current
37230	37860	A	0.9998	2	20	61	developments
37940	38184	A	0.97	2	21	62	and
38222	38788	A	0.99986	2	22	63	challenges.
38884	39192	A	0.99975	2	23	64	So
39246	39512	A	0.99996	2	24	65	feel
39566	39784	A	1.0	2	25	66	free
39822	40024	A	0.99	2	26	67	to
40062	40264	A	0.99999	2	27	68	share
40302	40456	A	0.99989	2	28	69	your
40478	40760	A	0.99994	2	29	70	screen
40830	41496	A	0.99892	2	30	71	or
41678	42196	A	0.76906	2	31	72	proceed
42228	42472	A	0.99999	2	32	73	however
42526	42744	A	0.99995	2	33	74	you
42782	43400	A	0.99605	2	34	75	prefer.
44060	44472	B	0.99791	3	1	76	Great,
44526	44804	B	0.76897	3	2	77	thanks.
44862	45132	B	0.99	3	3	78	And
45186	45404	B	0.99999	3	4	79	before
45442	45596	B	1.0	3	5	80	I
45618	46284	B	0.99978	3	6	81	start,
46482	46796	B	0.99931	3	7	82	because
46818	47016	B	0.98859	3	8	83	I've
47048	47196	B	0.99937	3	9	84	had
47218	47500	B	0.99998	3	10	85	issues
47570	48236	B	1.0	3	11	86	with
48418	48764	B	0.99997	3	12	87	my
48802	49384	B	0.99968	3	13	88	voice
49512	50104	B	0.84922	3	14	89	saturating,
50152	50316	B	0.99701	3	15	90	like
50338	50476	B	0.99999	3	16	91	my
50498	50904	B	0.95138	3	17	92	microphone
50952	51336	B	0.99549	3	18	93	saturating,
51368	51608	B	0.99522	3	19	94	how's
51624	51756	B	0.99999	3	20	95	my
51778	52056	B	1.0	3	21	96	audio?
52088	52236	B	0.99997	3	22	97	Is
52258	52396	B	0.99997	3	23	98	it
52418	52696	B	0.99965	3	24	99	clipping
52728	52876	B	0.9	3	25	100	at
52898	53036	B	0.99982	3	26	101	all?
53058	53196	B	0.92015	3	27	102	Or
53218	53356	B	0.93758	3	28	103	does
53378	53468	B	0.98867	3	29	104	this
53474	53692	B	0.9783	3	30	105	sound
53746	54444	B	0.999	3	31	106	okay?
54642	55016	A	0.99997	3	32	107	This
55058	55216	A	0.97624	3	33	108	is
55238	55376	A	0.99976	3	34	109	good
55398	55536	A	1.0	3	35	110	and
55558	55696	A	0.98595	3	36	111	I'm
55718	55952	A	0.99997	3	37	112	watching
56006	56704	A	0.97639	3	38	113	it.
56902	57408	B	0.69427	4	1	114	Okay,
57494	57888	B	0.99978	4	2	115	perfect.
57974	58224	B	0.9998	4	3	116	Thank
58262	58850	B	0.99538	4	4	117	you.
60980	61296	B	0.98	5	1	118	I
61318	61552	B	0.5713	5	2	119	will
61606	61824	B	0.99987	5	3	120	share
61862	62064	B	0.99981	5	4	121	my
62102	62690	B	0.85076	5	5	122	screen.
66020	66432	B	0.81954	6	1	123	Share
66486	66704	B	0.99714	6	2	124	this
66742	67328	B	0.95	6	3	125	one.
67494	67776	A	1.0	6	4	126	The
67798	67936	A	1.0	6	5	127	one
67958	68096	A	0.99994	6	6	128	thing
68118	68268	A	0.99494	6	7	129	I'll
