start	end	speaker	confidence	paragNum	paragWordCount	wordPos	text
19290	19358	A	0.86371	1	1	1	All
19364	19920	A	0.51176	1	2	2	right.
20930	21438	B	0.99995	1	3	3	Welcome,
21524	22202	B	0.95089	1	4	4	Mahault.
22346	22654	B	0.99994	1	5	5	This
22692	22846	B	0.99996	1	6	6	will
22868	23102	B	0.99999	1	7	7	be
23156	23760	B	0.94	1	8	8	the
24130	24830	B	0.99998	1	9	9	final
24980	25342	B	1.0	1	10	10	of
25396	26000	B	0.99	1	11	11	the
27650	28634	B	0.99955	1	12	12	presentation
28762	29514	B	0.99984	1	13	13	sessions
29642	29934	B	0.50985	1	14	14	in
29972	30222	B	1.0	1	15	15	the
30276	31338	B	0.99958	1	16	16	symposium.
31514	31854	B	0.99883	1	17	17	This
31892	32094	B	0.99994	1	18	18	is
32132	32394	B	0.55689	1	19	19	Mahault
32442	32778	B	0.09356	1	20	20	Abu
32794	33610	B	0.23292	1	21	21	Rasin
33770	34094	B	0.99995	1	22	22	with
34132	34430	B	1.0	1	23	23	the
34500	35178	B	0.99903	1	24	24	presentation
35274	35706	B	0.99886	1	25	25	shared
35738	36426	B	0.977	1	26	26	pretensions
36538	37054	B	0.99948	1	27	27	in
37172	37578	B	0.98837	1	28	28	active
37594	38218	B	0.71906	1	29	29	inference.
38314	38766	B	0.99502	1	30	30	So,
38868	39134	B	0.62675	1	31	31	thank
39172	39326	B	0.98	1	32	32	you,
39348	39994	B	0.88019	1	33	33	Mahault,
40122	40414	B	1.0	1	34	34	to
40452	41040	B	0.95	1	35	35	you.
42810	43510	B	0.76	2	1	36	And
43660	43938	B	0.9998	2	2	37	you're
43954	44086	B	1.0	2	3	38	the
44108	44246	B	1.0	2	4	39	first
44268	44454	B	1.0	2	5	40	to
44492	44754	B	0.99962	2	6	41	join
44802	44966	B	0.99997	2	7	42	with
44988	45174	B	0.99922	2	8	43	an
45212	46710	B	0.03953	2	9	44	Aiststute
47130	48070	B	0.68528	2	10	45	guardian.
50010	50758	A	0.99899	2	11	46	Awesome.
50924	51266	A	0.99274	2	12	47	Shall
51298	51446	A	1.0	2	13	48	I
51468	51654	A	0.99994	2	14	49	share
51692	51846	A	0.99965	2	15	50	my
51868	52342	A	0.86555	2	16	51	screen?
52476	53160	B	0.99692	2	17	52	Yes.
55150	55526	A	0.79353	2	18	53	Let'S
55558	56140	A	0.84265	2	19	54	do.
58030	58394	A	0.99682	3	1	55	Just
58432	58634	A	1.0	3	2	56	a
58672	58970	A	1.0	3	3	57	second.
59040	59286	A	0.99991	3	4	58	I'm
59318	59562	A	0.99978	3	5	59	looking
59616	59882	A	0.72141	3	6	60	for
59936	60154	A	1.0	3	7	61	a
60192	60970	A	0.99951	3	8	62	window.
61710	62026	A	0.97	3	9	63	I
62048	62282	A	0.9571	3	10	64	think
62336	62506	A	0.99999	3	11	65	this
62528	62714	A	0.99977	3	12	66	will
62752	63340	A	0.99993	3	13	67	do.
64830	65242	A	0.56127	3	14	68	Okay,
65296	65514	A	0.82989	3	15	69	so
65552	65706	A	0.99999	3	16	70	can
65728	65818	A	1.0	3	17	71	you
65824	65946	A	1.0	3	18	72	see
65968	66118	A	1.0	3	19	73	the
66144	66720	A	0.99967	3	20	74	screen?
67250	67710	B	0.99603	3	21	75	Yes.
67780	68014	B	0.9997	4	1	76	Looks
68052	68254	B	0.99967	4	2	77	good.
68292	68494	B	0.99999	4	3	78	Thank
68532	69214	B	1.0	4	4	79	you.
69412	69918	A	0.9999	4	5	80	Awesome.
70004	70638	A	0.999	4	6	81	So,
70804	71950	A	0.58953	4	7	82	unfortunately,
72450	73200	A	1.0	4	8	83	I
73650	74778	A	0.54741	4	9	84	imagine
74954	75486	A	0.54956	4	10	85	that
75588	75854	A	1.0	4	11	86	you
75892	76142	A	0.99929	4	12	87	are
76196	76800	A	0.99998	4	13	88	seeing
77250	77710	A	1.0	4	14	89	the
77780	78314	A	1.0	4	15	90	entire
78452	78754	A	0.74165	4	16	91	screen
78792	78946	A	1.0	4	17	92	and
78968	79154	A	0.99629	4	18	93	not
79192	79346	A	0.99992	4	19	94	just
79368	79506	A	0.54	4	20	95	the
79528	80014	A	0.99979	4	21	96	presentation.
80062	80178	A	1.0	4	22	97	I
80184	80574	A	0.79907	4	23	98	apologize
80622	80834	A	0.99987	4	24	99	about
80872	81266	A	0.98972	4	25	100	that.
81368	81586	B	0.83	5	1	101	I
81608	81698	B	0.99994	5	2	102	got
81704	82162	B	0.99	5	3	103	it.
82296	82606	B	0.98828	5	4	104	It's
82638	83054	B	0.56062	5	5	105	cropped.
83102	83266	B	1.0	5	6	106	I
83288	83426	B	0.99996	5	7	107	got
83448	83970	B	1.0	5	8	108	it.
84120	84530	A	0.97853	5	9	109	Okay,
84600	85102	A	0.98562	5	10	110	wonderful.
85166	85394	A	0.96622	5	11	111	Thank
85432	86020	A	1.0	5	12	112	you.
87510	87826	A	0.9977	6	1	113	All
87848	88370	A	0.99972	6	2	114	right,
88520	89220	A	0.99736	6	3	115	so
89990	90402	A	0.99995	6	4	116	welcome
90456	90626	A	1.0	6	5	117	to
90648	90738	A	1.0	6	6	118	the
90744	91418	A	0.61073	6	7	119	presentation
91534	91862	A	0.99462	6	8	120	on
91916	92274	A	0.88406	6	9	121	Shared
92322	92722	A	0.78876	6	10	122	Potential
92786	93014	A	0.99398	6	11	123	under
93052	93346	A	0.99582	6	12	124	Active
93378	93714	A	0.96535	6	13	125	Inference.
93762	93938	A	0.99934	6	14	126	We're
93954	94134	A	0.99972	6	15	127	going
94172	94422	A	0.95	6	16	128	to
94476	95030	A	0.99999	6	17	129	cover
95180	95446	A	1.0	6	18	130	a
95468	95606	A	0.99999	6	19	131	lot
95628	95766	A	1.0	6	20	132	of
95788	96550	A	0.9986	6	21	133	topics.
97370	97698	A	0.96377	6	22	134	Shall
97714	97846	A	0.79	6	23	135	I
97868	98226	A	0.99886	6	24	136	introduce
98258	98502	A	0.99998	6	25	137	myself
