start	end	paragNum	speaker	confidence	startTime	wordCount	text
10880	11430	1	A	0.53133	00:10	1	Right.
14640	15790	2	A	0.82	00:14	2	All right.
20680	61788	3	A	0.99934	00:20	83	For the next interval, we are in the section hosted by the Active Inference Institute on our recent paper, active Inference Institute and the Active Inference Ecosystem. So two short messages. First, if you're in the live chat, I'll post the link right now to the paper. And this can be more of like a conversational interval. So if you have any questions about the ecosystem or the institute or any of the stuff that we're talking about, let's make it a conversation.
61964	101970	4	A	1.0	01:01	93	And then second message. If there are any co authors on this paper who are listening to this stream, then message me on discord or post in the YouTube live chat or just check your calendar, and I expect some others to join in as we go. Welcome, Pablo. We'll be hearing in a little bit from you as a presenter. Is there anything that you want to just bring up or reflect on before I share the screen with the paper and we just walk through it, explore it and hear questions?
109140	114350	5	A	0.41531	01:49	2	It okay.
127500	143720	6	A	0.88299	02:07	41	I'll bring in the paper. And again, anyone watching live, please just feel free to write any questions, and I'm just going to bring it so that Pablo. You're not going to see the paper, but it's on the live stream.
146700	150850	7	A	0.55	02:26	3	All right, cool.
159090	209662	8	A	0.94042	02:39	95	Well, here we go. This is a paper that had an awesome co authorship and even broader circles beyond the listed co authors of collaboration and contribution. So just like everything that has happened and will happen in our work, it was massively participatory and a real learning by doing and a real enactment moment. The first version was released three days ago on Saturday, August 19, and I'll briefly just list all the authors. First, we had the institute as the first author so that the citation can always remain like institute et al.
209796	261280	9	A	0.96739	03:29	116	Institute, comma active Inference institute. And we also had Andrea Guire, John Boyk, Lieber Burian, matthew Brown, RJ Corday, scott David david S. Douglas, Pablo Fernandez Macchia, Daniel Friedman, holly Grimm, Avele Gwynen, carlo Maria, Louisa Ayenico, virginia Blue Knight, alexandra Mikhailova, Ali Ramju Adil Razi, jacob Smith, rene Tamari, dean Tickles and Alex Viakin. So this includes everyone from founders and officers and board of directors and formal participants on different projects and different roles as volunteers or facilitators or interns, and also people who are continuing to join the fun and show up and makes the institute in our field what it is and what it can be, what we want it to be.
264210	320900	10	A	0.99762	04:24	141	There's a table of contents for those who like to click through. And just broadly, there's going to be a preamble on active inference. But outside of the preamble, this paper is not conceptual, it is not technical, it is not philosophical, although perhaps it can be read in all of those ways, but it's quite a logistical, historical, and vision oriented position document. After getting some of the active inferences out of the way in the preamble. We're going to turn to the institute itself in terms of our vision, values, principles, and how we see moving through the challenges that we're facing right now onto the specific history of the institute, our current organization model in terms of our governance and leadership structure, as well as the institute units, the organizational units that support all the work we do.
321350	386162	11	A	0.59941	05:21	163	We then turn out to the community and ecosystem growth and development and go through some details of different roles that our stakeholders and participants in our space and some of the tools that we use today for managing information and message passing. We talk a little bit about our communications plan, internal and external, both sides of the blanket, and point towards some of the types of support, infrastructure and administration that we do and that we will offer for the active inference ecosystem. We frame that in terms of continual deployment, continual development and quality, performance and growth evaluations across multiple scales, close with some discussion and then provide an appendix that overviews a variety of the open source services that the Institute has provided over the past. So let's just jump in. I'm actually going to jump into the open source services first and overview them before we jump back up to the top and look at the big picture.
386306	414350	12	A	0.99983	06:26	84	Because this is really to appreciate the work of so many contributors who stepped up in the uncanny valley, in the gray zone, in the ecosystem, as it's forming, as it's always forming, and really made it happen. And so many people we know are out there scribbling or taking notes or printing out papers by Friston at all or struggling and asking questions, are there applications of this? How would this matter? Why would this matter? Is there a code version of this?
414420	436102	13	A	1.0	06:54	59	How do you connect the dots between these? Like, those are what we ask every day. And so when people can combine their regimes of attention into a synthetic intelligence outcome, then we go so far. So the first category of works that the Institute has developed are educational. We've done video live streams since the end of 2020.
436156	465390	14	A	0.99984	07:16	59	Till now, more than 370 live streams. All live streams are curated in terms of their transcript. And we increasingly are developing automated and semiautomated methods for transcription, translation, sub, captioning, language modeling and so on. We've had textbook groups actually. Now, as of now, we have three completed cohorts of the active inference textbook group, the 2022 textbook.
465970	516880	15	A	0.99999	07:45	134	We have two courses that are being offered that are produced by external content developers, and both of these have only started in the last three, four months. First is Chris Fields's, physics is Information Processing, and second is the work spearheaded by Avel and co organized with Kairos Research, active inference in the social sciences. Both of these are like awesome and great learning experiences, as we heard from earlier in the symposium. We're working with Sanjeev Namjoshi on his incredible textbook, although almost to call it a textbook is to either think more broadly about textbooks than one has or constrain what it really is that he's doing, because it's such a unique, real research development, full spectrum effort. So I'm really looking forward to seeing how this plays out in 2024.
517570	580322	16	A	0.99663	08:37	163	Until then, for those who want to get involved with the testing that we do and we've developed the Active Inference Ontology, which is a critical resource for the ecosystem. It enables us to center accessibility, rigor and applicability across languages and settings by knowing what it is that we're talking about when we talk about active inference. On the research side, we've also developed the Ontology in a research direction in terms of research on and about and with active inference itself. As far as software goes, our primary development, first off, has been the documentation and connecting the dots around some of these other incredible packages that others are developing. For example, just in this symposium, we've heard from some of the core developers and open source contributors to Pymdp, the Python package for generative modeling, as well as just a couple of minutes ago from Bert de Fryes and Dmitry Bagueev coming from the Julia language RX and FIR side.
580376	626690	17	A	0.96	09:40	135	And both of those are some of the leading packages for applying active inference. So we do a lot of work to connect those dots and make it more accessible. Not everybody is going to jump in with all 6ft to a programming language. And what we've done with Active Blockfriends, with the work of Jacob Smekal and others, is to wrap generative models from active inference inside of the complex systems modeling framework Catcat. We've developed notation interoperability systems that actually let us pull back one layer from the implementational details themselves, for example, of RX infer or of Pymdp, so that we can bring it halfway to where the ontology and the visualization and the natural language exists, and then use language models and other techniques to deploy it in an implementation fashion.
627030	692338	18	A	0.95264	10:27	145	We've developed a host of research publications. We support people in all of their different stages of their career, different seasons of life, and some really creative work has been directly produced through an institute project or somebody who knows may have gotten good ideas or good feedback just by hanging out, being in the game. And we performed literature metaanalyses to help grapple with the scope and the quantity and the quality of what is unfolding before our eyes or before our antenna. Again, even as we only so partially sample this ocean of information, we're active in standard setting and continue to develop our qualification standards for active inference that could be the basis of education, research and professional development. We provide a variety of mentorship and facilitation service type activities, including volunteer program, internship program, distributed facilitation, and applied active inference symposia.
692514	736946	19	A	0.9999	11:32	116	These activities, just as all others that we're describing above, are open source, and they're also open to your participation. So if you can follow some of those suggestions by JF time boxing and prioritize and pay attention and be active, all those fun things that he said, and you're looking to do it in a semi structured way with a volunteer program, or in a more structured way with the internship, then I heartily encourage people to get involved. Act now. And in terms of governance activity, we have a scientific advisory board as well as a board of directors. And together with the officers, those groups constitute the formal governance structure of the Institute.
736978	761278	20	A	0.9999	12:16	69	But there's also so much more to it, and we look forward to understanding what ecosystem governance can look like in the coming years. So welcome, Dean. I just summarized the work itself. That was the preamble. And now if you'd like to say hi, you or Pablo, before we jump into more sections of the paper or look at more questions that people have asked, how goes it?
761284	770420	21	A	0.99672	12:41	22	Or what was your experience of working with the paper? Or what brings you onto this strange stream at this opportune time?
773030	832438	22	B	0.99997	12:53	148	Basically why I'm here is because for the first time, even as an acting board member with the Institute, I was able to get a better sense of the kind of depth that we aspire to. And I'm not sure whether or not we are going to be I really don't know what directions we're going to be going in the next coming months, weeks, years, et cetera. But I have a better sense now, as a result of participating in this development exercise, of what the potential is than I probably had at any time. And I've been with the Active Inference Institute for a couple of years, so that's saying something. I think we had to get to this point to be able to write this document, and now it's acting as a bit of a springboard now which way we go and how we land.
832524	868110	23	B	0.73699	13:52	80	I'm not still certain about what that looks like, but I think that's part of what the really interesting thing is. We seem to have moved away from the dock, and now the real journey begins. So that's my take on it so far. Moving away from the dock, dock pushing off, using it as a springboard, continuing the adventure, leaving the preprint behind, continuing to version it as a living document and also wayfinding outside of the doc. Pablo.
874290	876270	24	A	0.99	14:34	8	Oh, wait, I don't hear you yet. Pablo.
878850	929666	25	C	0.99904	14:38	82	Sorry, I was mute. Hello. It was a great experience to go through the document and review it and reread it and thinking about it. Actually, it's a living document, which is super exciting, and I keep taking notes and hopefully act on it in the future. And it's been a super experience to find so many people with the same interest, same interest and some values that I really think are going to be the basis of organizations on the future.
929848	954890	26	C	0.99996	15:29	52	So I think we are doing something very cool here. Cool. All right, well, let's just walk through some of the sections in the 25 minutes that we have. Again, the paper is being shown on the stream, but Dean And probably don't see it. So we kicked off with a preamble.
955390	1011550	27	A	0.99932	15:55	137	We wanted to introduce active inference as briefly as we could and point towards the fundamental first principles and physics based nature of active inference and initially point towards its integrative capacity in principle. And then in the second paragraph, there's about 104 citations in this paragraph. And that's where it's really only a sampling of the domains, 21 domains here. So it's a place where we can point to where is active inference being applied, or how is active inference being applied, or how is it different or better than another approach in a given setting? Which isn't to say that it does everything in all settings for all people at all times and all of that, but this is to say that here's where one can look to find out more and even just building.
1011620	1024820	28	A	0.99996	16:51	34	This and bringing it all together. We see so many opportunities for epistemic resources in the ecosystem and having real time literature analyses and all these kinds of services that we want to provide.
1027750	1093734	29	A	0.77298	17:07	139	Starting on page five, we turn to the institute itself and we write as of August 2023, the Active Inference Institute is a registered nonprofit organization tasked with identifying, establishing, and managing the sustainable implementation of administrative and governance functions to give components of the active inference ecosystem coherent forms and reliable channels of communication. Two, publishing and licensing protocols that establish open and fair use and effective dissemination of community products within and beyond the ecosystem. Three, services at the scale of individual humans and the community at large so that stability is protected while risk and uncertainty are minimized within the ecosystem. And four, organization and operation of cyber and cognitive security systems that ensure productivity, inclusivity accessibility, and safety in discourse. In collaboration, figure one gives a graphical representation, just one of how we are now.
1093852	1117200	30	A	0.6	18:13	60	And for those who want to dig more, check out the 2022 Active Inference textbook where you'll also find a golden ring. And we kind of took that graphical motif and ran with it. Had a lot of fun and a lot of interpretations there. So just here looking at figure one, Dean or Pablo just want to add anything?
1121040	1122140	31	A	0.99714	18:41	2	Yeah, Dean.
1124400	1184610	32	B	0.98891	18:44	120	So one thing about the building of this document with a whole bunch of authors, it's often not made explicit, but there are two aspects to learning about yourself. One is to actually throw some stuff down on paper because you believe certain things need to be included. And then the second part is the consolidation process. And I think one of the most interesting consolidation processes was this graphic, because I think what it does is it tries to condense as much as possible and yet still remain coherent around what the relational aspects that we are trying to make available are, as opposed to, this is what we've captured. Now look what our graphic designer came up with.
1185160	1220428	33	B	0.99996	19:45	86	So if you've had a chance to kind of look at this and really analyze it and think about the layers and think about, okay, so what's the background here? What's the foreground? Does this representation allow for a swapping? Can we have things that appear to be background or fundamental basis stuff that could actually be things that we are addressing in the moment versus those things which we look at as particulars, that, in fact, are generalities? So, again, it's one of those things.
1220594	1258120	34	B	0.9	20:20	102	I don't know. Daniel probably knows whether it's a Where's Waldo's thing or some sort of artist that came up with some strange twist on things. But the bottom line is, spend a few minutes, have a look, because you'll want to go through your own building of what these relationships are, and you'll also want to be able to consolidate. I wasn't there when this representation was built, but I do know that I want to be able to both look at it, do a comparative analysis to what I think the Institute should be, and then be able to consolidate.
1260700	1288464	35	A	0.99998	21:00	82	Awesome. Yeah. Just a few notes on this and to give a visual overview, since it may be clearer to see this than go through the prose that essentially describes it as much later on. The golden ring represents the active inference ecosystem, and I think we could talk about golden rings for a long time to come. But coming in from the ecosystem on the bottom bottom for the reader, not from the other side of the table, are the projects.
1288512	1335464	36	A	1.0	21:28	118	And all the projects are participatory endeavors. They're happening behind, on, and in front of the golden ring, depending on how you look at it. And that is the appendix and all of those different projects that we talked about and all of the iterations and new threads that I know that we're going to see in an hour and I know that we're going to see in a month and in a year and in a century. And those projects are being supported through two units, kind of like a department, but an organizational unit, one centered on education and one centered on research. The education unit is called Educe, and the research unit is called Reinforce.
