docLabel	start	end	count	rank	text
3Symp_2_01	1633154	3411500	38	0.07	causal theory
3Symp_2_01	2822190	2823524	1	0.06	possible causal theories
3Symp_2_01	392772	3577120	5	0.06	other cognition actors
3Symp_2_01	1838514	3413976	3	0.06	causal rules
3Symp_2_01	348132	3577120	13	0.06	cognition actors
3Symp_2_01	1793654	1897036	2	0.05	other objects
3Symp_2_01	2637938	3455748	6	0.05	latent objects
3Symp_2_01	300748	301856	1	0.05	different cognition models
3Symp_2_01	1720622	2495900	2	0.05	unobserved objects
3Symp_2_01	1700038	2862336	2	0.05	latent object types
3Symp_2_01	1707168	1952014	2	0.05	hidden objects
3Symp_2_01	3435514	3437460	1	0.05	cognitive actors
3Symp_2_01	321870	323160	1	0.04	simple actors
3Symp_2_01	323520	324664	1	0.04	independent actors
3Symp_2_01	1341222	1399898	2	0.04	engineer cognition
