start	end	relevance	label
6010	35560	0.2477792501449585	Technology&Computing>ArtificialIntelligence
6010	35560	0.018323328346014023	Technology&Computing>Computing>DataStorageAndWarehousing
6010	35560	0.01451848540455103	Technology&Computing>Computing>ProgrammingLanguages
6010	35560	0.009184680879116058	Technology&Computing>Computing>ComputerSoftwareAndApplications>Databases
6010	35560	0.0024224526714533567	Technology&Computing>Computing
6010	35560	0.0022636251524090767	Technology&Computing>Robotics
6010	35560	0.0021656816825270653	Technology&Computing>Computing>Internet>Search
6010	35560	0.002062147716060281	Technology&Computing>Computing>Internet>CloudComputing
6010	35560	0.0013087921543046832	Technology&Computing>Computing>ComputerSoftwareAndApplications
6010	35560	0.0010553572792559862	Technology&Computing>Computing>Internet>InternetOfThings
36570	66830	0.7859576940536499	Technology&Computing>Computing>ComputerSoftwareAndApplications>WebConferencing
36570	66830	0.41483911871910095	Technology&Computing>Computing>ComputerSoftwareAndApplications>VideoSoftware
36570	66830	0.16567035019397736	Hobbies&Interests>ContentProduction>VideoProduction
36570	66830	0.015422857366502285	Technology&Computing>AugmentedReality
36570	66830	0.005051373038440943	Technology&Computing>ConsumerElectronics>HomeEntertainmentSystems
36570	66830	0.0037989465054124594	Careers>RemoteWorking
36570	66830	0.0034068417735397816	Technology&Computing>Computing>ComputerSoftwareAndApplications>DigitalAudio
36570	66830	0.0029060342349112034	Technology&Computing>VirtualReality
36570	66830	0.0025581391528248787	Technology&Computing>Computing>Internet>WebDesignAndHTML
36570	66830	0.0024141622707247734	Technology&Computing>Computing>ComputerSoftwareAndApplications>PhotoEditingSoftware
66990	98438	0.9957470297813416	Technology&Computing>Robotics
66990	98438	0.9406713247299194	Technology&Computing>ArtificialIntelligence
66990	98438	0.015750158578157425	Automotive>AutoType>DriverlessCars
66990	98438	0.006221133284270763	Technology&Computing
66990	98438	0.0032981231343001127	Home&Garden>SmartHome
66990	98438	0.003239270066842437	Automotive>AutoBodyStyles>Off-RoadVehicles
66990	98438	0.002808623481541872	Technology&Computing>Computing>Internet>InternetOfThings
66990	98438	0.002755623310804367	Hobbies&Interests>RadioControl
66990	98438	0.0025047340895980597	Technology&Computing>Computing
66990	98438	0.0024554221890866756	Shopping>Children'sGamesAndToys
98614	129650	0.9942704439163208	Technology&Computing>Robotics
98614	129650	0.019508274272084236	Technology&Computing>ArtificialIntelligence
98614	129650	0.004679634235799313	Automotive>AutoType>DriverlessCars
98614	129650	0.004268307238817215	Shopping>Children'sGamesAndToys
98614	129650	0.0024184470530599356	Hobbies&Interests>RadioControl
98614	129650	0.002315031597390771	Hobbies&Interests>ModelToys
98614	129650	0.0023133757058531046	Pets
98614	129650	0.0017342576757073402	Pets>Cats
98614	129650	0.001692753634415567	Pets>VeterinaryMedicine
98614	129650	0.001202036626636982	Home&Garden>HomeSecurity
129720	158494	0.9989370703697205	Technology&Computing>Robotics
129720	158494	0.026744863018393517	Technology&Computing>ArtificialIntelligence
129720	158494	0.004703001584857702	Automotive>AutoType>DriverlessCars
129720	158494	0.0032945103012025356	Shopping>Children'sGamesAndToys
129720	158494	0.0025726354215294123	Hobbies&Interests>Beekeeping
129720	158494	0.0021192743442952633	Automotive>AutoBodyStyles>Off-RoadVehicles
129720	158494	0.0015761804534122348	Hobbies&Interests>ModelToys
129720	158494	0.001169007970020175	Technology&Computing>Computing
129720	158494	0.0006699009099975228	Automotive>AutoType>ConceptCars
129720	158494	0.0005573669332079589	Technology&Computing>Computing>ComputerSoftwareAndApplications>OperatingSystems
158612	195302	0.0027100371662527323	Science>Physics
158612	195302	0.0022816022392362356	VideoGaming>VideoGameGenres>SimulationVideoGames
158612	195302	0.0009636061149649322	Automotive>AutoParts
158612	195302	0.0009229528368450701	Technology&Computing>Robotics
158612	195302	0.000891038856934756	NewsAndPolitics>Weather
158612	195302	0.0006862456793896854	Technology&Computing>Computing>ComputerSoftwareAndApplications>OperatingSystems
158612	195302	0.00042579241562634706	Technology&Computing>Computing
158612	195302	0.0003656342742033303	Science>SpaceAndAstronomy
158612	195302	0.00035205192398279905	Technology&Computing>Computing>ProgrammingLanguages
158612	195302	0.00031712607597000897	Technology&Computing>Computing>ComputerSoftwareAndApplications>3-DGraphics
195446	229490	0.043999094516038895	Technology&Computing>ArtificialIntelligence
195446	229490	0.006396288983523846	VideoGaming>VideoGameGenres>SimulationVideoGames
195446	229490	0.005832217168062925	Technology&Computing>Robotics
195446	229490	0.004488199483603239	Technology&Computing>Computing>DataStorageAndWarehousing
195446	229490	0.001856623450294137	Technology&Computing>Computing>ComputerSoftwareAndApplications>Databases
195446	229490	0.0014671051176264882	Technology&Computing>Computing>ProgrammingLanguages
195446	229490	0.0013413253473117948	Technology&Computing>Computing>Internet>CloudComputing
195446	229490	0.0012081066379323602	Technology&Computing>Computing
195446	229490	0.0006850906647741795	BusinessAndFinance>Economy>InterestRates
195446	229490	0.000651345239020884	Pets>VeterinaryMedicine
229650	268740	0.0061749909073114395	Technology&Computing>ArtificialIntelligence
229650	268740	0.00451160641387105	Technology&Computing>Computing>Internet>CloudComputing
229650	268740	0.004154264461249113	Technology&Computing>Computing>DataStorageAndWarehousing
229650	268740	0.002871790435165167	Technology&Computing>Computing>ComputerSoftwareAndApplications>Databases
229650	268740	0.001985122449696064	Technology&Computing>Robotics
229650	268740	0.0018046783516183496	Technology&Computing>Computing>ProgrammingLanguages
229650	268740	0.0005800728686153889	Technology&Computing>Computing
229650	268740	0.00039464313886128366	Technology&Computing>Computing>ComputerSoftwareAndApplications>3-DGraphics
229650	268740	0.00037267571315169334	Technology&Computing>Computing>ComputerSoftwareAndApplications>OperatingSystems
229650	268740	0.00023112865164875984	VideoGaming>VideoGameGenres>SimulationVideoGames
269350	302586	0.026581237092614174	Automotive>Motorcycles
269350	302586	0.025016192346811295	Technology&Computing>Robotics
269350	302586	0.02405271679162979	Technology&Computing>ArtificialIntelligence
269350	302586	0.01171370130032301	VideoGaming>VideoGameGenres>SimulationVideoGames
269350	302586	0.008288014680147171	Technology&Computing>Computing
269350	302586	0.007837401703000069	Automotive>Scooters
269350	302586	0.002681300276890397	Automotive>AutoBodyStyles>Microcar
269350	302586	0.002014866564422846	Technology&Computing>Computing>Internet>InternetOfThings
269350	302586	0.0017935289070010185	Sports>Cycling
269350	302586	0.0017361961072310805	Sports>AutoRacing>MotorcycleSports
302608	334440	0.004813814535737038	Science>BiologicalSciences
302608	334440	0.0036315585020929575	Science>Genetics
302608	334440	0.0014132895739749074	Science
302608	334440	0.0011329434346407652	Hobbies&Interests>Beekeeping
302608	334440	0.0011304374784231186	Pets>Birds
302608	334440	0.000673738366458565	BusinessAndFinance>Industries>Agriculture
302608	334440	0.0006252132006920874	BusinessAndFinance>Industries>BiotechAndBiomedicalIndustry
302608	334440	0.0005515557713806629	Science>Geology
302608	334440	0.0005328670958988369	Science>Chemistry
302608	334440	0.0003535959403961897	Shopping>FlowerShopping
335130	373474	0.004223453812301159	Technology&Computing>Computing>ComputerSoftwareAndApplications>Databases
335130	373474	0.00269208918325603	Technology&Computing>Computing>DataStorageAndWarehousing
335130	373474	0.0014941244153305888	Technology&Computing>Computing>ProgrammingLanguages
335130	373474	0.0013375626876950264	Technology&Computing>Computing>ComputerSoftwareAndApplications>3-DGraphics
335130	373474	0.0012909526703879237	Science>Physics
335130	373474	0.0008688548114150763	Science
335130	373474	0.00021083840692881495	Technology&Computing>ArtificialIntelligence
335130	373474	0.0001941720547620207	Technology&Computing>Computing
335130	373474	0.00018108506628777832	PersonalFinance>PersonalInvesting>Options
335130	373474	0.00015601048653479666	PersonalFinance>PersonalInvesting
373592	400714	0.28682491183280945	BusinessAndFinance>Economy>Commodities
373592	400714	0.001396794687025249	BusinessAndFinance>Economy
373592	400714	0.0006704422412440181	BusinessAndFinance>Business>BusinessOperations
373592	400714	0.0006584598449990153	PersonalFinance>PersonalTaxes
373592	400714	0.0005443035042844713	PersonalFinance>FrugalLiving
373592	400714	0.0004539912042673677	Shopping>HouseholdSupplies
373592	400714	0.0003466223715804517	PersonalFinance>PersonalInvesting>StocksAndBonds
373592	400714	0.00030324532417580485	BusinessAndFinance>Business>BusinessAccounting&Finance
373592	400714	0.0002477498783264309	BusinessAndFinance>Business>Logistics
373592	400714	0.0002453708730172366	Technology&Computing>Computing>ComputerSoftwareAndApplications>Databases
400912	438434	0.0007858430035412312	Technology&Computing>Computing>ComputerSoftwareAndApplications>Databases
400912	438434	0.0004468836705200374	Technology&Computing>Computing>ProgrammingLanguages
400912	438434	0.0003970919642597437	Technology&Computing>Computing>DataStorageAndWarehousing
400912	438434	0.00036062957951799035	Technology&Computing>Computing>ComputerSoftwareAndApplications>3-DGraphics
400912	438434	0.00025681930128484964	Science>Physics
400912	438434	0.00017162339645437896	Education>EducationalAssessment
400912	438434	0.00015101846656762064	Education>EducationalAssessment>StandardizedTesting
400912	438434	8.32218793220818e-05	Shopping>SalesAndPromotions
400912	438434	7.141336391214281e-05	Technology&Computing>Computing
400912	438434	6.450732325902209e-05	Automotive>AutoBodyStyles>Sedan
438562	474526	0.026502983644604683	Technology&Computing>Computing>ComputerSoftwareAndApplications>Databases
438562	474526	0.013021273538470268	Technology&Computing>Computing>DataStorageAndWarehousing
438562	474526	0.0041784681379795074	Technology&Computing>Computing>ComputerSoftwareAndApplications>3-DGraphics
438562	474526	0.004081247374415398	Technology&Computing>Computing>ProgrammingLanguages
438562	474526	0.001701589673757553	VideoGaming>VideoGameGenres>SimulationVideoGames
438562	474526	0.0005985418683849275	Technology&Computing>Computing
438562	474526	0.0005193756660446525	Science>Genetics
438562	474526	0.00039353579632006586	VideoGaming>VideoGameGenres>StrategyVideoGames
438562	474526	0.00034515251172706485	Technology&Computing>Computing>ComputerNetworking
438562	474526	0.00026939899544231594	Technology&Computing>Computing>ComputerSoftwareAndApplications>OperatingSystems
474718	503510	0.14865535497665405	Technology&Computing>Computing>ComputerSoftwareAndApplications>OperatingSystems
474718	503510	0.058514442294836044	Technology&Computing>Computing>ProgrammingLanguages
474718	503510	0.006975306198000908	Technology&Computing>Computing>ComputerSoftwareAndApplications>Databases
474718	503510	0.006501987110823393	Technology&Computing>Computing
474718	503510	0.00396669702604413	Technology&Computing>Computing>DataStorageAndWarehousing
474718	503510	0.002621288876980543	Technology&Computing>Computing>ComputerPeripherals
474718	503510	0.001183421816676855	Technology&Computing>Computing>ComputerNetworking
474718	503510	0.0006868849159218371	Technology&Computing>Computing>ComputerSoftwareAndApplications
474718	503510	0.000622503983322531	Technology&Computing>Computing>InformationAndNetworkSecurity
474718	503510	0.0002871507022064179	Automotive>AutoBodyStyles>Sedan
503680	530440	0.0006178509793244302	PersonalFinance>PersonalInvesting>Options
503680	530440	0.00047472870210185647	VideoGaming>VideoGameGenres>SimulationVideoGames
503680	530440	0.0004458140174392611	Technology&Computing>Computing>DataStorageAndWarehousing
503680	530440	0.00033571268431842327	Technology&Computing>Computing>ComputerSoftwareAndApplications>Databases
503680	530440	0.00029083664412610233	BusinessAndFinance>Economy>Commodities
503680	530440	0.00026006888947449625	Technology&Computing>Computing>ProgrammingLanguages
503680	530440	0.00023917938233353198	BusinessAndFinance>Business>BusinessOperations
503680	530440	0.00020274885173421353	PersonalFinance>PersonalInvesting
503680	530440	0.00019267028255853802	Shopping>SalesAndPromotions
503680	530440	0.00018938214634545147	PersonalFinance>FinancialPlanning
531290	572100	0.0009530731476843357	Technology&Computing>Computing>ComputerSoftwareAndApplications>Databases
531290	572100	0.0005843268008902669	Technology&Computing>Computing>ProgrammingLanguages
531290	572100	0.0004929105052724481	BusinessAndFinance>Economy>Commodities
531290	572100	0.00044753908878192306	Technology&Computing>Computing>DataStorageAndWarehousing
531290	572100	0.00026114325737580657	Shopping>SalesAndPromotions
531290	572100	0.0002400583034614101	Science>Physics
531290	572100	0.0001661051355767995	Science>Chemistry
531290	572100	0.0001546736602904275	VideoGaming>VideoGameGenres>SimulationVideoGames
531290	572100	0.00014498716336674988	Technology&Computing>Computing>ComputerSoftwareAndApplications>3-DGraphics
531290	572100	0.0001132392353611067	Automotive>AutoBodyStyles>Sedan
572550	602778	0.00423320522531867	Technology&Computing>Computing>ProgrammingLanguages
572550	602778	0.002209782600402832	Technology&Computing>Computing>ComputerSoftwareAndApplications>Databases
572550	602778	0.0004864735237788409	Technology&Computing>Computing>DataStorageAndWarehousing
572550	602778	0.0004390631220303476	BusinessAndFinance>Economy>Commodities
572550	602778	0.0003721571993082762	BusinessAndFinance>Economy>InterestRates
572550	602778	0.0003431052900850773	Science>Physics
572550	602778	0.00029679431463591754	PersonalFinance>PersonalInvesting>Options
572550	602778	0.0001872126158559695	VideoGaming>VideoGameGenres>SimulationVideoGames
572550	602778	0.00016675196820870042	Science>Genetics
572550	602778	0.00014717149315401912	Technology&Computing>Computing
602864	641862	0.0387849360704422	Technology&Computing>Computing>ComputerSoftwareAndApplications>Databases
602864	641862	0.03262898325920105	Technology&Computing>Computing>DataStorageAndWarehousing
602864	641862	0.008778760209679604	Technology&Computing>Computing>ProgrammingLanguages
602864	641862	0.006254223641008139	Technology&Computing>Computing
602864	641862	0.0015857703983783722	Technology&Computing>Computing>ComputerNetworking
602864	641862	0.0007891974528320134	VideoGaming>VideoGameGenres>SimulationVideoGames
602864	641862	0.0004521408409345895	Technology&Computing>Computing>ComputerSoftwareAndApplications>3-DGraphics
602864	641862	0.00041946969577111304	Technology&Computing>Computing>ComputerSoftwareAndApplications>OperatingSystems
602864	641862	0.0002232934784842655	Science>Physics
602864	641862	0.00017686888168100268	Education>EducationalAssessment
642006	683880	0.0014776608441025019	BusinessAndFinance>Economy>Commodities
642006	683880	0.0008505271980538964	NewsAndPolitics>Politics>PoliticalIssues
642006	683880	0.0005862645339220762	PersonalFinance>FinancialAssistance>GovernmentSupportAndWelfare
642006	683880	0.0005735802697017789	PersonalFinance>FrugalLiving
642006	683880	0.0004998117801733315	EventsAndAttractions>PoliticalEvent
642006	683880	0.00044896971667185426	BusinessAndFinance>Economy>JobMarket
642006	683880	0.00031696073710918427	HealthyLiving>Men'sHealth
642006	683880	0.00028420318267308176	BusinessAndFinance>Economy>GasolinePrices
642006	683880	0.00026469220756553113	Technology&Computing>ArtificialIntelligence
642006	683880	0.0002602385065983981	Hobbies&Interests>GamesAndPuzzles>RoleplayingGames
684650	720574	0.003873366629704833	Technology&Computing>ArtificialIntelligence
684650	720574	0.0016972810262814164	Science>Physics
684650	720574	0.0010272993240505457	MedicalHealth>DiseasesAndConditions>BrainAndNervousSystemDisorders
684650	720574	0.000683161080814898	Technology&Computing>Computing
684650	720574	0.0005761983338743448	Technology&Computing>VirtualReality
684650	720574	0.0004964557592757046	VideoGaming>VideoGameGenres>SimulationVideoGames
684650	720574	0.00046756441588513553	MedicalHealth>DiseasesAndConditions>EndocrineAndMetabolicDiseases>HormonalDisorders
684650	720574	0.00040478832670487463	Science>Genetics
684650	720574	0.00029820826603099704	Science
684650	720574	0.00026140306727029383	Technology&Computing>Robotics
720622	748874	0.08664193004369736	Technology&Computing>ArtificialIntelligence
720622	748874	0.0020122802816331387	Science
720622	748874	0.0018794629722833633	Technology&Computing>Computing
720622	748874	0.000544188660569489	Technology&Computing>Computing>ProgrammingLanguages
720622	748874	0.0003561332414392382	Science>Physics
720622	748874	0.0003487297217361629	Hobbies&Interests>ParanormalPhenomena
720622	748874	0.000293614313704893	MedicalHealth>DiseasesAndConditions>BrainAndNervousSystemDisorders
720622	748874	0.00023593977675773203	Technology&Computing>Computing>DataStorageAndWarehousing
720622	748874	0.0002288215036969632	FamilyAndRelationships>Parenting>ParentingChildrenAged4-11
720622	748874	0.00022736267419531941	Science>Genetics
748912	784050	0.015249323099851608	Science>Physics
748912	784050	0.0015047760680317879	Science>Chemistry
748912	784050	0.0005745339440181851	Technology&Computing>Computing>ComputerSoftwareAndApplications>3-DGraphics
748912	784050	0.00047036190517246723	BusinessAndFinance>Economy>Commodities
748912	784050	0.0003506830835249275	VideoGaming>VideoGameGenres>SimulationVideoGames
748912	784050	0.00035020214272662997	Technology&Computing>VirtualReality
748912	784050	0.00032917840871959925	NewsAndPolitics>Weather
748912	784050	0.0003228831337764859	Technology&Computing>Computing>ProgrammingLanguages
748912	784050	0.00027992125251330435	Technology&Computing>Robotics
748912	784050	0.0002696040610317141	Travel>TravelType>RailTravel
784130	814910	0.2148105502128601	Science>Physics
784130	814910	0.04243645817041397	Science>Chemistry
