"Start Time","End Time","Transcript"
"00;00;08;27","00;00;09;08","Hello,"
"00;00;09;08","00;00;10;09","everyone."
"00;00;10;09","00;00;10;25","Welcome."
"00;00;10;25","00;00;11;09","Thanks for"
"00;00;11;09","00;00;11;25","joining"
"00;00;11;25","00;00;12;13","active"
"00;00;12;13","00;00;13;05","lab."
"00;00;13;05","00;00;14;00","This is"
"00;00;14;00","00;00;14;09","live"
"00;00;14;09","00;00;14;23","stream"
"00;00;14;23","00;00;15;08","number"
"00;00;15;08","00;00;17;29","21.2,"
"00;00;18;15","00;00;18;20","I"
"00;00;18;20","00;00;19;11","think."
"00;00;19;16","00;00;20;04","And"
"00;00;20;04","00;00;20;11","this"
"00;00;20;11","00;00;20;21","is our"
"00;00;20;21","00;00;21;05","sixth"
"00;00;21;05","00;00;21;26","discussion"
"00;00;21;26","00;00;22;16","with John."
"00;00;22;16","00;00;23;00","The first"
"00;00;23;00","00;00;23;22","four"
"00;00;23;22","00;00;24;04","were"
"00;00;24;04","00;00;24;20","background"
"00;00;24;20","00;00;25;10","discussions"
"00;00;25;10","00;00;25;22","where"
"00;00;25;22","00;00;26;03","John"
"00;00;26;03","00;00;26;17","and I"
"00;00;26;17","00;00;26;26","worked"
"00;00;26;26","00;00;27;10","through"
"00;00;27;10","00;00;27;19","these"
"00;00;27;19","00;00;28;00","Jamba"
"00;00;28;00","00;00;28;26","boards"
"00;00;28;26","00;00;29;13","and"
"00;00;29;13","00;00;29;23","through"
"00;00;29;23","00;00;29;27","the"
"00;00;29;27","00;00;30;07","three"
"00;00;30;07","00;00;30;20","part"
"00;00;30;20","00;00;31;10","series"
"00;00;31;10","00;00;31;18","that"
"00;00;31;18","00;00;32;01","John"
"00;00;32;01","00;00;32;07","had"
"00;00;32;07","00;00;32;21","written,"
"00;00;32;21","00;00;33;05","Science"
"00;00;33;05","00;00;33;23","Driven"
"00;00;33;23","00;00;34;10","Societal"
"00;00;34;10","00;00;35;17","Transformation"
"00;00;35;17","00;00;36;03","and"
"00;00;36;03","00;00;36;17","now"
"00;00;36;17","00;00;36;24","here"
"00;00;36;24","00;00;37;05","we are"
"00;00;37;05","00;00;38;07","today"
"00;00;38;07","00;00;38;19","on"
"00;00;38;19","00;00;39;09","May 11th,"
"00;00;39;09","00;00;40;08","20, 21"
"00;00;40;08","00;00;40;23","in our"
"00;00;40;23","00;00;41;19","second"
"00;00;41;19","00;00;42;13","participatory"
"00;00;42;13","00;00;42;24","group"
"00;00;42;24","00;00;43;13","discussion."
"00;00;43;13","00;00;43;19","So"
"00;00;43;19","00;00;43;27","this is"
"00;00;43;27","00;00;44;00","going"
"00;00;44;00","00;00;44;16","to be"
"00;00;44;16","00;00;44;23","an"
"00;00;44;23","00;00;45;16","unpacking"
"00;00;45;16","00;00;46;01","and an"
"00;00;46;01","00;00;47;04","extension"
"00;00;47;04","00;00;47;17","and an"
"00;00;47;17","00;00;48;08","opportunity"
"00;00;48;08","00;00;48;26","to"
"00;00;48;26","00;00;49;05","share"
"00;00;49;05","00;00;49;28","perspectives"
"00;00;49;28","00;00;50;07","and"
"00;00;50;07","00;00;50;15","asked"
"00;00;50;15","00;00;50;29","John"
"00;00;50;29","00;00;51;28","questions."
"00;00;51;28","00;00;52;06","So"
"00;00;52;06","00;00;52;16","thanks"
"00;00;52;16","00;00;53;11","to all"
"00;00;53;11","00;00;53;22","who"
"00;00;53;22","00;00;53;28","have"
"00;00;53;28","00;00;54;08","joined"
"00;00;54;08","00;00;54;20","live"
"00;00;54;20","00;00;54;25","and"
"00;00;54;25","00;00;55;05","who will"
"00;00;55;05","00;00;55;09","be"
"00;00;55;09","00;00;55;18","joining"
"00;00;55;18","00;00;56;12","live."
"00;00;56;14","00;00;56;27","And"
"00;00;56;27","00;00;57;06","also"
"00;00;57;06","00;00;57;10","if"
"00;00;57;10","00;00;57;13","you're"
"00;00;57;13","00;00;58;05","watching"
"00;00;58;05","00;00;58;11","on"
"00;00;58;11","00;00;59;00","YouTube,"
"00;00;59;00","00;00;59;07","feel"
"00;00;59;07","00;00;59;13","free"
"00;00;59;13","00;00;59;22","to"
"00;00;59;22","00;00;59;28","leave"
"00;00;59;28","00;01;00;14","a question"
"00;01;00;14","00;01;01;00","in the chat"
"00;01;01;00","00;01;01;08","and"
"00;01;01;08","00;01;01;24","we will"
"00;01;01;24","00;01;02;07","relay"
"00;01;02;07","00;01;02;14","that"
"00;01;02;14","00;01;02;18","to"
"00;01;02;18","00;01;03;04","you."
"00;01;03;20","00;01;03;25","So"
"00;01;03;25","00;01;03;28","we're"
"00;01;03;28","00;01;04;03","just"
"00;01;04;03","00;01;04;07","going"
"00;01;04;07","00;01;04;15","to go"
"00;01;04;15","00;01;05;01","around"
"00;01;05;01","00;01;05;24","with a"
"00;01;05;24","00;01;06;03","quick"
"00;01;06;03","00;01;06;13","round"
"00;01;06;13","00;01;06;16","of"
"00;01;06;16","00;01;07;06","introductions."
"00;01;07;06","00;01;07;22","Maybe"
"00;01;07;22","00;01;08;06","each of us"
"00;01;08;06","00;01;08;10","could"
"00;01;08;10","00;01;08;16","just"
"00;01;08;16","00;01;08;26","say"
"00;01;08;26","00;01;09;11","hello"
"00;01;09;11","00;01;09;21","and"
"00;01;09;21","00;01;10;15","something"
"00;01;10;15","00;01;11;01","that"
"00;01;11;01","00;01;11;05","they're"
"00;01;11;05","00;01;11;15","thinking"
"00;01;11;15","00;01;11;25","of or"
"00;01;11;25","00;01;12;03","something"
"00;01;12;03","00;01;12;08","that"
"00;01;12;08","00;01;12;11","they're"
"00;01;12;11","00;01;12;22","excited"
"00;01;12;22","00;01;12;25","to"
"00;01;12;25","00;01;13;03","talk"
"00;01;13;03","00;01;14;11","about today."
"00;01;14;11","00;01;14;17","And"
"00;01;14;17","00;01;14;28","then"
"00;01;14;28","00;01;15;28","we will"
"00;01;15;28","00;01;16;08","pass"
"00;01;16;08","00;01;16;15","back"
"00;01;16;15","00;01;16;29","to"
"00;01;16;29","00;01;17;11","John"
"00;01;17;11","00;01;17;15","and"
"00;01;17;15","00;01;17;22","just"
"00;01;17;22","00;01;18;02","start"
"00;01;18;02","00;01;18;16","off on"
"00;01;18;16","00;01;18;24","this"
"00;01;18;24","00;01;19;03","road"
"00;01;19;03","00;01;19;24","together."
"00;01;19;24","00;01;20;17","So I'm"
"00;01;20;17","00;01;21;06","Daniel"
"00;01;21;06","00;01;21;17","and"
"00;01;21;17","00;01;21;23","I'm in"
"00;01;21;23","00;01;23;01","California."
"00;01;23;01","00;01;23;10","I will"
"00;01;23;10","00;01;23;25","pass"
"00;01;23;25","00;01;24;20","to Lee"
"00;01;26;29","00;01;27;23","I"
"00;01;27;23","00;01;27;29","am"
"00;01;27;29","00;01;28;09","Lee."
"00;01;28;09","00;01;28;28","I'm in"
"00;01;28;28","00;01;29;06","I'm in"
"00;01;29;06","00;01;29;14","London"
"00;01;29;14","00;01;30;03","at the minute."
"00;01;30;03","00;01;30;19","And"
"00;01;30;19","00;01;30;29","although"
"00;01;30;29","00;01;31;10","I'm a"
"00;01;31;12","00;01;31;18","Ph.D."
"00;01;31;18","00;01;32;01","researcher"
"00;01;32;01","00;01;32;05","at the"
"00;01;32;05","00;01;32;17","University"
"00;01;32;17","00;01;32;20","of"
"00;01;32;20","00;01;33;11","York,"
"00;01;33;24","00;01;34;08","John,"
"00;01;34;08","00;01;34;23","I'm"
"00;01;34;23","00;01;35;04","today,"
"00;01;35;04","00;01;35;08","I'm"
"00;01;35;08","00;01;35;22","interested"
"00;01;35;22","00;01;36;02","to"
"00;01;36;02","00;01;36;12","talk"
"00;01;36;12","00;01;37;07","about"
"00;01;37;20","00;01;38;08","maybe"
"00;01;38;12","00;01;38;24","minimum"
"00;01;38;24","00;01;39;21","viable"
"00;01;39;21","00;01;40;21","prototypes"
