docLabel	sp	myTime	myTimeDisplay	myTimeSRT
AIFSS-06L	A	4770	00:04	00:00:04,766
AIFSS-06L	A	1405960	23:25	00:23:25,268
AIFSS-06L	A	1630850	27:10	00:27:10,469
AIFSS-06L	A	2917970	48:37	00:48:37,630
AIFSS-06L	A	3256090	54:16	00:54:16,933
AIFSS-06L	A	3622230	1:00:22	01:00:22,320
AIFSS-06L	A	3833460	1:03:53	01:03:53,164
AIFSS-06L	A	3880400	1:04:40	01:04:40,573
AIFSS-06L	A	3980852	1:06:20	01:06:20,458
AIFSS-06L	A	4044500	1:07:24	01:07:24,034
AIFSS-06L	A	4190030	1:09:50	01:09:50,369
AIFSS-06L	A	4440850	1:14:00	01:14:00,578
AIFSS-06L	A	4530688	1:15:30	01:15:30,416
AIFSS-06L	A	4874900	1:21:14	01:21:14,149
AIFSS-06L	A	4912480	1:21:52	01:21:52,187
AIFSS-06L	A	5046540	1:24:06	01:24:06,303
AIFSS-06L	A	5700650	1:35:00	01:35:00,891
AIFSS-06L	A	6031670	1:40:31	01:40:31,192
AIFSS-06L	A	6064224	1:41:04	01:41:04,219
AIFSS-06L	B	57378	00:57	00:00:57,832
AIFSS-06L	B	1454434	24:14	00:24:14,311
AIFSS-06L	B	1656890	27:36	00:27:36,495
AIFSS-06L	B	2939850	48:59	00:48:59,652
AIFSS-06L	B	3283756	54:43	00:54:43,960
AIFSS-06L	B	3718312	1:01:58	01:01:58,132
AIFSS-06L	B	3909240	1:05:09	01:05:09,802
AIFSS-06L	B	4121610	1:08:41	01:08:41,745
AIFSS-06L	B	4245970	1:10:45	01:10:45,869
AIFSS-06L	B	4463750	1:14:23	01:14:23,807
AIFSS-06L	B	4584620	1:16:24	01:16:24,895
AIFSS-06L	B	4900940	1:21:40	01:21:40,175
AIFSS-06L	B	4966400	1:22:46	01:22:46,235
AIFSS-06L	B	5101502	1:25:01	01:25:01,352
AIFSS-06L	B	5873972	1:37:53	01:37:53,052
AIFSS-06L	B	6043110	1:40:43	01:40:43,204
AIFSS-06L	C	3842870	1:04:02	01:04:02,198
AIFSS-06L	C	4010840	1:06:50	01:06:50,757
AIFSS-06L	C	4961832	1:22:41	01:22:41,230
