key	relevance
MedicalHealth>DiseasesAndConditions>BrainAndNervousSystemDisorders	1.0
Science>Physics	0.1411762535572052
MedicalHealth>DiseasesAndConditions>EyeAndVisionConditions	0.10105409473180771
Technology&Computing>ArtificialIntelligence	0.06652648001909256
Science>BiologicalSciences	0.06040392816066742
Science>Chemistry	0.04943856596946716
Technology&Computing>Computing>ComputerNetworking	0.04903535917401314
Science>Geology	0.0341477207839489
MedicalHealth>DiseasesAndConditions>SleepDisorders	0.026702381670475006
MedicalHealth>DiseasesAndConditions>MentalHealth	0.024253830313682556
Science	0.02338503487408161
HealthyLiving>Wellness>AlternativeMedicine>HolisticHealth	0.022619737312197685
HealthyLiving>Wellness>AlternativeMedicine	0.021969785913825035
MusicAndAudio	0.02143191173672676
Technology&Computing>Computing>DataStorageAndWarehousing	0.02071721851825714
NewsAndPolitics>Weather	0.01835164800286293
Hobbies&Interests>ParanormalPhenomena	0.015593407675623894
Technology&Computing>VirtualReality	0.015383019112050533
MusicAndAudio>Inspirational/NewAgeMusic	0.015349064022302628
Science>SpaceAndAstronomy	0.013961461372673512
