start	end	sentNum	speaker	confidence	wordPosSent	wordPosDoc	text
810	926	1	A	0.38	1	1	All
948	1134	1	A	0.99898	2	2	right,
1172	1594	1	A	0.97753	3	3	greetings
1642	2286	1	A	0.99996	4	4	everyone.
2468	2814	2	A	1.0	1	5	It
2852	3438	2	A	0.99978	2	6	is
3604	4202	2	A	1.0	3	7	September
4266	4650	2	A	0.56	4	8	9,
4730	5822	2	A	0.95	5	9	2022.
5876	6106	3	A	0.9922	1	10	It's
6138	6286	3	A	1.0	2	11	the
6308	6794	3	A	0.49	3	12	15th
6842	7322	3	A	0.55834	4	13	meeting
7386	7662	3	A	1.0	5	14	for
7716	8314	3	A	0.66087	6	15	Cohort
8362	8960	3	A	1.0	7	16	one
9490	9950	3	A	1.0	8	17	and
10020	10254	3	A	0.99991	9	18	we
10292	10830	3	A	0.99963	10	19	are
10980	11594	3	A	0.66606	11	20	discussing
11642	11946	3	A	0.99933	12	21	chapter
11978	12318	3	A	0.53	13	22	six.
12404	12666	4	A	0.69381	1	23	We're
12698	12846	4	A	0.99776	2	24	in
12868	13054	4	A	0.65	3	25	the
13092	13294	4	A	1.0	4	26	first
13332	13486	4	A	1.0	5	27	of
13508	13790	4	A	1.0	6	28	two
13860	14442	4	A	0.99992	7	29	discussions
14506	14974	4	A	0.99992	8	30	on
15092	15562	4	A	0.40321	9	31	chapter
15626	16240	4	A	1.0	10	32	six
16610	16926	4	A	1.0	11	33	of
16948	17086	4	A	0.88	12	34	the
17108	17870	4	A	0.54362	13	35	textbook.
19410	19738	5	A	0.99904	1	36	We're
19754	19934	5	A	0.99443	2	37	going
19972	20078	5	A	1.0	3	38	to
20084	20206	5	A	0.99996	4	39	go
20228	20366	5	A	0.96	5	40	to
20388	20910	5	A	0.61	6	41	the
21060	21854	5	A	0.99901	7	42	questions
22052	22510	5	A	0.98957	8	43	page
22580	22766	5	A	1.0	9	44	and
22788	23022	5	A	0.99984	10	45	start
23076	23630	5	A	0.65874	11	46	there
23780	24142	5	A	0.9997	12	47	where
24196	24366	5	A	0.99973	13	48	we
24388	24574	5	A	0.99947	14	49	have
24612	25030	5	A	0.99	15	50	one
25140	25606	5	A	0.73133	16	51	question
25708	25926	5	A	0.76	17	52	that
25948	26134	5	A	0.70861	18	53	we
26172	26626	5	A	0.88902	19	54	explored
26658	26758	5	A	1.0	20	55	a
26764	27222	5	A	0.99805	21	56	bit
27356	27750	5	A	0.99975	22	57	last
27820	28534	5	A	1.0	23	58	week
28732	29046	5	A	0.99985	24	59	in
29068	29350	5	A	0.85291	25	60	our
29420	29798	5	A	0.97969	26	61	welcome
29884	30614	5	A	0.99989	27	62	back.
30812	31126	6	A	1.0	1	63	And
31148	31382	6	A	0.82452	2	64	then
31436	31746	6	A	0.98595	3	65	there's
31778	31878	6	A	1.0	4	66	at
31884	32054	6	A	0.9998	5	67	least
32092	32342	6	A	0.53	6	68	one
32396	32854	6	A	0.9999	7	69	question
32972	33554	6	A	0.83343	8	70	prepared,
33602	33814	6	A	1.0	9	71	but
33852	34102	6	A	0.99994	10	72	anyone
34156	34326	6	A	0.99997	11	73	is
34348	34582	6	A	0.99803	12	74	welcome
34636	34806	6	A	1.0	13	75	to
34828	35062	6	A	0.99982	14	76	add
35116	35382	6	A	1.0	15	77	more
35436	35750	6	A	0.99995	16	78	questions
35820	36438	6	A	0.67905	17	79	here
36604	36982	6	A	0.55151	18	80	while
37036	37410	6	A	0.9805	19	81	we
37500	37850	6	A	0.9984	20	82	turn
37920	38298	6	A	1.0	21	83	first
38384	38730	6	A	1.0	22	84	to
38800	39034	6	A	1.0	23	85	this
39072	39370	6	A	0.99986	24	86	question.
39440	39626	7	A	0.98922	1	87	What
39648	39786	7	A	0.91667	2	88	are
39808	39946	7	A	1.0	3	89	the
39968	40250	7	A	1.0	4	90	four
40320	40966	7	A	0.98169	5	91	steps
41078	41258	7	A	0.99734	6	92	in
41264	41434	7	A	0.59	7	93	the
41472	41846	7	A	0.85517	8	94	recipe
41878	42074	7	A	0.99	9	95	to
42112	42454	7	A	0.99981	10	96	construct
42502	42666	7	A	1.0	11	97	an
42688	42998	7	A	0.99839	12	98	active
43014	43414	7	A	0.84524	13	99	inference
43462	44060	7	A	0.99981	14	100	model?
53740	54200	8	A	0.99	1	101	And
54270	54456	8	A	0.99985	2	102	can
54478	54616	8	A	0.99995	3	103	we
54638	54776	8	A	0.99989	4	104	make
54798	55456	8	A	0.71925	5	105	templates
55588	55932	8	A	0.66	6	106	that
55986	57020	8	A	0.96974	7	107	facilitate
57360	57868	8	A	0.99997	8	108	people
57954	58344	8	A	0.99487	9	109	walking
58392	58748	8	A	0.99947	10	110	through
58834	59036	8	A	0.99997	11	111	some
59058	59148	8	A	1.0	12	112	of
59154	59324	8	A	0.61884	13	113	these
59362	60060	8	A	0.55492	14	114	stages?
70940	71256	9	A	0.99907	1	115	How
71278	71464	9	A	0.99989	2	116	much
71502	71752	9	A	0.99933	3	117	model
71806	72168	9	A	0.81586	4	118	building
72254	72504	9	A	0.9993	5	119	do
72542	72840	9	A	0.9999	6	120	people
72910	73444	9	A	0.99971	7	121	prefer
73572	73816	9	A	1.0	8	122	to
73838	74024	9	A	0.99985	9	123	be
74062	74516	9	A	0.99707	10	124	engaged
