start	end	speaker	confidence	paragNum	paragWordCount	wordPos	text
810	926	A	0.38	1	1	1	All
948	1134	A	0.99898	1	2	2	right,
1172	1594	A	0.97753	1	3	3	greetings
1642	2286	A	0.99996	1	4	4	everyone.
2468	2814	A	1.0	1	5	5	It
2852	3438	A	0.99978	1	6	6	is
3604	4202	A	1.0	1	7	7	September
4266	4650	A	0.56	1	8	8	9,
4730	5822	A	0.95	1	9	9	2022.
5876	6106	A	0.9922	1	10	10	It's
6138	6286	A	1.0	1	11	11	the
6308	6794	A	0.49	1	12	12	15th
6842	7322	A	0.55834	1	13	13	meeting
7386	7662	A	1.0	1	14	14	for
7716	8314	A	0.66087	1	15	15	Cohort
8362	8960	A	1.0	1	16	16	one
9490	9950	A	1.0	1	17	17	and
10020	10254	A	0.99991	1	18	18	we
10292	10830	A	0.99963	1	19	19	are
10980	11594	A	0.66606	1	20	20	discussing
11642	11946	A	0.99933	1	21	21	chapter
11978	12318	A	0.53	1	22	22	six.
12404	12666	A	0.69381	1	23	23	We're
12698	12846	A	0.99776	1	24	24	in
12868	13054	A	0.65	1	25	25	the
13092	13294	A	1.0	1	26	26	first
13332	13486	A	1.0	1	27	27	of
13508	13790	A	1.0	1	28	28	two
13860	14442	A	0.99992	1	29	29	discussions
14506	14974	A	0.99992	1	30	30	on
15092	15562	A	0.40321	1	31	31	chapter
15626	16240	A	1.0	1	32	32	six
16610	16926	A	1.0	1	33	33	of
16948	17086	A	0.88	1	34	34	the
17108	17870	A	0.54362	1	35	35	textbook.
19410	19738	A	0.99904	1	36	36	We're
19754	19934	A	0.99443	1	37	37	going
19972	20078	A	1.0	1	38	38	to
20084	20206	A	0.99996	1	39	39	go
20228	20366	A	0.96	1	40	40	to
20388	20910	A	0.61	1	41	41	the
21060	21854	A	0.99901	1	42	42	questions
22052	22510	A	0.98957	1	43	43	page
22580	22766	A	1.0	1	44	44	and
22788	23022	A	0.99984	1	45	45	start
23076	23630	A	0.65874	1	46	46	there
23780	24142	A	0.9997	1	47	47	where
24196	24366	A	0.99973	1	48	48	we
24388	24574	A	0.99947	1	49	49	have
24612	25030	A	0.99	1	50	50	one
25140	25606	A	0.73133	1	51	51	question
25708	25926	A	0.76	1	52	52	that
25948	26134	A	0.70861	1	53	53	we
26172	26626	A	0.88902	1	54	54	explored
26658	26758	A	1.0	1	55	55	a
26764	27222	A	0.99805	1	56	56	bit
27356	27750	A	0.99975	1	57	57	last
27820	28534	A	1.0	1	58	58	week
28732	29046	A	0.99985	1	59	59	in
29068	29350	A	0.85291	1	60	60	our
29420	29798	A	0.97969	1	61	61	welcome
29884	30614	A	0.99989	1	62	62	back.
30812	31126	A	1.0	2	1	63	And
31148	31382	A	0.82452	2	2	64	then
31436	31746	A	0.98595	2	3	65	there's
31778	31878	A	1.0	2	4	66	at
31884	32054	A	0.9998	2	5	67	least
32092	32342	A	0.53	2	6	68	one
32396	32854	A	0.9999	2	7	69	question
32972	33554	A	0.83343	2	8	70	prepared,
33602	33814	A	1.0	2	9	71	but
33852	34102	A	0.99994	2	10	72	anyone
34156	34326	A	0.99997	2	11	73	is
34348	34582	A	0.99803	2	12	74	welcome
34636	34806	A	1.0	2	13	75	to
34828	35062	A	0.99982	2	14	76	add
35116	35382	A	1.0	2	15	77	more
35436	35750	A	0.99995	2	16	78	questions
35820	36438	A	0.67905	2	17	79	here
36604	36982	A	0.55151	2	18	80	while
37036	37410	A	0.9805	2	19	81	we
37500	37850	A	0.9984	2	20	82	turn
37920	38298	A	1.0	2	21	83	first
38384	38730	A	1.0	2	22	84	to
38800	39034	A	1.0	2	23	85	this
39072	39370	A	0.99986	2	24	86	question.
39440	39626	A	0.98922	2	25	87	What
39648	39786	A	0.91667	2	26	88	are
39808	39946	A	1.0	2	27	89	the
39968	40250	A	1.0	2	28	90	four
40320	40966	A	0.98169	2	29	91	steps
41078	41258	A	0.99734	2	30	92	in
41264	41434	A	0.59	2	31	93	the
41472	41846	A	0.85517	2	32	94	recipe
41878	42074	A	0.99	2	33	95	to
42112	42454	A	0.99981	2	34	96	construct
42502	42666	A	1.0	2	35	97	an
42688	42998	A	0.99839	2	36	98	active
43014	43414	A	0.84524	2	37	99	inference
43462	44060	A	0.99981	2	38	100	model?
53740	54200	A	0.99	3	1	101	And
54270	54456	A	0.99985	3	2	102	can
54478	54616	A	0.99995	3	3	103	we
54638	54776	A	0.99989	3	4	104	make
54798	55456	A	0.71925	3	5	105	templates
55588	55932	A	0.66	3	6	106	that
55986	57020	A	0.96974	3	7	107	facilitate
57360	57868	A	0.99997	3	8	108	people
57954	58344	A	0.99487	3	9	109	walking
58392	58748	A	0.99947	3	10	110	through
58834	59036	A	0.99997	3	11	111	some
59058	59148	A	1.0	3	12	112	of
59154	59324	A	0.61884	3	13	113	these
59362	60060	A	0.55492	3	14	114	stages?
70940	71256	A	0.99907	4	1	115	How
71278	71464	A	0.99989	4	2	116	much
71502	71752	A	0.99933	4	3	117	model
71806	72168	A	0.81586	4	4	118	building
72254	72504	A	0.9993	4	5	119	do
72542	72840	A	0.9999	4	6	120	people
72910	73444	A	0.99971	4	7	121	prefer
73572	73816	A	1.0	4	8	122	to
73838	74024	A	0.99985	4	9	123	be
74062	74516	A	0.99707	4	10	124	engaged
74548	75130	A	0.98686	4	11	125	in
75500	75912	A	0.95278	4	12	126	in
75966	76472	A	1.0	4	13	127	this
76606	76996	A	0.97946	4	14	128	section
77028	77176	A	1.0	4	15	129	of
77198	77288	A	1.0	4	16	130	the
77294	77732	A	0.93121	4	17	131	textbook
77796	78410	A	0.9991	4	18	132	group?
79260	79624	A	0.77932	4	19	133	Do
79662	79864	A	0.99991	4	20	134	people
79902	80056	A	0.96561	4	21	135	want
80078	80216	A	1.0	4	22	136	to
80238	80520	A	0.99974	4	23	137	have
80590	80920	A	1.0	4	24	138	one
80990	81224	A	0.94	4	25	139	or
81262	81850	A	0.96	4	26	140	more
82480	82892	A	0.99996	4	27	141	model
82946	83116	A	0.56	4	28	142	that
83138	83416	A	0.63907	4	29	143	they're
83448	83912	A	0.84186	4	30	144	personally
83976	84940	A	0.99933	4	31	145	developing?
86480	86796	A	0.98807	4	32	146	Do
86818	86956	A	0.99999	4	33	147	they
86978	87164	A	1.0	4	34	148	want
87202	87404	A	1.0	4	35	149	those
87442	87596	A	1.0	4	36	150	to
87618	88190	A	0.99994	4	37	151	be
91440	92264	A	0.6607	4	38	152	scaffolded
92312	92476	A	0.7588	4	39	153	in
92498	92636	A	1.0	4	40	154	a
92658	92984	A	0.99996	4	41	155	shared
93032	93340	A	0.99999	4	42	156	page
93410	93596	A	1.0	4	43	157	to
93618	93948	A	1.0	4	44	158	help
94034	94552	A	0.99993	4	45	159	increment
94616	95016	A	0.99986	4	46	160	models
95048	95292	A	0.86965	4	47	161	along
95346	95480	A	1.0	4	48	162	and
95490	95664	A	0.96286	4	49	163	see
95702	95948	A	0.9989	4	50	164	models
95964	96048	A	0.73	4	51	165	at
96054	96176	A	0.99994	4	52	166	different
96198	96572	A	0.91226	4	53	167	stages?
96636	96864	A	0.9559	4	54	168	Yeah,
96902	97164	A	0.98643	4	55	169	Brock
97212	97328	A	1.0	4	56	170	and
97334	97552	A	0.99553	4	57	171	anyone
97606	98210	A	1.0	4	58	172	else?
99940	100396	B	0.99633	4	59	173	It's
100428	100624	B	0.94	4	60	174	the
100662	101056	B	0.99999	4	61	175	same
101158	101472	B	0.99997	4	62	176	problem
101526	101792	B	0.84798	4	63	177	as,
101846	102352	B	0.57917	4	64	178	like,
102486	102784	B	0.53	4	65	179	the
102822	103024	B	1.0	4	66	180	first
103062	103216	B	1.0	4	67	181	half
103238	103376	B	0.99	4	68	182	of
103398	103488	B	0.98	4	69	183	the
103494	103964	B	0.85524	4	70	184	textbook
104012	104272	B	0.99997	4	71	185	without
104326	105196	B	0.84038	4	72	186	math.
105388	105708	C	0.99796	5	1	187	It'S
105724	105856	C	0.99922	5	2	188	not
105878	105968	C	0.98751	5	3	189	going
105974	106048	C	1.0	5	4	190	to
106054	106224	C	0.99999	5	5	191	go
106262	106850	C	0.99976	5	6	192	well.
107320	107636	B	0.99	5	7	193	This
107658	107892	B	0.95	5	8	194	half
107946	108212	B	0.99999	5	9	195	without
108266	109220	B	0.80684	5	10	196	modeling,
111080	111408	B	0.99863	5	11	197	it's
111424	111508	B	0.98141	5	12	198	going
111514	111588	B	1.0	5	13	199	to
111594	111764	B	0.99979	5	14	200	be
111802	112052	B	0.99864	5	15	201	quite
112106	112468	B	0.99997	5	16	202	difficult,
112554	112756	B	1.0	5	17	203	I
112778	113108	B	0.99772	5	18	204	think.
113194	113830	B	0.97545	5	19	205	So
114680	114996	B	0.67	5	20	206	I
115018	115156	B	0.99931	5	21	207	think
115178	115316	B	0.99991	5	22	208	we
115338	115524	B	0.99998	5	23	209	should
115562	115908	B	0.99988	5	24	210	just
115994	116630	B	0.99998	5	25	211	get
117320	117684	B	1.0	5	26	212	that
117722	117828	B	0.99103	5	27	213	out
117834	117908	B	1.0	5	28	214	of
117914	117988	B	1.0	5	29	215	the
117994	118116	B	0.99999	5	30	216	way
118138	118710	B	0.88	5	31	217	that
119400	119728	B	0.99987	5	32	218	it's
119744	119828	B	0.99997	5	33	219	not
119834	120004	B	0.9985	5	34	220	about
120042	120196	B	1.0	5	35	221	whether
120218	120308	B	1.0	5	36	222	you
