docLabel	start	end	count	rank	text
cFPIP-04L	597610	598786	1	0.06	quantum reference frames
cFPIP-04L	667710	669194	2	0.06	quantum reference frames
cFPIP-04L	718516	720270	3	0.06	quantum reference frames
cFPIP-04L	2703452	2705280	4	0.06	quantum reference frames
cFPIP-04L	1130072	1131026	1	0.06	classical channel
cFPIP-04L	1133212	1134070	2	0.06	classical channel
cFPIP-04L	1196032	1197306	3	0.06	classical channel
cFPIP-04L	1737904	1738730	4	0.06	classical channel
cFPIP-04L	1773628	1774760	5	0.06	classical channel
cFPIP-04L	2122172	2122902	6	0.06	classical channel
cFPIP-04L	2509318	2510100	7	0.06	classical channel
cFPIP-04L	2532622	2533400	8	0.06	classical channel
cFPIP-04L	512896	513866	1	0.06	classical information
cFPIP-04L	1033832	1034738	2	0.06	classical information
cFPIP-04L	397932	399202	1	0.06	classical communication
cFPIP-04L	1099536	1101290	2	0.06	classical communication
cFPIP-04L	1104080	1105526	3	0.06	classical communication
cFPIP-04L	1158212	1159322	4	0.06	classical communication
cFPIP-04L	1165956	1167210	5	0.06	classical communication
cFPIP-04L	1257264	1258442	6	0.06	classical communication
cFPIP-04L	1272202	1273758	7	0.06	classical communication
cFPIP-04L	1638406	1640086	8	0.06	classical communication
cFPIP-04L	1702132	1703658	9	0.06	classical communication
cFPIP-04L	1713486	1714702	10	0.06	classical communication
cFPIP-04L	1782716	1784250	11	0.06	classical communication
cFPIP-04L	1830642	1831890	12	0.06	classical communication
cFPIP-04L	1864824	1866158	13	0.06	classical communication
cFPIP-04L	3034152	3036450	14	0.06	classical communication
cFPIP-04L	41450	43410	1	0.06	quantum information theory
cFPIP-04L	208176	209430	1	0.06	quantum processes
cFPIP-04L	2679246	2681172	1	0.06	quantum channels
cFPIP-04L	3826322	3827096	2	0.06	quantum channels
cFPIP-04L	41450	42534	1	0.06	quantum information
cFPIP-04L	150482	151382	2	0.06	quantum information
cFPIP-04L	2913318	2914128	3	0.06	quantum information
cFPIP-04L	2915098	2915908	4	0.06	quantum information
cFPIP-04L	3052528	3053258	5	0.06	quantum information
cFPIP-04L	1864824	1866610	1	0.06	classical communication front
cFPIP-04L	1622012	1623938	1	0.06	classical probability theory
cFPIP-04L	2561800	2563296	1	0.06	quantum communication
cFPIP-04L	2913318	2914792	1	0.06	quantum information science
cFPIP-04L	2915098	2916630	1	0.06	quantum information security
cFPIP-04L	2843000	2844300	1	0.06	time measurements
cFPIP-04L	2478894	2480360	1	0.05	quantum security system
