docLabel	start	end	count	rank	text
cFPIP-04L	597610	2705280	4	0.06	quantum reference frames
cFPIP-04L	1130072	2533400	8	0.06	classical channel
cFPIP-04L	512896	1034738	2	0.06	classical information
cFPIP-04L	397932	3036450	14	0.06	classical communication
cFPIP-04L	41450	43410	1	0.06	quantum information theory
cFPIP-04L	208176	209430	1	0.06	quantum processes
cFPIP-04L	2679246	3827096	2	0.06	quantum channels
cFPIP-04L	41450	3053258	5	0.06	quantum information
cFPIP-04L	1864824	1866610	1	0.06	classical communication front
cFPIP-04L	1622012	1623938	1	0.06	classical probability theory
cFPIP-04L	2561800	2563296	1	0.06	quantum communication
cFPIP-04L	2913318	2914792	1	0.06	quantum information science
cFPIP-04L	2915098	2916630	1	0.06	quantum information security
cFPIP-04L	2843000	2844300	1	0.06	time measurements
cFPIP-04L	2478894	2480360	1	0.05	quantum security system
