start	end	speaker	confidence	paragNum	paragWordCount	wordPos	text
4230	4780	A	0.61	1	1	1	You.
7390	7802	B	0.76166	2	1	2	Hello
7856	8026	B	1.0	2	2	3	and
8048	8474	B	0.96473	2	3	4	welcome,
8592	9306	B	0.99999	2	4	5	everyone.
9488	9786	B	1.0	2	5	6	This
9808	9994	B	0.99998	2	6	7	is
10032	10422	B	0.99577	2	7	8	physics.
10486	10666	B	0.99764	2	8	9	As
10688	11066	B	0.99896	2	9	10	information
11168	11862	B	0.99995	2	10	11	processing
11926	12374	B	0.67019	2	11	12	session
12422	12874	B	1.0	2	12	13	four
12992	13322	B	1.0	2	13	14	on
13376	14022	B	0.99951	2	14	15	communicating
14086	14806	B	0.99848	2	15	16	observers.
14918	15350	B	0.64155	2	16	17	It's
15430	15626	B	1.0	2	17	18	the
15648	15978	B	1.0	2	18	19	10
15984	16374	B	1.0	2	19	20	August
16422	17740	B	1.0	2	20	21	2023.
18110	18710	B	0.99775	2	21	22	Chris
18790	19082	B	0.99999	2	22	23	looking
19136	19402	B	0.99997	2	23	24	forward
19456	19626	B	1.0	2	24	25	to
19648	19882	B	0.99999	2	25	26	this
19936	20390	B	0.70226	2	26	27	lecture.
20470	20714	B	0.59	3	1	28	Off
20752	20954	B	0.78	3	2	29	to
20992	21580	B	1.0	3	3	30	you.
23470	23786	A	0.99997	3	4	31	Thank
23808	23994	A	0.63	3	5	32	you,
24032	24550	A	0.97944	3	6	33	Daniel,
24630	25114	A	1.0	3	7	34	and
25232	25610	A	0.74095	3	8	35	welcome
25680	25866	A	1.0	3	9	36	to
25888	26074	A	0.99999	3	10	37	this
26112	26810	A	0.99983	3	11	38	session.
27310	27674	A	0.99987	3	12	39	As
27712	28054	A	0.99781	3	13	40	Daniel
28102	28314	A	0.99991	3	14	41	said,
28352	28506	A	0.70423	3	15	42	this
28528	28666	A	0.9972	3	16	43	is
28688	28898	A	0.87	3	17	44	about
28944	29202	A	0.57	3	18	45	out
29256	29934	A	0.863	3	19	46	communicating
29982	30734	A	0.95545	3	20	47	observers.
