"Speaker Name","Start Time","End Time","Transcript"
"Speaker 1","00;00;08;27","00;00;43;13","Hello, everyone. Welcome. Thanks for joining active lab. This is live stream number 21.2, I think. And this is our sixth discussion with John. The first four were background discussions where John and I worked through these Jamba boards and through the three part series that John had written, Science Driven Societal Transformation and now here we are today on May 11th, 20, 21 in our second participatory group discussion."
"Speaker 1","00;00;43;13","00;01;07;05","So this is going to be an unpacking and an extension and an opportunity to share perspectives and asked John questions. So thanks to all who have joined live and who will be joining live. And also if you're watching on YouTube, feel free to leave a question in the chat and we will relay that to you. So we're just going to go around with a quick round of introductions."
"Speaker 1","00;01;07;05","00;01;24;20","Maybe each of us could just say hello and something that they're thinking of or something that they're excited to talk about today. And then we will pass back to John and just start off on this road together. So I'm Daniel and I'm in California. I will pass to Lee."
"Speaker 2","00;01;26;29","00;01;54;02","I am Lee. I'm in I'm in London at the minute. And although I'm a Ph.D. researcher at the University of York, John, I'm today, I'm interested to talk about maybe minimum viable prototypes for one of the clubs and also a little bit around the metaphor of the super organism as well. If we have time and I'll pass to Scott, Scott I think."
"Speaker 3","00;01;55;09","00;02;27;13","Thank you. My name is Scott David. I'm at the University of Washington Applied Physics Lab, where I'm the director of the Information Risk and Synthetic Intelligence Research Initiative. Delighted to be here today. And I'm also very, very interested in chatting about the scale scale independent variables and how the interventions at one scale can help to alter system performances at other scales."
"Speaker 3","00;02;27;13","00;02;34;20","Do the fractal nature of some of the affordances we're talking about be of great interest? To me, and I'll pass it to Dave."
"Speaker 2","00;02;35;23","00;03;03;28","Dave Douglas, I'm in the Philippines, 120 miles north of Manila, where it's cool because the Mile High City and I just came across the answer to a question What is the state in the parcels and particles paper? Dr. Frist and says a state is a particle so yes it really, really is monads not only all the way up but all the way down to and who's left."
"Speaker 2","00;03;03;28","00;03;06;11","Daniel, you've already we already know you."
"Speaker 1","00;03;07;10","00;03;11;04","We'll go to we'll go to John. Thanks for the spicy introduction."
"Speaker 4","00;03;11;04","00;03;50;17","Dave John Boik mean, Daniel, if you go to sir set to slide one, add this this series, this these numerous talks are on the topic of science driven societal transformation. That's the title of a three part series that I recently published in the journal Sustainability Part one is Worldview. Part two is motivation and strategy and part 33 is design and looking at societal transformation through a particular lens in this series."
"Speaker 4","00;03;51;03","00;04;04;16","And that lens is the de novo development of fundamentally new systems so when I say systems, I'm talking about economic systems, governance systems, legal systems, et cetera."
"Speaker 4","00;04;06;22","00;04;39;16","The we're going to focus today, I think, on maybe some of the practical aspects, like how would this be done? And I would like to just start by saying just a few words about this. The kind of theory of change that I talk about, especially in people remember to be if I were brilliant, which I'm not, and I came up with this amazing new design for societal systems, new governance systems, et cetera, if there were no way to actually practically implement that, then it would have just been an academic exercise."
"Speaker 4","00;04;40;06","00;05;12;03","So part of the series is arguing that there actually is a reasonable way to move forward and a viable path to move forward that is doable, that that actually could be put into into implementation so this the series is is itself is is essentially outlining an R&D program for the development of this framework to study and create and develop and test new integrated systems."
"Speaker 4","00;05;12;24","00;05;36;04","And that happens at according to this theory of change that happens at the at the local level. So the concept is, is that this R&D program is a is a collaboration between the global science community and local communities. And the new systems are implemented at the local level on a volunteer basis in what I call a club model."
"Speaker 4","00;05;36;22","00;06;03;20","So the the concept there is that the scientific community would have developed the tools and technologies and resource some things necessary to make these new systems work well. And they the local communities and volunteer local communities somewhere in the world would, would look at the results of all the computer simulations and all the studies that have been done and say that looks interesting."
"Speaker 4","00;06;04;07","00;06;28;01","Gee, it looks like our community might really benefit from this let's give it a field trail, let's give it a try it. And so that's the partnership and then the community itself. Now, this could be I don't mean a city I don't mean a nation. I really mean like perhaps a subset of a city. So say just a thousand people or something like that might be enough to start a club."
"Speaker 4","00;06;28;27","00;06;57;07","And the club would function. Everyone in the club would function as normal in society, except that on top of on top of this, another layer of organization, on top of the normal layer of organization, and that's this club level. So civic club, you can you can think of it as a civic club and the civic club has all these, you know, ways that they go by decision making and exchanging currencies."
"Speaker 4","00;06;57;07","00;07;20;21","And various things that allow them then to test out these new frameworks of, of societal systems. So that's the gist of it. And I just want to say a few things about this club model before we really could go into so we're kind of all on the same page on that but just before I do that, maybe go to slide two of that same deck."
"Speaker 4","00;07;21;10","00;07;55;03","I'll point people to principle societies project dot org. If they're looking for more information on this. The all of our videos are posted there and the papers are posted there and some other materials posted there. So for for information, go to PSP and let's go to slide 17 OK, oh, that is not the right book. Quite the right one."
"Speaker 4","00;07;55;03","00;08;01;02","I wanted the theory of change you want and that's not it."
"Speaker 1","00;08;02;09","00;08;03;13","There are different strategies."
"Speaker 4","00;08;05;28","00;08;07;02","Which slide that you're looking at."
"Speaker 1","00;08;07;12","00;08;08;27","17 on."
"Speaker 4","00;08;09;15","00;08;09;20","To."
"Speaker 2","00;08;10;00","00;08;10;09","Yep."
"Speaker 4","00;08;13;04","00;08;35;10","Theory of change. Well that's somehow I'm. Oh there we go yes things change and strategy so this is just kind of capturing what I just said. The idea is to implement new fundamentally new systems at the club level."
"Speaker 4","00;08;37;10","00;09;01;02","I'll call the club community, but this community could be relatively small and just a portion of the city. And the reason and one of the reasons I'm looking at the club level is because I see it as kind of the Goldilocks level. It's the it's the smallest size organization of a community that could make the club a able to replicate."
"Speaker 4","00;09;01;08","00;09;32;07","Right. And function. So if that if we were instead just looking at, say, an individual business that business like I say, say I was promoting a cooperative business model or something like that, that business would have to function within the wider set of businesses and would have to compete in the normal market for the consumers attention. And it would have a hard time doing that because it's operating according to some different set of rules than a normal business."
"Speaker 4","00;09;33;07","00;09;51;20","So at the club level, I see that as just large enough that all of these new functional systems can be tested and and it's large enough that that the organization, the community can be self-replicating, the club model can be self-replicating, it can grow in a local area and the idea can spread to other local areas."
