"Start Time","End Time","Transcript"
"00;00;10;06","00;00;10;17","Hello"
"00;00;10;17","00;00;10;24","and"
"00;00;10;24","00;00;11;09","welcome."
"00;00;11;09","00;00;11;26","Welcome"
"00;00;11;26","00;00;12;17","to"
"00;00;12;17","00;00;13;01","Active"
"00;00;13;01","00;00;13;26","Live."
"00;00;14;04","00;00;14;09","We're"
"00;00;14;09","00;00;14;12","in"
"00;00;14;12","00;00;15;01","livestream"
"00;00;15;01","00;00;15;14","number"
"00;00;15;14","00;00;17;18","21.04"
"00;00;17;18","00;00;18;00","on"
"00;00;18;00","00;00;20;06","April 27th 2021."
"00;00;20;22","00;00;21;02","And"
"00;00;21;02","00;00;21;19","today"
"00;00;21;19","00;00;22;01","we are"
"00;00;22;01","00;00;22;12","in the"
"00;00;22;12","00;00;22;28","fourth"
"00;00;22;28","00;00;23;08","of a"
"00;00;23;08","00;00;23;23","series"
"00;00;23;23","00;00;24;00","of"
"00;00;24;00","00;00;24;21","conversations"
"00;00;24;21","00;00;25;03","with"
"00;00;25;03","00;00;25;14","John"
"00;00;25;14","00;00;25;26","Blake"
"00;00;25;26","00;00;26;05","so"
"00;00;26;05","00;00;26;14","John,"
"00;00;26;14","00;00;26;16","it's"
"00;00;26;16","00;00;26;20","been"
"00;00;26;20","00;00;26;26","really"
"00;00;26;26","00;00;27;05","awesome"
"00;00;27;05","00;00;27;15","to get"
"00;00;27;15","00;00;27;22","to know"
"00;00;27;22","00;00;28;02","about"
"00;00;28;02","00;00;28;19","you and"
"00;00;28;19","00;00;28;22","your"
"00;00;28;22","00;00;29;13","ideas"
"00;00;29;13","00;00;29;21","and"
"00;00;29;21","00;00;30;12","work"
"00;00;30;12","00;00;30;21","with"
"00;00;30;21","00;00;30;24","you"
"00;00;30;24","00;00;30;27","on"
"00;00;30;27","00;00;31;03","these"
"00;00;31;03","00;00;31;09","jam"
"00;00;31;09","00;00;32;01","boards."
"00;00;32;01","00;00;32;29","So as"
"00;00;32;29","00;00;33;09","I sort"
"00;00;33;09","00;00;33;18","of set"
"00;00;33;18","00;00;33;26","things"
"00;00;33;26","00;00;34;05","up for"
"00;00;34;05","00;00;34;06","a"
"00;00;34;06","00;00;34;23","second"
"00;00;34;23","00;00;35;00","and"
"00;00;35;00","00;00;35;09","share"
"00;00;35;09","00;00;35;18","the jam"
"00;00;35;18","00;00;35;25","board,"
"00;00;35;25","00;00;36;04","link"
"00;00;36;04","00;00;36;11","with"
"00;00;36;11","00;00;36;14","the"
"00;00;36;14","00;00;36;22","live"
"00;00;36;22","00;00;37;11","chat,"
"00;00;37;11","00;00;37;16","go"
"00;00;37;16","00;00;37;23","ahead"
"00;00;37;23","00;00;37;28","and"
"00;00;37;28","00;00;38;23","just"
"00;00;38;26","00;00;39;24","recap us up"
"00;00;39;24","00;00;40;00","and"
"00;00;40;00","00;00;40;10","then"
"00;00;40;10","00;00;40;16","I'll"
"00;00;40;16","00;00;40;21","meet"
"00;00;40;21","00;00;40;25","you on"
"00;00;40;25","00;00;41;12","the first slide"
"00;00;41;12","00;00;41;20","in just"
"00;00;41;20","00;00;41;21","a"
"00;00;41;21","00;00;42;07","minute."
"00;00;43;16","00;00;43;27","OK,"
"00;00;43;27","00;00;44;05","sounds"
"00;00;44;05","00;00;44;17","good."
"00;00;44;22","00;00;45;12","Thanks."
"00;00;46;06","00;00;46;29","Selma."
"00;00;46;29","00;00;47;08","My name"
"00;00;47;08","00;00;47;21","is John"
"00;00;47;21","00;00;48;04","Blake."
"00;00;48;04","00;00;48;14","I'm"
"00;00;48;14","00;00;49;01","a courtesy"
"00;00;49;01","00;00;49;15","faculty"
"00;00;49;15","00;00;49;19","at"
"00;00;49;19","00;00;49;27","Oregon"
"00;00;49;27","00;00;50;02","State"
"00;00;50;02","00;00;51;10","University,"
"00;00;51;15","00;00;52;00","and the"
"00;00;52;00","00;00;52;18","series"
"00;00;52;18","00;00;52;24","of"
"00;00;52;24","00;00;53;14","discussions"
"00;00;53;14","00;00;53;18","that"
"00;00;53;18","00;00;53;23","we've"
"00;00;53;23","00;00;53;27","been"
"00;00;53;27","00;00;54;05","having"
"00;00;54;05","00;00;54;14","is on."
"00;00;54;14","00;00;55;02","The is"
"00;00;55;02","00;00;55;18","on a."
"00;00;56;02","00;00;56;21","Paper,"
"00;00;56;21","00;00;56;24","a"
"00;00;56;24","00;00;57;22","series of papers"
"00;00;57;22","00;00;57;26","that"
"00;00;57;26","00;00;57;28","are"
"00;00;57;28","00;00;58;04","just"
"00;00;58;04","00;00;58;17","published"
"00;00;58;17","00;00;58;25","in the"
"00;00;58;25","00;00;59;10","journal"
"00;01;00;17","00;01;01;10","Sustainability."
"00;01;01;10","00;01;01;16","It's a"
"00;01;01;16","00;01;01;25","three"
"00;01;01;25","00;01;02;02","part"
"00;01;02;02","00;01;02;29","series."
"00;01;03;03","00;01;03;09","The"
"00;01;03;09","00;01;03;26","topic"
"00;01;03;26","00;01;04;18","is,"
"00;01;04;18","00;01;04;25","well."
"00;01;04;25","00;01;05;07","The title"
"00;01;05;07","00;01;05;13","is"
"00;01;05;13","00;01;05;24","Science"
"00;01;05;24","00;01;06;06","Driven"
"00;01;06;06","00;01;06;24","Societal"
"00;01;06;24","00;01;07;22","Transformation."
"00;01;07;22","00;01;08;02","Parts"
"00;01;08;02","00;01;08;07","one,"
"00;01;08;07","00;01;08;12","two"
"00;01;08;12","00;01;09;06","and three."
"00;01;09;28","00;01;10;22","So"
"00;01;10;22","00;01;11;07","we've"
"00;01;11;07","00;01;11;18","this is"
"00;01;11;18","00;01;12;08","our fourth"
"00;01;12;08","00;01;12;26","get together"
"00;01;12;26","00;01;13;08","here,"
"00;01;13;08","00;01;13;17","and"
"00;01;13;17","00;01;13;22","we're"
"00;01;13;22","00;01;14;01","just"
"00;01;14;01","00;01;14;16","finishing"
"00;01;14;16","00;01;14;23","up our"
"00;01;14;23","00;01;15;11","discussion"
"00;01;15;11","00;01;15;18","of"
"00;01;15;18","00;01;15;21","the"
"00;01;15;21","00;01;16;04","last"
"00;01;16;04","00;01;16;12","in that"
"00;01;16;12","00;01;16;24","series,"
"00;01;16;24","00;01;17;01","part"
"00;01;17;01","00;01;17;23","three,"
"00;01;17;27","00;01;20;10","which is"
"00;01;20;10","00;01;21;01","the subtitle"
"00;01;21;01","00;01;22;00","design."
"00;01;22;23","00;01;23;14","And"
"00;01;23;20","00;01;24;15","we we."
"00;01;24;15","00;01;24;24","Covered"
"00;01;24;24","00;01;25;01","quite"
"00;01;25;01","00;01;25;11","a bit"
"00;01;25;11","00;01;25;28","in that"
"00;01;25;28","00;01;26;09","in that"
"00;01;26;09","00;01;27;01","paper,"
"00;01;27;01","00;01;27;07","part"
"00;01;27;07","00;01;27;27","three."
"00;01;27;27","00;01;28;18","But now"
"00;01;28;18","00;01;29;02","today"
"00;01;29;02","00;01;29;06","we're"
"00;01;29;06","00;01;29;14","going"
"00;01;29;14","00;01;29;16","to"
"00;01;29;16","00;01;29;28","focus"
"00;01;29;28","00;01;30;04","on"
"00;01;30;04","00;01;30;11","just"
"00;01;30;11","00;01;30;18","one"
"00;01;30;18","00;01;31;02","aspect"
"00;01;31;02","00;01;31;26","of that,"
"00;01;32;02","00;01;33;02","which is"
"00;01;33;02","00;01;33;05","the"
"00;01;33;05","00;01;33;12","leader"
"00;01;33;12","00;01;34;16","framework"
"00;01;34;17","00;01;35;01","Local"
"00;01;35;01","00;01;35;17","Economic"
"00;01;35;17","00;01;35;26","Direct"
"00;01;35;26","00;01;36;14","Democracy"
"00;01;36;14","00;01;37;05","Association"
"00;01;37;05","00;01;38;03","framework."
"00;01;38;03","00;01;39;07","This is a"
"00;01;39;07","00;01;40;16","I'm I'm"
"00;01;40;16","00;01;41;20","a prototype"
"00;01;41;20","00;01;41;26","of"
"00;01;41;26","00;01;42;08","design"
"00;01;42;08","00;01;42;16","for"
"00;01;42;16","00;01;42;24","a new"
"00;01;42;24","00;01;43;09","societal"
"00;01;43;09","00;01;44;10","systems"
"00;01;44;13","00;01;44;23","and as"
"00;01;44;23","00;01;44;25","a"
"00;01;44;25","00;01;45;12","reminder"
"00;01;45;12","00;01;45;22","to"
"00;01;45;22","00;01;46;09","listeners,"
"00;01;46;09","00;01;46;13","we're"
"00;01;46;13","00;01;46;24","talking"
"00;01;46;24","00;01;47;00","about"
"00;01;47;00","00;01;47;03","the"
"00;01;47;03","00;01;47;13","deep,"
"00;01;47;13","00;01;47;27","the de"
"00;01;47;27","00;01;48;10","novo"
"00;01;48;10","00;01;48;29","design"
"00;01;48;29","00;01;49;14","of new"
"00;01;49;14","00;01;49;28","system"
"00;01;49;28","00;01;51;00","systems,"
"00;01;51;10","00;01;52;24","specifically"
"00;01;52;29","00;01;53;10","through"
"00;01;53;12","00;01;53;25","using a"
