text	entity_type		start	end
June 9, 2022	date		3380	4446
JF	person_name		112160	112744
Ali	person_name		113122	113900
Joe	person_name		116902	117244
Ali	person_name		154640	155176
Ben	person_name		155682	156300
Ben	person_name		218582	219132
Ben	person_name		225484	226028
Mike	person_name		226582	227280
Mike	person_name		271126	271840
Ollie	person_name		289292	289586
Marco	person_name		414984	415502
Newton	person_name		532888	533358
Lyle	person_name		564598	565450
Brock	person_name		702118	702890
Markovs	person_name		827022	827790
Markov	person_name		845596	846446
sun	person_name		846752	847290
Pearl	person_name		850496	851030
Ali	person_name		877190	877694
statistics	occupation		979888	980742
philosophy	occupation		1040052	1040714
causal philosophy	occupation		1051576	1053246
Mike	person_name		1157430	1157934
Brock	person_name		1228268	1228950
Pearl	person_name		1247428	1248266
Pearl	person_name		1251620	1252106
Friston	person_name		1265290	1266310
Friston	person_name		1274748	1275186
Aguilera	person_name		1305352	1305934
Ali	person_name		1313590	1314094
Lyle	person_name		1314488	1315250
authors	occupation		1377452	1377794
Latin	language		1452628	1453190
Ali	person_name		1486656	1487046
Lyle	person_name		1512390	1513022
Ali	person_name		1513512	1514290
physics	occupation		1552824	1553086
Ollie	person_name		1793090	1794030
Ramset at All	organization		1802470	1804410
Bayesian mechanics	occupation		1806748	1807906
Dalton	person_name		1864492	1865122
Maxwell	person_name		1865388	1865986
Ali	person_name		1953510	1954450
Maria	person_name		2054870	2055644
ology	occupation		2146354	2146840
Karl Friston	person_name		2160262	2161036
Martin	person_name		2198834	2199560
neurobehavioral research	occupation		2228974	2230570
esian statistics	occupation		2257718	2258780
Ben	person_name		2278060	2278840
Andy Clark	person_name		2333998	2334692
Kate Nave	person_name		2334756	2335700
Mark Miller	person_name		2335860	2336948
George Dean	person_name		2337918	2339028
physics	occupation		2386926	2387316
physics	occupation		2521314	2521624
jessica	person_name		2683368	2683774
English	language		2709648	2709938
folk psychology	occupation		2756358	2757398
folk psychology	occupation		2854832	2855830
Ben	person_name		2857664	2858330
physics	occupation		2899708	2900046
Math learning group	organization		2945596	2946594
19 UTC	time		2956288	2957174
math	occupation		2974328	2974654
math group	organization		3006064	3006522
Mike	person_name		3079440	3079944
Ollie	person_name		3145606	3145996
Lyle	person_name		3146358	3147120
physics	occupation		3185730	3186092
Ben	person_name		3196100	3196572
lyle	person_name		3197062	3197840
Lyle	person_name		3275960	3276860
carl	person_name		3322046	3323000
Jessica	person_name		3374760	3375608
Nova	person_name		3412810	3413438
finance	occupation		3461212	3462146
Jessica	person_name		3520976	3521686
