text	entity_type		start	end
Active inference Institute quarterly roundtable number two	event		9838	13000
June 30, 2023	date		15316	16904
active inference institute	organization		27454	28756
activeinference@gmail.com	email_address		41286	43728
activeinference institute	organization		44582	46364
presidential	occupation		79298	79876
inference institute	organization		108308	109268
Alex	person_name		121368	121784
officers	occupation		175630	176532
board of directors	organization		176958	178084
scientific advisory board	organization		178638	180248
internship	occupation		254502	255132
Scientific Advisory Board	organization		275646	277144
board of Directors	organization		277262	278164
officers	occupation		278782	279364
Alex	person_name		296340	296844
applied active inference symposium	event		344566	346988
co organizer team	organization		358032	359732
co organizing team	organization		363562	364484
Alex	person_name		392080	392584
internship	occupation		507278	507988
volunteer	occupation		510658	511352
interns	occupation		516808	517432
internship	occupation		545066	545984
internship	occupation		557838	558452
interns	occupation		563954	564504
Interns	occupation		571920	572680
interns	occupation		585274	585696
interns	occupation		607502	608036
robotics	occupation		699820	700516
JF Kotcher	person_name		701780	703460
Lego	organization		710354	710776
JF	person_name		714626	714984
English	language		731238	731612
Par	person_name		749118	749352
Sanjeev Namjoshi	person_name		753342	754612
Sanjiv	person_name		763982	764544
Sanjiv	person_name		766962	767336
physics	occupation		778902	779196
social sciences	occupation		782854	783452
Alex	person_name		807774	808520
quantum information sciences	occupation		856130	857768
social sciences	occupation		858322	859448
Alex	person_name		868742	869372
European	nationality		940064	941210
ontology robotics	occupation		1021074	1022402
neuroscience	occupation		1022860	1023730
pure mathematics	occupation		1024220	1025362
physical therapist	occupation		1078608	1079686
active inference textbook group	organization		1154648	1156466
Par	person_name		1159256	1159570
Pazulo	person_name		1159640	1160206
Friston	person_name		1160472	1161022
educators	occupation		1194852	1195978
Alex	person_name		1295012	1295710
Physics	occupation		1340820	1341274
Processing	occupation		1342148	1342938
researchers	occupation		1345370	1346042
Chris Fields	person_name		1346884	1348186
Math PhD course assistant	occupation		1350388	1353338
Andre Agira	person_name		1353514	1354878
Chris	person_name		1355528	1356030
Scientific Advisory Board	organization		1359144	1360578
Chris	person_name		1401450	1401926
computer science	occupation		1455576	1456670
engineering	occupation		1465852	1466514
physics	occupation		1478928	1479622
quantum information theory	occupation		1486670	1488570
Chris	person_name		1507288	1507886
ander	person_name		1508440	1509330
Alex	person_name		1527968	1528294
Social Sciences	occupation		1543188	1544170
teacher	occupation		1547066	1547866
Cairos Research	organization		1551896	1553220
Ben	person_name		1560200	1560494
Mahault Lorena	person_name		1560792	1561822
July 7	date		1565548	1566502
humanities	occupation		1590964	1591482
social sciences	occupation		1591812	1592570
Avel	person_name		1598612	1599274
Cairos Research	organization		1603832	1604786
Active Inference Institute	organization		1605848	1607150
teachers	occupation		1608984	1609374
social sciences	occupation		1617164	1618230
social sciences	occupation		1646466	1647660
quantum social sciences	occupation		1682638	1684520
Chris Fields	person_name		1733358	1734084
social sciences	occupation		1741154	1742104
Avel Ben	person_name		1743490	1745480
professors	occupation		1750720	1751432
researchers	occupation		1752802	1753676
researchers	occupation		1764636	1765680
co. Author	occupation		1864774	1865744
Alex	person_name		1917802	1918580
librarian	occupation		2064654	2065476
editor	occupation		2066318	2066804
reviewer	occupation		2067198	2068112
programming	occupation		2137542	2138044
robotics	occupation		2206644	2207364
JF	organization		2209070	2209812
interns	occupation		2216702	2217236
volunteers	occupation		2217886	2218712
Alex	person_name		2293194	2293940
presidential	occupation		2355786	2356524
active inference institute	organization		2367934	2369064
inference institute	organization		2396608	2397888
inference lab	organization		2399408	2400100
inference lab	organization		2401264	2402164
Alex	person_name		2403930	2404352
Ivan	person_name		2404416	2405052
Alexandra	person_name		2405136	2405812
RJ	person_name		2405876	2406372
behavior engineering	occupation		2409038	2410036
Maxwell Ramstead	person_name		2530050	2531192
Thomas Parr	person_name		2616046	2616964
jacob	person_name		2734060	2734892
Yakup	person_name		2825602	2826104
Karl Friston	person_name		2852634	2853616
Blue	person_name		2855422	2855860
officers	occupation		2857022	2857556
ecology	occupation		2871714	2872424
ecoevo	occupation		2874018	2874728
o	occupation		2874744	2875464
Renormalization group	organization		2878738	2879852
physics	occupation		2880098	2880552
author	occupation		2995178	2995632
ecology	occupation		3005966	3006564
Alex	person_name		3061020	3061960
Alex	person_name		3172786	3173500
researcher	occupation		3203800	3204640
engineer	occupation		3205146	3205924
Alex	person_name		3400656	3401206
Blue	person_name		3401808	3402570
officers	occupation		3403888	3404502
