start	end	startTime	summary	headline	gist
1450	65680	00:01	It's week three of the textbook group first cohort. We're in week three discussing appendix A and B. There are also some ideas and questions that people have raised. We'll go to the questions and then start with the most upvoted.	We'll discuss appendix A and B in the textbook group first cohort	The textbook group first cohort
67970	567760	01:07	The first question says appendix A is described as the mathematical background. What other math concepts and formalisms are important for learning and applying active inference? What are some resources and approaches for learning math that help us learn what is useful for active inference.	What other math concepts are important for learning and applying active inference	Inactive Inference: The Mathematical Background
567910	1036440	09:27	The chapters describe it as an introduction or a refresher to the basic mathematical techniques. The linear algebra is the first section, a two that is discussing a lot of important things. The appendix is there to somehow lightly supplement that.	The linear algebra is important for the upcoming chapters	The Dot Product and inference in linear algebra
1039760	1906410	17:19	Brock: What kinds of examples do you think would be useful for learning the equations and concepts in Appendix A? Would it make sense to read them in without appendix or putting the appendix last or somewhere else? Hopefully we can start to understand some of this in Math Learning Group.	Brock: Hopefully we can start to understand some of this in Math Learning Group	Appendix A: Learning Linear Algebra
1906990	2248020	31:46	Did anyone read Appendix A or B visually? Did you just ask if anyone read it? I totally read it with a highlighter and made several notes in the margin in my physical book. Going through the appendix is kind of refreshing on what you used to know about math.	This is a really tricky section in POMDP. It was challenging for me reading it	Read the POMDP Book Review
2249430	2338750	37:29	Eric: I was also confused about the O notation because in equation B one, it seems that it's a trajectory over outcomes. But then there's also a bold o, which implies that it also seems to be a vector. It would be awesome for description or any notes.	Jacob: I was confused about the O notation in equation B one	Exploring the marginalizing of state with the O notation
2339170	2652530	38:59	Ali: If the materials in these two appendices were to be integrated in the linear narrative of the whole book, it would be much more useful than separating out as separate appendices. That linear reading of the appendix is extremely confusing or extremely imprecise.	Mike: Ali, did you find the appendix useful as you went through chapters	The appendix and its place in the book
2653670	2953390	44:13	So in next week, we're going next two weeks. The coming chapters are going to be very different. They're going to pick up in that high road, low road dialectic that we talked about last time. Let's just see what figures, what equations might happen. What does anyone want to add?	The coming chapters are going to be very different because one didn't have any formalisms	Bayesian Inference: The First 2 Weeks
2958180	3555272	49:18	The format of the book is also relatively austere, though in a concise tone. There is a distinction between propositional knowledge and how to knowledge. What is going to be accessible and the order. What does anybody think about the opening quotations?	Ali: I've noticed some sidebar boxes that could be skipped over	Non-Probability: A Short Introduction
3555326	3900172	59:15	Can you think without acting or is thinking in action? This active paper is relating computational phenomenology with mental action. I tend to think that there's like a bias towards action in active inference. Will that ever constitute positive evidence for saying thinking is action?	Matthew: Can you think without acting or is thinking in action	Can Thinking Be In Action?
