"Start Time","End Time","Transcript"
"00;00;31;04","00;00;31;07","All"
"00;00;31;07","00;00;31;17","right."
"00;00;31;17","00;00;31;27","It's"
"00;00;31;27","00;00;32;15","January"
"00;00;32;15","00;00;34;14","28,022,"
"00;00;34;14","00;00;34;25","and"
"00;00;34;25","00;00;35;00","we're"
"00;00;35;00","00;00;35;11","here"
"00;00;35;11","00;00;35;20","in"
"00;00;35;20","00;00;36;01","Acton"
"00;00;36;01","00;00;36;11","Fly"
"00;00;36;11","00;00;36;28","Livestream"
"00;00;36;28","00;00;37;09","number"
"00;00;37;09","00;00;39;09","37.0"
"00;00;39;09","00;00;39;24","discussing"
"00;00;39;24","00;00;39;25","the"
"00;00;39;25","00;00;40;09","paper"
"00;00;40;09","00;00;40;19","free"
"00;00;40;19","00;00;41;15","energy"
"00;00;41;15","00;00;41;23","user."
"00;00;41;23","00;00;42;13","Scott,"
"00;00;43;10","00;00;43;20","welcome"
"00;00;43;20","00;00;43;26","to the"
"00;00;43;26","00;00;44;04","Acton"
"00;00;44;04","00;00;44;26","Flat."
"00;00;45;01","00;00;46;03","We are a participatory"
"00;00;46;03","00;00;46;17","online"
"00;00;46;17","00;00;46;28","lab"
"00;00;46;28","00;00;47;11","that is"
"00;00;47;11","00;00;48;04","communicating,"
"00;00;48;04","00;00;48;21","learning"
"00;00;48;21","00;00;48;25","and"
"00;00;48;25","00;00;49;14","practicing"
"00;00;49;14","00;00;49;25","applied"
"00;00;49;25","00;00;50;04","active"
"00;00;50;04","00;00;50;19","inference."
"00;00;50;19","00;00;50;21","You"
"00;00;50;21","00;00;50;25","can"
"00;00;50;25","00;00;51;09","find us"
"00;00;51;09","00;00;51;14","at the"
"00;00;51;14","00;00;51;25","links"
"00;00;51;25","00;00;52;18","here."
"00;00;53;04","00;00;54;00","This is a recorded"
"00;00;54;00","00;00;54;07","and an"
"00;00;54;07","00;00;54;20","archived"
"00;00;54;20","00;00;55;16","livestream,"
"00;00;55;16","00;00;55;23","so"
"00;00;55;23","00;00;56;00","please"
"00;00;56;00","00;00;56;09","provide"
"00;00;56;09","00;00;56;12","us"
"00;00;56;12","00;00;56;29","with feedback"
"00;00;56;29","00;00;57;03","so"
"00;00;57;03","00;00;57;10","we can"
"00;00;57;10","00;00;57;21","improve"
"00;00;57;21","00;00;58;20","our work"
"00;00;58;25","00;00;59;01","all"
"00;00;59;01","00;00;59;18","backgrounds"
"00;00;59;18","00;00;59;21","and"
"00;00;59;21","00;01;00;10","perspectives"
"00;01;00;10","00;01;00;14","are"
"00;01;00;14","00;01;00;24","welcome"
"00;01;00;24","00;01;01;02","here"
"00;01;01;02","00;01;01;08","and"
"00;01;01;08","00;01;01;11","we'll"
"00;01;01;11","00;01;01;14","be"
"00;01;01;14","00;01;02;14","following"
"00;01;02;14","00;01;02;27","good"
"00;01;02;27","00;01;03;11","etiquette"
"00;01;03;11","00;01;03;19","on"
"00;01;03;19","00;01;04;14","livestream."
"00;01;05;10","00;01;05;18","Go to"
"00;01;05;18","00;01;05;28","active"
"00;01;05;28","00;01;06;14","inference"
"00;01;06;14","00;01;06;23","dot"
"00;01;06;23","00;01;07;05","org"
"00;01;07;05","00;01;07;11","if you"
"00;01;07;11","00;01;07;15","want"
"00;01;07;15","00;01;07;25","to"
"00;01;07;25","00;01;08;05","learn"
"00;01;08;05","00;01;08;12","more"
"00;01;08;12","00;01;08;19","about"
"00;01;08;19","00;01;09;05","anything"
"00;01;09;05","00;01;09;17","happening"
"00;01;09;17","00;01;09;19","in"
"00;01;09;19","00;01;09;29","active"
"00;01;09;29","00;01;10;18","flap"
"00;01;12;18","00;01;13;08","All right."
"00;01;13;08","00;01;13;18","So"
"00;01;13;18","00;01;14;01","today"
"00;01;14;01","00;01;14;18","in"
"00;01;14;18","00;01;16;04","37.0,"
"00;01;16;04","00;01;16;21","we are going"
"00;01;16;21","00;01;17;18","to"
"00;01;17;18","00;01;17;28","learn"
"00;01;17;28","00;01;18;02","and"
"00;01;18;02","00;01;18;19","discuss"
"00;01;18;19","00;01;18;28","and"
"00;01;18;28","00;01;19;14","introduce"
