key	relevance
Technology&Computing>ArtificialIntelligence	1.0
Technology&Computing>Computing>ComputerSoftwareAndApplications>Databases	0.6308366060256958
Technology&Computing>Computing>DataStorageAndWarehousing	0.6241514682769775
Hobbies&Interests>ContentProduction>FreelanceWriting	0.6128119230270386
Education>EducationalAssessment	0.6031681895256042
Science>Physics	0.5198902487754822
Technology&Computing>Computing>ProgrammingLanguages	0.3700200915336609
Hobbies&Interests>ArtsAndCrafts>DrawingAndSketching	0.2976877987384796
MedicalHealth>DiseasesAndConditions>BrainAndNervousSystemDisorders	0.27260273694992065
Home&Garden>Landscaping	0.2556009292602539
BusinessAndFinance>Industries>PowerAndEnergyIndustry	0.2545943260192871
Education>EducationalAssessment>StandardizedTesting	0.23862163722515106
Food&Drink>FoodMovements	0.23607109487056732
BooksAndLiterature>Biographies	0.2272154837846756
VideoGaming>VideoGameGenres>SimulationVideoGames	0.2253173589706421
Science>SpaceAndAstronomy	0.2154620736837387
Food&Drink	0.2101719081401825
VideoGaming>VideoGameGenres>PuzzleVideoGames	0.20753875374794006
Hobbies&Interests>ContentProduction>Screenwriting	0.201274573802948
Education>HomeworkAndStudy	0.18183714151382446
