start	end	speaker	confidence	paragNum	paragWordCount	wordPos	text
1290	1840	A	0.71545	1	1	1	Welcome.
2530	2906	A	0.91484	1	2	2	It's
2938	3434	A	0.98853	1	3	3	cohort
3482	3790	A	1.0	1	4	4	one
3860	4330	A	0.97558	1	5	5	meeting,
4410	5210	A	1.0	1	6	6	17
5370	6174	A	0.99932	1	7	7	already.
6372	6782	A	1.0	1	8	8	And
6836	7066	A	0.95309	1	9	9	it's
7098	7530	A	0.55	1	10	10	September
7610	8174	A	0.73	1	11	11	23,
8212	9422	A	1.0	1	12	12	2022.
9556	9898	A	0.98639	1	13	13	We're
9914	10142	A	0.99068	1	14	14	having
10196	10414	A	0.99998	1	15	15	our
10452	10702	A	1.0	1	16	16	first
10756	11370	A	0.99995	1	17	17	discussion
11450	12126	A	1.0	1	18	18	of
12308	12794	A	0.99183	1	19	19	chapter
12842	13102	A	1.0	1	20	20	seven
13156	13278	A	1.0	1	21	21	in
13284	13358	A	0.99	1	22	22	the
13364	14190	A	0.54379	1	23	23	textbook.
15490	16334	A	0.99975	1	24	24	Well,
16532	16894	A	0.9999	1	25	25	we
16932	17520	A	0.99974	1	26	26	have
18210	18574	A	0.99996	1	27	27	many
18612	18862	A	0.86718	1	28	28	ways
18916	19086	A	1.0	1	29	29	to
19108	19680	A	0.96026	1	30	30	go.
20130	20494	A	0.99662	2	1	31	We
20532	20782	A	0.99966	2	2	32	have
20836	21294	A	0.99977	2	3	33	questions
21412	21790	A	0.99979	2	4	34	on
21860	22314	A	0.99989	2	5	35	chapter
22362	22958	A	1.0	2	6	36	seven
23124	23742	A	0.99971	2	7	37	that
23876	24270	A	0.60027	2	8	38	people
24340	24934	A	0.95593	2	9	39	have
25092	25462	A	0.84173	2	10	40	been
25516	26230	A	0.54659	2	11	41	adding.
27370	27734	A	0.99995	2	12	42	We
27772	28022	A	0.99998	2	13	43	also
28076	28680	A	0.99984	2	14	44	have
29130	29880	A	0.99968	2	15	45	some
30890	31554	A	0.9998	2	16	46	summaries
31602	31814	A	1.0	2	17	47	and
31852	32674	A	0.63089	2	18	48	overviews
32802	33526	A	1.0	2	19	49	and
33708	34102	A	0.53705	2	20	50	can
34156	34470	A	0.99509	2	21	51	walk
34540	34918	A	0.99999	2	22	52	through
35004	35206	A	1.0	2	23	53	the
35228	35558	A	0.97811	2	24	54	text
35644	36630	A	0.53742	2	25	55	directly.
36970	37574	A	0.98254	2	26	56	But
37692	37986	A	1.0	2	27	57	first,
38028	38186	A	0.99088	2	28	58	does
38208	38442	A	0.89731	2	29	59	anyone
38496	38666	A	0.9995	2	30	60	want
38688	38778	A	1.0	2	31	61	to
38784	38906	A	0.99972	2	32	62	just
38928	39126	A	0.99287	2	33	63	raise
39158	39306	A	0.93	2	34	64	their
39328	39514	A	0.99835	2	35	65	hand
39552	39754	A	0.99958	2	36	66	or
39792	40262	A	0.62794	2	37	67	unmute
40326	40602	A	0.51	2	38	68	and
40656	41260	A	0.50206	2	39	69	give
41870	42234	A	0.99951	2	40	70	any
42272	42714	A	0.96608	2	41	71	thought
42832	43066	A	0.99968	2	42	72	that
43088	43226	A	0.99983	2	43	73	they
43248	43434	A	0.99803	2	44	74	had
43472	43674	A	0.99958	2	45	75	on
43712	44054	A	0.89424	2	46	76	chapter
44102	44650	A	1.0	2	47	77	seven,
44800	45162	A	0.82	2	48	78	their
45216	45578	A	0.99998	2	49	79	experience
45664	46006	A	0.99989	2	50	80	reading
46038	46620	A	0.82052	2	51	81	it,
47150	47754	A	1.0	2	52	82	their
47872	48486	A	0.99978	2	53	83	understanding
48518	48714	A	1.0	2	54	84	of
48752	48906	A	0.99999	2	55	85	where
48928	49158	A	0.95415	2	56	86	it's
49174	49798	A	0.88504	2	57	87	situated
49894	50166	A	1.0	2	58	88	in
50208	50366	A	1.0	2	59	89	the
50388	50794	A	0.99948	2	60	90	textbook
50842	51514	A	0.99754	2	61	91	overall,
51642	51934	A	0.99279	2	62	92	what
51972	52126	A	0.99982	2	63	93	was
52148	52238	A	1.0	2	64	94	in
52244	52414	A	0.86003	2	65	95	it,
52452	52606	A	0.99906	2	66	96	or
52628	52718	A	0.99925	2	67	97	what
52724	52846	A	0.99973	2	68	98	was
52868	53054	A	0.99987	2	69	99	not
53092	53246	A	1.0	2	70	100	in
53268	53934	A	0.99986	2	71	101	it,
54132	54506	A	0.98	2	72	102	et
54538	55150	A	0.58145	2	73	103	cetera?
79800	80452	A	0.74	3	1	104	Okay,
80586	81270	A	0.61741	3	2	105	well,
