"Speaker Name","Start Time","End Time","Transcript"
"Unknown","00;00;05;19","00;00;31;29","Hello. Welcome to Active Inference Lab and Active Inference Live Stream 17.2. It's March 16th, 2021. Welcome to the Active Inference Lab, everyone. We're a participatory online lab that is communicating and learning and practicing applied active inference. You can find us at our links on this slide. This is a recorded and an archived live stream, so please provide us with feedback so that we can be improving on our work."
"Unknown","00;00;32;20","00;01;02;11","All backgrounds and perspectives are welcome here, and we'll be following video etiquette for streams at this shortened link you'll find our calendar for active inference live streams for 2021. And here we are in the follow up to 17.1 in the same paper and definitely recommended to check out 17.0 and 17.1 if you haven't. But this will hopefully be a cool discussion either way and you can also see the future lectures."
"Unknown","00;01;02;27","00;01;38;08","Cool. Well, today in 17.2, we are going to be just continuing to discuss and learn this really interesting paper and it will be fun to speak with whoever joins or doesn't it, for this stream. And also hopefully to get some questions from the live chat. But we're just going to introduce ourselves, go over some general questions and I think seeing as it's talked to and we had a lot of the background and dot zero and then we had Chris Fields, the author, come on for one."
"Unknown","00;01;38;25","00;02;14;02","Let's just think about where we can take this fun discussion. OK, so here, especially for our first time participants, we can introduce ourselves and just warm up. So first we can just introduce yourself. I'm Daniel, I'm in Northern California and I'll pass it to Steven Mean. Hello there. I'm Steven. I'm in Toronto, Canada, and I'm interested in a number of areas that relate to active infants, particularly those that can form community based development."
"Unknown","00;02;14;16","00;03;08;01","And the way that we make meaning in complex contexts, and I'll pass it over to is that Alex then Dean Dean. So hi, I'm Dean. I don't know how to pass things yet. I'm pretty new to this. I'm in Calgary, so. Hi, Steven in Toronto. And I decided just to step into this because of a reach out to Daniel did on ResearchGate and a follow up and then the opportunity to look at last week 17.1 presentation and for about 2 hours I was completely absorbed in the conversation and thought this is really interesting."
"Unknown","00;03;08;01","00;03;14;28","So I took the next step and decided that I would try and integrate myself more with what's going on here."
"Unknown","00;03;17;06","00;03;43;03","Oh, well, let's maybe learn more about your perspective as we walk through some of these warm up questions and just go through whatever pace you want, just sort of the topics in the paper as well. So the warm up questions are, what is something you're excited about today? What's something you liked or remembered about the paper or also the discussion, 17.0 or one?"
"Unknown","00;03;43;21","00;04;09;13","And what's something you're wondering about or would like to have resolved? So maybe since we all listen to it and hopefully those listening will have to. What was something about 17.1 that sort of stood out in people's mind or something that changed how they thought about active inference or how they thought about something that wasn't active inference yep."
"Unknown","00;04;09;13","00;04;33;24","Stephen Yeah. Well, one of the things that was quite interesting was that there are other ways of people looking at the math side of it. Which some of you know, the math itself is normally quite a challenging area to get your head down, but to realize there's also some other thoughts happening, some foundational level. So that was interesting."
"Unknown","00;04;33;24","00;05;26;05","I didn't know about that, particularly the extent that was happening. So that was particularly one area and that tied into this idea of quantum context reality, which I hadn't heard of actually, and really was very interested Dean, what do you think I guess the biggest thing for me was and I use terms that may not you might have to unpack them, but one of the things that I was really interested in listening to was the fact that that the perspective piece and how are you every time you're observing something, the perspective that you hold you may not be aware of how important that is, but the fact that Chris sort of brought that out again"
"Unknown","00;05;26;05","00;05;35;07","and again well, that really, really resonated with me because it's something that I've been working with with people for a long time."
