key	relevance
Science>Physics	1.0
Technology&Computing>Computing	0.1349126249551773
Technology&Computing>VirtualReality	0.10412799566984177
Technology&Computing>AugmentedReality	0.1011211946606636
Science>SpaceAndAstronomy	0.0909196138381958
Technology&Computing>Computing>Internet>ITAndInternetSupport	0.07876919955015182
BusinessAndFinance>Business>BusinessI.T.	0.07477165758609772
Technology&Computing>ArtificialIntelligence	0.04999132081866264
Technology&Computing>Computing>ProgrammingLanguages	0.049482282251119614
NewsAndPolitics>Weather	0.0483529306948185
Science	0.047201573848724365
Science>BiologicalSciences	0.041991736739873886
Technology&Computing>Computing>ComputerNetworking	0.04099133238196373
Technology&Computing>Computing>ComputerSoftwareAndApplications>3-DGraphics	0.040797118097543716
FineArt>DigitalArts	0.03895336389541626
MedicalHealth>DiseasesAndConditions>BrainAndNervousSystemDisorders	0.038576990365982056
MedicalHealth>DiseasesAndConditions>EyeAndVisionConditions	0.03803572431206703
Technology&Computing>Computing>ComputerSoftwareAndApplications>WebConferencing	0.03679897263646126
Science>Environment	0.03670684993267059
Technology&Computing>Computing>Internet	0.03190218284726143
