docLabel	sp	myTime	myTimeDisplay	myTimeSRT
gs051-1	A	19260	00:19	00:00:19,024
gs051-1	A	3587540	59:47	00:59:47,234
gs051-1	A	3718580	1:01:58	01:01:58,135
gs051-1	A	3943766	1:05:43	01:05:43,147
gs051-1	A	4109268	1:08:29	01:08:29,622
gs051-1	A	4170620	1:09:30	01:09:30,175
gs051-1	A	4205560	1:10:05	01:10:05,465
gs051-1	A	4317188	1:11:57	01:11:57,521
gs051-1	A	4479360	1:14:39	01:14:39,963
gs051-1	A	4637540	1:17:17	01:17:17,365
gs051-1	A	5004680	1:23:24	01:23:24,267
gs051-1	A	5078120	1:24:38	01:24:38,335
gs051-1	A	5179600	1:26:19	01:26:19,424
gs051-1	B	81700	01:21	00:01:21,667
gs051-1	B	3681682	1:01:21	01:01:21,666
gs051-1	B	3725280	1:02:05	01:02:05,142
gs051-1	B	3997480	1:06:37	01:06:37,624
gs051-1	B	4119020	1:08:39	01:08:39,719
gs051-1	B	4186800	1:09:46	01:09:46,337
gs051-1	B	4250986	1:10:50	01:10:50,919
gs051-1	B	4339686	1:12:19	01:12:19,686
gs051-1	B	4499818	1:14:59	01:14:59,167
gs051-1	B	4690902	1:18:10	01:18:10,838
gs051-1	B	5010780	1:23:30	01:23:30,273
gs051-1	B	5154280	1:25:54	01:25:54,405
