docLabel	sp	myTime	myTimeDisplay	myTimeSRT
ls054-0	A	3150	00:03	00:00:03,147
ls054-0	A	255710	04:15	00:04:15,326
ls054-0	A	1077260	17:57	00:17:57,762
ls054-0	A	1905888	31:45	00:31:45,720
ls054-0	A	2182270	36:22	00:36:22,967
ls054-0	A	2396010	39:56	00:39:56,162
ls054-0	A	2642890	44:02	00:44:02,379
ls054-0	A	2961090	49:21	00:49:21,668
ls054-0	A	3203470	53:23	00:53:23,886
ls054-0	A	3353490	55:53	00:55:53,024
ls054-0	A	3716550	1:01:56	01:01:56,114
ls054-0	A	3983450	1:06:23	01:06:23,484
ls054-0	A	4354500	1:12:34	01:12:34,834
ls054-0	A	4735900	1:18:55	01:18:55,028
ls054-0	A	4780380	1:19:40	01:19:40,067
ls054-0	A	5233430	1:27:13	01:27:13,472
ls054-0	A	5629210	1:33:49	01:33:49,832
ls054-0	A	5865090	1:37:45	01:37:45,044
ls054-0	B	21086	00:21	00:00:21,206
ls054-0	B	320110	05:20	00:05:20,910
ls054-0	B	611800	10:11	00:10:11,527
ls054-0	B	1071260	17:51	00:17:51,702
ls054-0	B	1200764	20:00	00:20:00,081
ls054-0	B	1605540	26:45	00:26:45,450
ls054-0	B	1779790	29:39	00:29:39,606
ls054-0	B	1839220	30:39	00:30:39,660
ls054-0	B	2062948	34:22	00:34:22,859
ls054-0	B	2177790	36:17	00:36:17,962
ls054-0	B	2257750	37:37	00:37:37,036
ls054-0	B	2520610	42:00	00:42:00,269
ls054-0	B	2710350	45:10	00:45:10,441
ls054-0	B	2952690	49:12	00:49:12,659
ls054-0	B	3090598	51:30	00:51:30,785
ls054-0	B	3130570	52:10	00:52:10,819
ls054-0	B	3341310	55:41	00:55:41,012
ls054-0	B	3507738	58:27	00:58:27,160
ls054-0	B	3666856	1:01:06	01:01:06,185
ls054-0	B	3864290	1:04:24	01:04:24,412
ls054-0	B	3964310	1:06:04	01:06:04,293
ls054-0	B	4198000	1:09:58	01:09:58,449
ls054-0	B	4571720	1:16:11	01:16:11,767
ls054-0	B	4774720	1:19:34	01:19:34,061
ls054-0	B	4922710	1:22:02	01:22:02,191
ls054-0	B	5056420	1:24:16	01:24:16,313
ls054-0	B	5427880	1:30:27	01:30:27,648
ls054-0	B	5760770	1:36:00	01:36:00,945
ls054-0	B	5860186	1:37:40	01:37:40,039
ls054-0	B	5948920	1:39:08	01:39:08,115
ls054-0	C	188374	03:08	00:03:08,713
ls054-0	C	518608	08:38	00:08:38,715
ls054-0	C	1054420	17:34	00:17:34,533
ls054-0	C	1501040	25:01	00:25:01,352
ls054-0	C	1729740	28:49	00:28:49,562
ls054-0	C	1799160	29:59	00:29:59,626
ls054-0	C	1998420	33:18	00:33:18,801
ls054-0	C	2159950	35:59	00:35:59,950
ls054-0	C	2494170	41:34	00:41:34,249
ls054-0	C	2608928	43:28	00:43:28,351
ls054-0	C	2902052	48:22	00:48:22,615
ls054-0	C	3123800	52:03	00:52:03,812
ls054-0	C	3272070	54:32	00:54:32,949
ls054-0	C	3551268	59:11	00:59:11,198
ls054-0	C	3948350	1:05:48	01:05:48,193
ls054-0	C	4311276	1:11:51	01:11:51,462
ls054-0	C	4637100	1:17:17	01:17:17,360
ls054-0	C	5032268	1:23:52	01:23:52,295
ls054-0	C	5186890	1:26:26	01:26:26,431
ls054-0	C	5563490	1:32:43	01:32:43,772
ls054-0	C	5808290	1:36:48	01:36:48,993
ls054-0	C	6008440	1:40:08	01:40:08,169
