text	entity_type		start	end
18 January 2023	date		11192	13778
Conor	person_name		19800	20478
Conor	person_name		32816	33318
Daniel	person_name		36512	36934
Daniel	person_name		44052	44426
Daniel	person_name		95812	96234
Google	organization		150948	151182
prime VP	occupation		428652	429618
Ben	person_name		1851328	1851984
adam	person_name		1852112	1852544
Karl	person_name		1852714	1853056
yakub adam	person_name		2256346	2257840
Conor	person_name		2263236	2263604
Yakup	person_name		2266158	2266516
Karl	person_name		2444278	2444732
machine learning	occupation		2570254	2570684
Karl	person_name		2653258	2653920
Karl	person_name		2663326	2663764
Karl	person_name		2668894	2669156
Conor	person_name		2677346	2677688
physics	occupation		2733842	2734184
thermodynamics	occupation		2817854	2818484
Yakub	person_name		2901514	2901968
Conor	person_name		2915742	2915988
Adam	person_name		2998538	2998976
Collins	person_name		3005098	3005424
physicist	occupation		3010254	3010676
chef	occupation		3074018	3074216
Karl	person_name		3151418	3151696
Ryan Smith	person_name		3255194	3256304
Christopher White	person_name		3256432	3257332
Carls Friston	person_name		3257386	3258768
agent	occupation		3311498	3311684
agent	occupation		3319838	3320120
Anthony G. Chen	person_name		3322238	3322792
agent	occupation		3323278	3323512
Palm	organization		3363454	3363636
Karl	person_name		3423298	3423656
Karl	person_name		3449818	3450016
bandits	occupation		4129154	4129544
Daphne	person_name		4402200	4402768
Karl	person_name		4553082	4553376
Costa	person_name		5210398	5210964
Jacob	person_name		5305258	5305936
Karl	person_name		5307338	5308092
Dean Shlay	person_name		6181418	6181936
machine learning	occupation		6382442	6383430
healthcare	occupation		6903162	6903504
health care	occupation		6905498	6905972
North Sajid	person_name		6963648	6964324
student	occupation		6965422	6966008
Carl	person_name		6966542	6967060
Alec Chance	person_name		6981422	6982044
Conor	person_name		7025728	7026054
yakub	person_name		7145736	7146206
student	occupation		7209628	7209862
Ryan Smith	person_name		7210172	7211506
DA DA dot	url		7299054	7299790
multivariate calculus	occupation		7337556	7339386
linear algebra	occupation		7345816	7346942
linear algebra	occupation		7351112	7351806
multivariable calculus	occupation		7353352	7354878
high advanced physics	occupation		7363852	7365086
multivariable calculus	occupation		7368086	7369286
yakub	person_name		7386452	7386970
ethologist	occupation		7504956	7505602
behavioral researcher	occupation		7505964	7507218
