key	relevance
Technology&Computing>ArtificialIntelligence	1.0
Science	0.2498893439769745
Hobbies&Interests>Beekeeping	0.16770890355110168
Science>Physics	0.14645002782344818
Technology&Computing>Computing>ProgrammingLanguages	0.14271259307861328
Technology&Computing>Computing	0.13840894401073456
Technology&Computing>Computing>Internet>InternetOfThings	0.133000910282135
Technology&Computing>Robotics	0.13177050650119781
Travel>TravelType>Camping	0.06314362585544586
Technology&Computing>Computing>ComputerNetworking	0.06092509999871254
EventsAndAttractions>PoliticalEvent	0.053878337144851685
Technology&Computing>Computing>Internet>WebDesignAndHTML	0.053836748003959656
Shopping>GroceryShopping	0.04525724798440933
Technology&Computing>Computing>Internet>WebDevelopment	0.04487019404768944
BusinessAndFinance>Industries>RetailIndustry	0.0418565571308136
Technology&Computing>Computing>DataStorageAndWarehousing	0.037831034511327744
VideoGaming>VideoGameGenres>SimulationVideoGames	0.03523559123277664
BusinessAndFinance>Economy>Commodities	0.03307570144534111
Technology&Computing>Computing>ComputerSoftwareAndApplications>WebConferencing	0.032892562448978424
NewsAndPolitics>Politics>PoliticalIssues	0.030878208577632904
