"Start Time","End Time","Transcript"
"00;00;26;16","00;00;26;20","All"
"00;00;26;20","00;00;27;06","right."
"00;00;27;09","00;00;27;17","Hello"
"00;00;27;17","00;00;27;19","and"
"00;00;27;19","00;00;27;28","welcome"
"00;00;27;28","00;00;28;11","everyone"
"00;00;28;11","00;00;28;28","to"
"00;00;28;28","00;00;29;13","active"
"00;00;29;13","00;00;30;09","flab"
"00;00;30;09","00;00;30;19","live"
"00;00;30;19","00;00;30;29","stream"
"00;00;30;29","00;00;31;08","number"
"00;00;31;08","00;00;33;18","39.0."
"00;00;33;18","00;00;33;29","It's"
"00;00;33;29","00;00;36;13","February 25th 2022."
"00;00;38;05","00;00;38;15","Welcome"
"00;00;38;15","00;00;38;27","to"
"00;00;38;27","00;00;39;12","the Active"
"00;00;39;12","00;00;40;02","Lab."
"00;00;40;05","00;00;41;14","We are a participatory"
"00;00;41;14","00;00;41;27","online"
"00;00;41;27","00;00;42;14","lab"
"00;00;42;14","00;00;42;23","that is"
"00;00;42;23","00;00;43;14","communicating,"
"00;00;43;14","00;00;44;00","learning"
"00;00;44;00","00;00;44;06","and"
"00;00;44;06","00;00;45;02","practicing"
"00;00;45;02","00;00;45;14","applied"
"00;00;45;14","00;00;45;23","active"
"00;00;45;23","00;00;46;18","inference."
"00;00;46;18","00;00;46;22","You"
"00;00;46;22","00;00;46;27","can"
"00;00;46;27","00;00;47;11","find us"
"00;00;47;11","00;00;47;20","at the"
"00;00;47;20","00;00;48;05","links"
"00;00;48;05","00;00;48;13","here"
"00;00;48;13","00;00;49;15","on the slide."
"00;00;49;24","00;00;50;27","This is a recorded"
"00;00;50;27","00;00;51;03","and"
"00;00;51;03","00;00;51;21","an archived"
"00;00;51;21","00;00;51;27","live"
"00;00;51;27","00;00;52;18","stream,"
"00;00;52;19","00;00;52;27","so"
"00;00;52;27","00;00;53;05","please"
"00;00;53;05","00;00;53;14","provide"
"00;00;53;14","00;00;53;17","us"
"00;00;53;17","00;00;54;06","with feedback"
"00;00;54;06","00;00;54;11","so"
"00;00;54;11","00;00;54;19","we can"
"00;00;54;19","00;00;54;29","improve"
"00;00;54;29","00;00;55;04","our"
"00;00;55;04","00;00;55;20","work."
"00;00;56;05","00;00;56;12","All"
"00;00;56;12","00;00;57;03","backgrounds"
"00;00;57;03","00;00;57;10","and"
"00;00;57;10","00;00;57;29","perspectives"
"00;00;57;29","00;00;58;05","are"
"00;00;58;05","00;00;58;26","welcome"
"00;00;58;26","00;00;59;10","and"
"00;00;59;10","00;00;59;13","we'll"
"00;00;59;13","00;00;59;17","be"
"00;00;59;17","00;01;00;03","following"
"00;01;00;03","00;01;00;21","good"
"00;01;00;21","00;01;01;01","video"
"00;01;01;01","00;01;01;19","etiquette"
"00;01;01;19","00;01;01;25","for"
"00;01;01;25","00;01;02;01","live"
"00;01;02;01","00;01;02;23","streams."
"00;01;03;16","00;01;03;28","If you want"
"00;01;03;28","00;01;03;29","to"
"00;01;03;29","00;01;04;06","learn"
"00;01;04;06","00;01;04;19","more"
"00;01;04;19","00;01;05;09","about"
"00;01;05;09","00;01;05;18","dot"
"00;01;05;18","00;01;06;07","coms,"
"00;01;06;07","00;01;06;17","which is"
"00;01;06;17","00;01;06;20","the"
"00;01;06;20","00;01;07;11","organizational"
"00;01;07;11","00;01;07;22","unit"
"00;01;07;22","00;01;08;00","that"
"00;01;08;00","00;01;08;10","puts"
"00;01;08;10","00;01;08;22","on all"
"00;01;08;22","00;01;08;28","these"
"00;01;08;28","00;01;09;05","live"
"00;01;09;05","00;01;09;19","streams"
"00;01;09;19","00;01;09;22","and"
"00;01;09;22","00;01;09;29","many"
"00;01;09;29","00;01;10;06","other"
"00;01;10;06","00;01;10;26","products"
"00;01;10;26","00;01;11;19","or any"
"00;01;11;19","00;01;11;23","of the"
"00;01;11;23","00;01;12;03","other"
"00;01;12;03","00;01;12;26","activities"
"00;01;12;26","00;01;13;06","in the"
"00;01;13;06","00;01;13;20","active"
"00;01;13;20","00;01;14;10","lab,"
"00;01;14;15","00;01;14;26","go to"
"00;01;14;26","00;01;15;06","active"
"00;01;15;06","00;01;15;24","inference"
"00;01;15;24","00;01;16;00","dot"
"00;01;16;00","00;01;16;16","org"
"00;01;17;20","00;01;18;00","or All"
"00;01;18;00","00;01;18;12","right."
"00;01;18;12","00;01;18;23","Well,"
"00;01;20;08","00;01;20;28","today"
"00;01;20;28","00;01;21;08","in"
"00;01;21;08","00;01;21;21","active"
"00;01;21;21","00;01;22;05","stream"
"00;01;22;05","00;01;22;13","number"
"00;01;22;13","00;01;23;24","39.0."
"00;01;23;24","00;01;24;07","The goal"
"00;01;24;07","00;01;24;27","is to"
"00;01;24;27","00;01;25;15","learn"
"00;01;25;15","00;01;25;28","and"
"00;01;25;28","00;01;27;01","discuss"
"00;01;27;01","00;01;27;09","this"
"00;01;27;09","00;01;27;17","really"
"00;01;27;17","00;01;27;28","awesome"
"00;01;27;28","00;01;28;23","paper"
"00;01;28;23","00;01;29;16","called"
"00;01;29;17","00;01;30;16","Morphogenesis"
"00;01;30;16","00;01;30;29","as"
"00;01;30;29","00;01;31;14","Bayesian"
"00;01;31;14","00;01;32;16","Inference"
"00;01;33;02","00;01;33;05","a"
"00;01;33;05","00;01;33;23","variational"
"00;01;33;23","00;01;34;06","approach"
"00;01;34;06","00;01;34;24","to to"
"00;01;34;24","00;01;35;06","pattern"
"00;01;35;06","00;01;35;26","formation"
"00;01;35;26","00;01;36;01","and"
"00;01;36;01","00;01;36;17","control"
"00;01;36;17","00;01;36;22","in"
"00;01;36;22","00;01;37;28","complex"
"00;01;37;28","00;01;38;22","biological"
"00;01;38;22","00;01;39;26","systems."
"00;01;39;26","00;01;40;03","It's"
"00;01;40;03","00;01;40;10","by"
"00;01;40;10","00;01;40;23","Franz"
"00;01;40;23","00;01;41;08","Kuechly"
"00;01;41;08","00;01;41;18","Carl"
"00;01;41;18","00;01;41;27","first"
"00;01;41;27","00;01;42;09","in"
"00;01;42;13","00;01;42;22","your"
"00;01;42;22","00;01;43;00","quick"
"00;01;43;00","00;01;43;21","your give"
"00;01;43;21","00;01;44;00","and"
"00;01;44;00","00;01;44;06","make"
"00;01;44;06","00;01;44;18","11"
"00;01;44;18","00;01;46;01","from 2020"
"00;01;46;01","00;01;46;10","and"
"00;01;46;10","00;01;46;16","just"
"00;01;46;16","00;01;46;20","like"
"00;01;46;20","00;01;46;26","all"
"00;01;46;26","00;01;46;29","the"
"00;01;46;29","00;01;47;06","dot"
"00;01;47;06","00;01;47;22","zero"
"00;01;47;22","00;01;48;10","videos"
"00;01;48;10","00;01;49;03","and"
"00;01;49;03","00;01;49;14","indeed"
"00;01;49;14","00;01;49;21","all"
"00;01;49;21","00;01;49;23","our"
"00;01;49;23","00;01;50;09","videos"
"00;01;50;09","00;01;50;19","it's"
"00;01;50;19","00;01;50;29","just"
"00;01;50;29","00;01;51;03","an"
"00;01;51;03","00;01;51;25","introduction"
"00;01;51;25","00;01;52;01","to"
"00;01;52;01","00;01;52;11","some of"
"00;01;52;11","00;01;52;20","these"
"00;01;52;20","00;01;53;08","ideas"
"00;01;53;08","00;01;53;15","it's"
"00;01;53;15","00;01;53;24","not a"
"00;01;53;24","00;01;54;22","review"
"00;01;54;22","00;01;54;29","or"
"00;01;54;29","00;01;55;00","a"
"00;01;55;00","00;01;55;10","final"
"00;01;55;10","00;01;55;24","word."
"00;01;56;11","00;01;56;17","That"
"00;01;56;17","00;01;56;23","being"
"00;01;56;23","00;01;57;03","said"
"00;01;57;03","00;01;57;08","we're"
"00;01;57;08","00;01;57;15","going"
"00;01;57;15","00;01;58;03","to go"
"00;01;58;03","00;01;58;19","over"
"00;01;58;19","00;01;59;07","the"
"00;01;59;07","00;01;59;28","aims"
"00;01;59;28","00;02;00;25","claims"
"00;02;00;25","00;02;01;19","abstract"
"00;02;01;19","00;02;02;08","roadmap"
"00;02;02;08","00;02;02;26","keyword"
"00;02;02;26","00;02;03;01","et"
"00;02;03;01","00;02;03;14","cetera"
"00;02;03;14","00;02;04;14","of the paper"
"00;02;04;14","00;02;04;20","and"
"00;02;04;20","00;02;05;15","then"
"00;02;05;16","00;02;05;28","with a"
"00;02;05;28","00;02;06;25","focus"
"00;02;06;25","00;02;07;08","on the"
"00;02;07;08","00;02;07;19","first"
"00;02;07;19","00;02;08;02","parts"
"00;02;08;02","00;02;08;08","of the"
"00;02;08;08","00;02;08;29","paper"
"00;02;08;29","00;02;09;08","and"
"00;02;09;08","00;02;09;16","less"
"00;02;09;16","00;02;09;26","so on"
"00;02;09;26","00;02;09;29","the"
"00;02;09;29","00;02;10;18","formalism"
"00;02;10;18","00;02;10;21","and"
"00;02;10;21","00;02;10;26","more"
"00;02;10;26","00;02;11;00","on"
"00;02;11;00","00;02;11;09","the big"
"00;02;11;09","00;02;11;22","ideas,"
"00;02;11;22","00;02;11;26","we're"
"00;02;11;26","00;02;12;02","going"
"00;02;12;02","00;02;12;13","to go"
"00;02;12;13","00;02;13;04","over"
"00;02;13;04","00;02;13;20","the paper"
"00;02;13;20","00;02;13;27","and"
"00;02;13;27","00;02;15;01","the figures"
"00;02;15;01","00;02;15;06","and"
"00;02;15;06","00;02;15;11","that"
"00;02;15;11","00;02;15;18","will"
"00;02;15;18","00;02;16;01","put us"
"00;02;16;01","00;02;16;06","in"
"00;02;16;06","00;02;16;19","a good"
"00;02;16;19","00;02;17;19","position"
"00;02;17;19","00;02;18;11","cognitively"
"00;02;18;11","00;02;18;23","or"
"00;02;18;23","00;02;19;24","morphologically,"
"00;02;19;24","00;02;20;10","we might even"
"00;02;20;10","00;02;20;29","say"
"00;02;21;00","00;02;21;26","for"
"00;02;21;26","00;02;22;00","the"
"00;02;22;00","00;02;22;17","discussions"
"00;02;22;17","00;02;22;23","in the"
