"Speaker Name","Start Time","End Time","Transcript"
"Speaker 1","00;00;27;18","00;00;56;13","All right. Hello. Welcome to Active Flower. Lifestream number 39.1. It's March 2nd. 20. 22. Welcome to the Acton flap. We're a participatory lab that is communicating, learning and practicing applied active inference This is recorded in an archived live stream. Please provide feedback so we can improve our work. All backgrounds and perspectives are welcome, and we'll follow good video etiquette for live streams."
"Speaker 1","00;00;57;23","00;01;32;19","To learn more about Acton Lab, go to active inference dot org We're here in active stream number 39.1. And we are learning and discussing this paper Morphogenesis as Bayesian Inference a variational approach to pattern formation and control in complex biological systems by couching first in your give and 11 from 20, 20 and we had a fun dot zero and time probably all individually going through the paper pretty much in 39 one."
"Speaker 1","00;01;32;19","00;01;53;17","We'll just kind of go over introductions and then can go to a blank page and just see where especially Steven and Blue want to raise any questions and also anyone can ask in the live shot. OK so we'll just do introduction. So I'm Daniel, I'm a researcher in California and I'll pass it to live."
"Speaker 2","00;01;57;00","00;02;02;01","I'm blue, I'm a researcher in New Mexico and I will pass it to Stiller."
"Speaker 3","00;02;03;16","00;02;19;08","Hello, I'm Steven Celente. I'm based in Toronto. I'm a server action researcher and practitioner in community development and participatory theater and I will pass it to Dean Good morning."
"Speaker 4","00;02;19;08","00;02;21;02","I'm Dean. I'm here in Calgary."
"Speaker 4","00;02;23;12","00;02;41;26","And not much to say other than I'm kind of looking forward to hearing what the Blue and Stephen have to add to this. This rather big math question and how that fits with morphology. So back to you, Dan, OK."
"Speaker 1","00;02;43;22","00;03;08;24","Well, if anyone wants to start with a specific question or figure or we can review just sort of the main points of the paper, like let's look at the roadmap. So what section where people like to enter in or have a question or idea related to or we can just go in."
"Speaker 4","00;03;10;27","00;03;35;17","So you wanted to talk about this and I wanted to talk about this. And it was it was this all section on the list action principle, which I think we both find quite interesting because. Yeah, why? And it led me to the question of is there is there something efficient about search, pull over somebody sort of passing along and sharing."
"Speaker 4","00;03;35;29","00;03;49;23","So I'm kind of curious what people think of that in terms of the math and the morphology all right."
"Speaker 1","00;03;50;04","00;03;54;16","This action, math morphology."
"Speaker 3","00;03;55;28","00;04;24;11","Stephen Yeah, I, I never could unpack a little bit more what they were saying there. I'm, I'm interested in some of the implications of that work around looking at the math and morphology as it scales from these what you might call smaller scales and we can already perceive often what's going on with morphogenesis is not something we can be consciously aware of a lot of the time."
"Speaker 3","00;04;24;11","00;05;07;15","However, who we are is built upon morphogenesis. So I'm very curious around how some of these first principles can be thought of as rolling now so we can talk about this action as being one way of approaching it, where people often think about and energy and efficiency of energy processes as being the root that everything will take, the more informational Asian influence, which is and learning that is implied by this without sort of distracting from the paper."
"Speaker 3","00;05;07;15","00;05;19;10","I'm curious about people's thoughts about what sort of implications that has for thinking about these bottom up ways of knowing."
"Speaker 1","00;05;27;21","00;05;28;12","OK, blue."
"Speaker 2","00;05;30;19","00;06;09;19","So I have some questions going back even to before this section in the paper talking about generalized flow. And it's really interesting just in light of the paper that's coming up in number 40 but but here in it, we see that this is like a spatial like we're talking about spatial motion here or like the foundation for the way that they model morphogenesis is, you know, positions of particles through space and time."
"Speaker 2","00;06;10;05","00;06;43;20","And I just I just wonder, like we have a time evolution here and we're talking about motion in space, but could we do the reverse and talk about like a space evolution in terms of time, like in terms of like can we invert space and time here? So that's just it's something that I was curious about if it's possible or mathematically illegal or why am I even thinking like that?"
