"Start Time","End Time","Transcript"
"00;00;27;18","00;00;27;22","All"
"00;00;27;22","00;00;28;10","right."
"00;00;29;01","00;00;29;13","Hello."
"00;00;29;13","00;00;29;24","Welcome"
"00;00;29;24","00;00;30;06","to"
"00;00;30;06","00;00;30;18","Active"
"00;00;30;18","00;00;31;02","Flower."
"00;00;31;02","00;00;31;17","Lifestream"
"00;00;31;17","00;00;31;24","number"
"00;00;31;24","00;00;33;04","39.1."
"00;00;33;04","00;00;33;22","It's"
"00;00;33;23","00;00;34;24","March 2nd."
"00;00;34;24","00;00;35;06","20."
"00;00;35;06","00;00;36;05","22."
"00;00;37;06","00;00;37;16","Welcome"
"00;00;37;16","00;00;37;28","to the"
"00;00;37;28","00;00;38;07","Acton"
"00;00;38;07","00;00;38;26","flap."
"00;00;38;26","00;00;39;02","We're"
"00;00;39;02","00;00;39;03","a"
"00;00;39;03","00;00;39;24","participatory"
"00;00;39;24","00;00;40;04","lab"
"00;00;40;04","00;00;40;15","that is"
"00;00;40;15","00;00;41;03","communicating,"
"00;00;41;03","00;00;41;13","learning"
"00;00;41;13","00;00;41;16","and"
"00;00;41;16","00;00;42;03","practicing"
"00;00;42;03","00;00;42;20","applied"
"00;00;42;20","00;00;43;00","active"
"00;00;43;00","00;00;43;29","inference"
"00;00;44;26","00;00;45;05","This is"
"00;00;45;05","00;00;45;22","recorded"
"00;00;45;22","00;00;45;29","in an"
"00;00;45;29","00;00;46;11","archived"
"00;00;46;11","00;00;46;17","live"
"00;00;46;17","00;00;47;07","stream."
"00;00;47;08","00;00;47;17","Please"
"00;00;47;17","00;00;47;26","provide"
"00;00;47;26","00;00;48;09","feedback"
"00;00;48;09","00;00;48;13","so"
"00;00;48;13","00;00;48;20","we can"
"00;00;48;20","00;00;49;01","improve"
"00;00;49;01","00;00;49;07","our"
"00;00;49;07","00;00;49;27","work."
"00;00;50;22","00;00;50;28","All"
"00;00;50;28","00;00;51;17","backgrounds"
"00;00;51;17","00;00;51;20","and"
"00;00;51;20","00;00;52;07","perspectives"
"00;00;52;07","00;00;52;10","are"
"00;00;52;10","00;00;52;23","welcome,"
"00;00;52;23","00;00;53;01","and"
"00;00;53;01","00;00;53;05","we'll"
"00;00;53;05","00;00;53;15","follow"
"00;00;53;15","00;00;54;06","good"
"00;00;54;09","00;00;54;18","video"
"00;00;54;18","00;00;55;06","etiquette"
"00;00;55;06","00;00;55;20","for"
"00;00;55;20","00;00;55;28","live"
"00;00;55;28","00;00;56;27","streams."
"00;00;57;23","00;00;57;27","To"
"00;00;57;27","00;00;58;03","learn"
"00;00;58;03","00;00;58;07","more"
"00;00;58;07","00;00;58;18","about"
"00;00;58;18","00;00;59;03","Acton"
"00;00;59;03","00;00;59;11","Lab,"
"00;00;59;11","00;00;59;22","go to"
"00;00;59;22","00;01;00;05","active"
"00;01;00;05","00;01;00;17","inference"
"00;01;00;17","00;01;00;26","dot"
"00;01;00;26","00;01;01;17","org"
"00;01;03;08","00;01;03;14","We're"
"00;01;03;14","00;01;03;22","here"
"00;01;03;22","00;01;04;11","in"
"00;01;04;11","00;01;04;25","active"
"00;01;04;25","00;01;05;06","stream"
"00;01;05;06","00;01;05;13","number"
"00;01;05;13","00;01;06;25","39.1."
"00;01;06;25","00;01;07;06","And we"
"00;01;07;06","00;01;07;14","are"
"00;01;07;14","00;01;07;24","learning"
"00;01;07;24","00;01;07;26","and"
"00;01;07;26","00;01;08;16","discussing"
"00;01;08;16","00;01;08;23","this"
"00;01;08;23","00;01;09;18","paper"
"00;01;10;00","00;01;10;27","Morphogenesis"
"00;01;10;27","00;01;11;07","as"
"00;01;11;07","00;01;11;20","Bayesian"
"00;01;11;20","00;01;12;15","Inference"
"00;01;12;15","00;01;12;18","a"
"00;01;12;18","00;01;13;06","variational"
"00;01;13;06","00;01;13;18","approach"
"00;01;13;18","00;01;13;22","to"
"00;01;13;22","00;01;14;03","pattern"
"00;01;14;03","00;01;14;17","formation"
"00;01;14;17","00;01;14;19","and"
"00;01;14;19","00;01;15;02","control"
"00;01;15;05","00;01;15;20","complex"
"00;01;15;20","00;01;16;22","biological systems"
"00;01;16;22","00;01;17;06","by"
"00;01;17;06","00;01;17;23","couching"
"00;01;17;23","00;01;18;03","first"
"00;01;18;03","00;01;18;15","in"
"00;01;18;16","00;01;18;24","your"
"00;01;18;24","00;01;19;04","give"
"00;01;19;04","00;01;19;24","and 11"
"00;01;19;24","00;01;20;00","from"
"00;01;20;00","00;01;21;07","20, 20"
"00;01;21;14","00;01;22;05","and"
"00;01;22;05","00;01;22;18","we had"
"00;01;22;18","00;01;24;07","a fun"
"00;01;24;07","00;01;24;17","dot"
"00;01;24;17","00;01;25;10","zero"
"00;01;25;10","00;01;26;00","and"
"00;01;26;00","00;01;26;13","time"
"00;01;26;13","00;01;26;25","probably"
"00;01;26;25","00;01;27;03","all"
"00;01;27;03","00;01;27;28","individually"
"00;01;27;28","00;01;28;06","going"
"00;01;28;06","00;01;28;27","through"
"00;01;28;27","00;01;29;29","the paper"
"00;01;30;04","00;01;30;12","pretty"
"00;01;30;12","00;01;30;23","much"
"00;01;30;23","00;01;31;22","in"
"00;01;31;25","00;01;32;11","39"
"00;01;32;11","00;01;32;19","one."
"00;01;32;19","00;01;32;23","We'll"
"00;01;32;23","00;01;33;00","just"
"00;01;33;00","00;01;33;06","kind"
"00;01;33;06","00;01;33;27","of go"
"00;01;33;27","00;01;34;06","over"
"00;01;34;06","00;01;34;25","introductions"
"00;01;34;25","00;01;35;00","and"
"00;01;35;00","00;01;35;13","then"
"00;01;35;13","00;01;35;26","can go"
"00;01;35;26","00;01;36;26","to a"
"00;01;36;26","00;01;37;24","blank"
"00;01;37;24","00;01;38;17","page"
"00;01;38;17","00;01;38;23","and"
"00;01;38;23","00;01;39;00","just"
"00;01;39;00","00;01;39;10","see"
"00;01;39;10","00;01;39;22","where"
"00;01;39;22","00;01;40;09","especially"
"00;01;40;09","00;01;41;11","Steven"
"00;01;41;16","00;01;41;21","and"
"00;01;41;21","00;01;41;28","Blue"
"00;01;41;28","00;01;42;03","want"
"00;01;42;03","00;01;42;14","to"
"00;01;42;14","00;01;42;22","raise"
"00;01;42;22","00;01;42;26","any"
"00;01;42;26","00;01;43;11","questions"
"00;01;43;11","00;01;43;15","and"
"00;01;43;15","00;01;43;24","also"
"00;01;43;24","00;01;44;06","anyone"
"00;01;44;06","00;01;44;14","can"
"00;01;44;14","00;01;44;23","ask"
"00;01;44;23","00;01;44;27","in the"
"00;01;44;27","00;01;45;02","live"
"00;01;45;02","00;01;45;18","shot."
"00;01;45;24","00;01;47;13","OK so"
"00;01;47;13","00;01;47;19","we'll"
"00;01;47;19","00;01;47;26","just"
"00;01;47;26","00;01;48;02","do"
"00;01;48;02","00;01;48;21","introduction."
"00;01;48;21","00;01;49;15","So I'm"
"00;01;49;15","00;01;49;29","Daniel,"
"00;01;49;29","00;01;50;15","I'm a"
"00;01;50;15","00;01;51;01","researcher"
"00;01;51;01","00;01;51;04","in"
"00;01;51;04","00;01;51;25","California"
"00;01;51;25","00;01;52;02","and"
"00;01;52;02","00;01;52;06","I'll"
"00;01;52;06","00;01;52;16","pass"
"00;01;52;16","00;01;53;09","it to"
"00;01;53;09","00;01;53;17","live."
"00;01;57;00","00;01;57;06","I'm"
"00;01;57;06","00;01;57;17","blue,"
"00;01;57;17","00;01;57;22","I'm a"
"00;01;57;22","00;01;58;15","researcher"
"00;01;58;15","00;01;59;04","in New"
"00;01;59;04","00;01;59;24","Mexico"
"00;01;59;24","00;02;00;09","and"
"00;02;00;09","00;02;00;20","I will"
"00;02;00;20","00;02;01;02","pass it"
"00;02;01;02","00;02;01;17","to"
"00;02;01;17","00;02;02;16","Stiller."
"00;02;03;16","00;02;04;07","Hello,"
"00;02;04;07","00;02;04;16","I'm"
"00;02;04;16","00;02;04;27","Steven"
"00;02;04;27","00;02;05;09","Celente."
"00;02;05;09","00;02;05;18","I'm"
"00;02;05;18","00;02;05;28","based"
"00;02;05;28","00;02;06;01","in"
"00;02;06;01","00;02;07;09","Toronto."
"00;02;07;09","00;02;07;16","I'm a"
"00;02;07;16","00;02;08;13","server"
"00;02;09;14","00;02;09;25","action"
"00;02;09;25","00;02;10;23","researcher"
"00;02;10;23","00;02;11;07","and"
"00;02;11;07","00;02;12;00","practitioner"
"00;02;12;00","00;02;12;05","in"
"00;02;12;05","00;02;12;17","community"
"00;02;12;17","00;02;13;04","development"
"00;02;13;04","00;02;13;08","and"
"00;02;13;08","00;02;13;26","participatory"
"00;02;13;26","00;02;14;20","theater"
"00;02;14;20","00;02;15;07","and I"
"00;02;15;07","00;02;15;10","will"
"00;02;15;10","00;02;15;19","pass"
"00;02;15;19","00;02;15;22","it"
"00;02;15;22","00;02;15;27","to"
"00;02;15;27","00;02;16;27","Dean"
"00;02;18;24","00;02;18;28","Good"
"00;02;18;28","00;02;19;08","morning."
"00;02;19;08","00;02;19;22","I'm"
"00;02;19;22","00;02;20;01","Dean."
"00;02;20;01","00;02;20;05","I'm"
"00;02;20;05","00;02;20;11","here"
"00;02;20;11","00;02;21;24","in Calgary."
"00;02;23;12","00;02;24;01","And"
"00;02;24;01","00;02;24;17","not much"
"00;02;24;17","00;02;25;00","to say"
"00;02;25;00","00;02;25;07","other"
"00;02;25;07","00;02;25;12","than"
"00;02;25;12","00;02;25;20","I'm"
"00;02;25;21","00;02;25;27","kind"
"00;02;25;27","00;02;25;29","of"
"00;02;25;29","00;02;26;07","looking"
"00;02;26;07","00;02;26;17","forward"
"00;02;26;17","00;02;26;24","to"
"00;02;26;27","00;02;27;07","hearing"
"00;02;27;07","00;02;27;29","what"
"00;02;28;25","00;02;29;06","the Blue"
