key	relevance
Pets>Birds	1.0
Hobbies&Interests>Birdwatching	0.7553027272224426
MedicalHealth>DiseasesAndConditions>EyeAndVisionConditions	0.6381234526634216
MusicAndAudio	0.46607547998428345
Technology&Computing>ArtificialIntelligence	0.34850436449050903
Education>LanguageLearning	0.2614513039588928
Technology&Computing>Computing>ComputerSoftwareAndApplications>DigitalAudio	0.22336234152317047
Technology&Computing>Computing>DataStorageAndWarehousing	0.18350812792778015
Technology&Computing>Computing>ProgrammingLanguages	0.15964698791503906
Science>Genetics	0.15463390946388245
Science>BiologicalSciences	0.14369863271713257
Science>Geography	0.1358175128698349
BusinessAndFinance>Business>ExecutiveLeadership&Management	0.11880650371313095
FamilyAndRelationships>Parenting>AdoptionAndFostering	0.10619605332612991
Science>Physics	0.10528697818517685
MedicalHealth>MedicalTests	0.10184503346681595
Hobbies&Interests>ContentProduction>AudioProduction	0.10179394483566284
Education>OnlineEducation	0.09705206006765366
Pets>Reptiles	0.09411144256591797
Hobbies&Interests>ContentProduction	0.08625328540802002
