key	relevance
Religion&Spirituality>Spirituality	1.0
Religion&Spirituality>Buddhism	0.48692798614501953
Style&Fashion>BodyArt	0.4141843616962433
Hobbies&Interests>ParanormalPhenomena	0.21323664486408234
Religion&Spirituality	0.17745165526866913
HealthyLiving>Wellness>AlternativeMedicine>HolisticHealth	0.13782261312007904
Technology&Computing>ArtificialIntelligence	0.13351701200008392
MedicalHealth>DiseasesAndConditions>BrainAndNervousSystemDisorders	0.12512919306755066
MedicalHealth>DiseasesAndConditions>SleepDisorders	0.10629807412624359
HealthyLiving>Wellness>AlternativeMedicine	0.089695505797863
MedicalHealth>DiseasesAndConditions>MentalHealth	0.07290707528591156
Technology&Computing>VirtualReality	0.0675220936536789
HealthyLiving>Wellness>PhysicalTherapy	0.05334477499127388
Science	0.046930257230997086
Style&Fashion>Beauty	0.0424065962433815
Religion&Spirituality>Agnosticism	0.040806837379932404
Hobbies&Interests>ContentProduction>FreelanceWriting	0.04030558094382286
FamilyAndRelationships>Bereavement	0.038711704313755035
Science>BiologicalSciences	0.038524676114320755
BooksAndLiterature>Biographies	0.03563870117068291
