start	end	relevance	label
4770	38510	0.047989048063755035	Technology&Computing>Computing>ProgrammingLanguages
4770	38510	0.03104582615196705	Technology&Computing>Computing>ComputerSoftwareAndApplications>Databases
4770	38510	0.005471027921885252	Technology&Computing>Computing>DataStorageAndWarehousing
4770	38510	0.0012843876611441374	Science>Physics
4770	38510	0.0009211404249072075	Technology&Computing>Computing
4770	38510	0.0004918458289466798	Technology&Computing>Computing>ComputerSoftwareAndApplications>3-DGraphics
4770	38510	0.0004190962063148618	Science>Chemistry
4770	38510	0.00033653786522336304	Science
4770	38510	0.00021977121650706977	Technology&Computing>Computing>ComputerSoftwareAndApplications>OperatingSystems
4770	38510	0.00014687863586004823	Technology&Computing>Computing>ComputerNetworking
40130	55940	0.06894917786121368	Hobbies&Interests>ParanormalPhenomena
40130	55940	0.0523093044757843	Religion&Spirituality>Astrology
40130	55940	0.014501064084470272	Science
40130	55940	0.004211790394037962	Technology&Computing>ArtificialIntelligence
40130	55940	0.0023753060959279537	Technology&Computing>Computing>Internet>SocialNetworking
40130	55940	0.001352412044070661	Science>SpaceAndAstronomy
40130	55940	0.001324929646216333	Hobbies&Interests>ContentProduction
40130	55940	0.0009419759153388441	PersonalFinance>PersonalInvesting
40130	55940	0.0006571148405782878	NewsAndPolitics>Politics>PoliticalIssues
40130	55940	0.0006442260346375406	MedicalHealth>DiseasesAndConditions>EyeAndVisionConditions
56470	72694	0.3583221137523651	Technology&Computing>Computing>ProgrammingLanguages
56470	72694	0.0607721321284771	Technology&Computing>Computing>ComputerSoftwareAndApplications>Databases
56470	72694	0.007676251698285341	Technology&Computing>Computing>DataStorageAndWarehousing
56470	72694	0.003241965314373374	Science
56470	72694	0.002484007040038705	Technology&Computing>Computing
56470	72694	0.0020345179364085197	Science>Physics
56470	72694	0.0010223141871392727	Technology&Computing>ArtificialIntelligence
56470	72694	0.0009666326222941279	Technology&Computing>Computing>ComputerSoftwareAndApplications>3-DGraphics
56470	72694	0.0007599525852128863	Science>Genetics
56470	72694	0.0007530986913479865	Hobbies&Interests>GamesAndPuzzles
72812	84074	0.018623117357492447	Technology&Computing>Computing>ProgrammingLanguages
72812	84074	0.005149304401129484	Science
72812	84074	0.004817194305360317	FineArt>Design
72812	84074	0.004475446883589029	Technology&Computing>ArtificialIntelligence
72812	84074	0.001901006093248725	Hobbies&Interests>GamesAndPuzzles>RoleplayingGames
72812	84074	0.0017569921910762787	Technology&Computing>Computing>DataStorageAndWarehousing
72812	84074	0.0016331581864506006	VideoGaming>VideoGameGenres>SimulationVideoGames
72812	84074	0.0015142441261559725	Hobbies&Interests>GamesAndPuzzles
72812	84074	0.0013329325011000037	VideoGaming>VideoGameGenres>EducationalVideoGames
72812	84074	0.0013002506457269192	Education>EducationalAssessment
84122	114870	0.9960151314735413	Technology&Computing>ArtificialIntelligence
84122	114870	0.010049507953226566	Technology&Computing>Computing
84122	114870	0.007262323517352343	Technology&Computing>Computing>ProgrammingLanguages
84122	114870	0.004430255386978388	Technology&Computing
84122	114870	0.002011573873460293	Technology&Computing>Robotics
84122	114870	0.0012843221193179488	Automotive>AutoType>DriverlessCars
84122	114870	0.0008413345203734934	Science
84122	114870	0.0007884927908889949	Hobbies&Interests>GamesAndPuzzles
84122	114870	0.0005677195149473846	VideoGaming>VideoGameGenres>SimulationVideoGames
84122	114870	0.00046636367915198207	Science>Physics
114940	136030	0.8029276132583618	Technology&Computing>ArtificialIntelligence
114940	136030	0.009777272120118141	Hobbies&Interests>ParanormalPhenomena
114940	136030	0.007407178170979023	Science
114940	136030	0.003804237814620137	FamilyAndRelationships>Parenting>ParentingChildrenAged4-11
114940	136030	0.0014783249935135245	FamilyAndRelationships>Parenting>ParentingBabiesAndToddlers
114940	136030	0.0012298432411625981	Technology&Computing
114940	136030	0.0010387562215328217	MedicalHealth>DiseasesAndConditions>EyeAndVisionConditions
114940	136030	0.0009000920108519495	Religion&Spirituality>Astrology
114940	136030	0.0008850881713442504	MedicalHealth>DiseasesAndConditions>BrainAndNervousSystemDisorders
114940	136030	0.00037164840614423156	Technology&Computing>Computing
136530	160774	0.6518431305885315	Technology&Computing>ArtificialIntelligence
136530	160774	0.01420318428426981	Technology&Computing>Robotics
136530	160774	0.011021020822227001	Science
136530	160774	0.004198446404188871	Science>Physics
136530	160774	0.003332198830321431	Technology&Computing>Computing
136530	160774	0.001901585259474814	Technology&Computing>Computing>Internet>InternetOfThings
136530	160774	0.001519127981737256	Hobbies&Interests>ParanormalPhenomena
