docLabel	sp	myTime	myTimeDisplay	myTimeSRT
ma006-1	A	4770	00:04	00:00:04,766
ma006-1	A	3107510	51:47	00:51:47,802
ma006-1	A	3488590	58:08	00:58:08,141
ma006-1	A	3855410	1:04:15	01:04:15,323
ma006-1	A	4155348	1:09:15	01:09:15,023
ma006-1	A	4770070	1:19:30	01:19:30,057
ma006-1	A	5024250	1:23:44	01:23:44,287
ma006-1	A	5214630	1:26:54	01:26:54,459
ma006-1	B	41972	00:41	00:00:41,293
ma006-1	B	3257428	54:17	00:54:17,934
ma006-1	B	3494510	58:14	00:58:14,147
ma006-1	B	3674390	1:01:14	01:01:14,937
ma006-1	B	3946590	1:05:46	01:05:46,175
ma006-1	B	4219496	1:10:19	01:10:19,604
ma006-1	B	4581690	1:16:21	01:16:21,866
ma006-1	B	4698464	1:18:18	01:18:18,914
ma006-1	B	4898270	1:21:38	01:21:38,173
ma006-1	B	5015112	1:23:35	01:23:35,278
ma006-1	B	5179190	1:26:19	01:26:19,424
ma006-1	B	5221880	1:27:01	01:27:01,460
ma006-1	C	3122170	52:02	00:52:02,811
ma006-1	C	3585710	59:45	00:59:45,232
ma006-1	C	4433690	1:13:53	01:13:53,566
ma006-1	C	4625610	1:17:05	01:17:05,246
ma006-1	C	4815430	1:20:15	01:20:15,096
ma006-1	C	4935310	1:22:15	01:22:15,204
