key	relevance
Science>Physics	1.0
Technology&Computing>ArtificialIntelligence	0.7522358894348145
Technology&Computing>Computing>ProgrammingLanguages	0.45755401253700256
Hobbies&Interests>ArtsAndCrafts>DrawingAndSketching	0.24161024391651154
Technology&Computing>Computing>ComputerNetworking	0.1887422800064087
Science>SpaceAndAstronomy	0.18122880160808563
Technology&Computing>Computing>ComputerSoftwareAndApplications>3-DGraphics	0.155014768242836
Science	0.15365774929523468
BusinessAndFinance>Industries>PowerAndEnergyIndustry	0.13536591827869415
Technology&Computing>Computing	0.09573305398225784
PersonalFinance>HomeUtilities>GasAndElectric	0.08814053237438202
FineArt	0.0856277272105217
NewsAndPolitics>Weather	0.08169866353273392
Technology&Computing>Computing>ComputerSoftwareAndApplications>Databases	0.06355602294206619
FineArt>DigitalArts	0.06308526545763016
PersonalFinance>Insurance>LifeInsurance	0.05860963091254234
Pets>Cats	0.05840484797954559
FineArt>Design	0.057998474687337875
Style&Fashion>Beauty	0.056413836777210236
Hobbies&Interests>ParanormalPhenomena	0.05635063722729683
