"Start Time","End Time","Transcript"
"00;00;00;02","00;00;01;06","Some questions that we had"
"00;00;01;06","00;00;02;12","from the zero."
"00;00;02;12","00;00;04;28","But also new questions arising."
"00;00;04;28","00;00;06;21","So we'll just start with an introduction"
"00;00;06;21","00;00;07;16","and saying hello"
"00;00;07;16","00;00;08;27","and then it will be awesome"
"00;00;08;27","00;00;10;04","to hear the authors"
"00;00;10;04","00;00;12;07","initial contextualization."
"00;00;12;07","00;00;13;12","So I'm Daniel."
"00;00;13;12","00;00;15;05","I'm a researcher in California."
"00;00;15;05","00;00;16;15","And as explored"
"00;00;16;15","00;00;19;02","a little bit in the dot zero with Sid,"
"00;00;19;16","00;00;20;20","there's a few places"
"00;00;20;20","00;00;22;25","that we were super curious about,"
"00;00;22;26","00;00;23;24","ranging from"
"00;00;23;24","00;00;26;23","how does one go from a phenomena"
"00;00;26;23","00;00;27;29","that they want to model,"
"00;00;27;29","00;00;29;08","like navigation"
"00;00;29;08","00;00;32;04","to the analytical equations,"
"00;00;32;04","00;00;32;29","and how is that"
"00;00;32;29","00;00;34;03","related to active inference"
"00;00;34;03","00;00;35;08","and the free energy principle?"
"00;00;35;08","00;00;35;15","And then"
"00;00;35;15","00;00;36;00","how do we go"
"00;00;36;00","00;00;38;21","from that analytical formulation?"
"00;00;39;12","00;00;42;05","To the actual gigabyte of video data"
"00;00;42;05","00;00;43;28","and the real time sensing in action."
"00;00;43;28","00;00;46;03","So a lot of exciting topics"
"00;00;46;03","00;00;47;12","and all paths to blue"
"00;00;49;12","00;00;50;02","I am blue."
"00;00;50;02","00;00;52;03","I'm a researcher in New Mexico,"
"00;00;52;03","00;00;53;22","and this paper was"
"00;00;53;22","00;00;55;19","kind of way over my head"
"00;00;55;19","00;00;56;16","for a lot of reasons."
"00;00;56;16","00;00;57;10","It's just so far"
"00;00;57;10","00;00;59;09","out of what I normally do"
"00;00;59;09","00;01;01;19","but I have some questions related"
"00;01;01;19","00;01;03;27","to the hierarchical modeling"
"00;01;03;27","00;01;06;10","and how that is kind of used and"
"00;01;07;08","00;01;09;09","how that can be related"
"00;01;09;09","00;01;10;17","or cannot be related"
"00;01;10;17","00;01;12;17","to maybe biological systems"
"00;01;13;02","00;01;14;23","that model in a hierarchical way."
"00;01;14;23","00;01;17;25","Similarly, and I'll pass it off to Adam"
"00;01;17;25","00;01;19;11","I guess if you want to start"
"00;01;19;11","00;01;21;02","or introduce yourself then"
"00;01;21;02","00;01;23;06","and you guys can take it away"
"00;01;24;12","00;01;25;28","Hi, I'm Adam."
"00;01;25;28","00;01;28;18","I'm a systems neuroscientist who's"
"00;01;29;18","00;01;32;29","currently a research fellow at the Johns"
"00;01;32;29","00;01;33;23","Hopkins Center"
"00;01;33;23","00;01;34;29","for Psychedelics"
"00;01;34;29","00;01;37;15","and Consciousness Research"
"00;01;37;27","00;01;39;06","I've been collaborating with Tim and"
"00;01;39;06","00;01;41;28","Ozone and others on trying to"
"00;01;43;14","00;01;44;18","understand the nature"
"00;01;44;18","00;01;46;19","of navigation and"
"00;01;48;09","00;01;49;05","nature and the ways"
"00;01;49;05","00;01;49;15","in which"
"00;01;49;15","00;01;50;25","the hippocampal"
"00;01;50;25","00;01;52;01","and end to renal system"
"00;01;52;01","00;01;53;14","might be relevant"
"00;01;53;14","00;01;54;21","and the ways in which"
"00;01;54;21","00;01;55;15","this could be used"
"00;01;55;15","00;01;58;15","as a means of understanding"
"00;01;58;15","00;02;00;11","thought more generally."
"00;02;00;11","00;02;03;02","And it's been"
"00;02;03;14","00;02;05;16","awesome and slightly intimidating,"
"00;02;05;16","00;02;07;04","except Tim is awesome."
"00;02;07;04","00;02;09;27","So that's made it less intimidating."
"00;02;13;08","00;02;14;16","The lab brings it to me."
"00;02;14;16","00;02;15;22","Scientists"
"00;02;15;28","00;02;17;15","and their computer scientists"
"00;02;17;15","00;02;19;24","roboticists have gone to university"
"00;02;20;09","00;02;21;20","and we haven't subscribed"
"00;02;21;20","00;02;23;27","to the active inference formalism to"
"00;02;24;13","00;02;25;24","try to make"
"00;02;25;27","00;02;28;18","the selection more intelligent."
"00;02;28;29","00;02;30;18","But this paper."
"00;02;30;18","00;02;33;26","Well, I think one of our"
"00;02;33;26","00;02;36;16","major accomplishments last year"
"00;02;37;08","00;02;39;06","recently deliberation with the Edinburgh"
"00;02;39;06","00;02;42;03","based, we look at the problem from"
"00;02;43;04","00;02;45;17","navigation, from from different angles"
"00;02;45;17","00;02;48;29","ranging from active inference modeling"
"00;02;49;22","00;02;51;23","to an actual implementation"
"00;02;52;07","00;02;53;05","on a real robot."
"00;02;54;07","00;02;56;14","And at the same time looking at"
"00;02;56;28","00;03;00;29","how could this work in an actual brain"
"00;03;00;29","00;03;04;05","or model relations"
"00;03;04;05","00;03;05;10","and the synergies there."
"00;03;05;10","00;03;08;10","So it's really exciting"
"00;03;08;10","00;03;10;18","to get this paper out."
"00;03;10;18","00;03;13;29","But also this was just getting started."
"00;03;14;01","00;03;16;06","I'd say that it was basically our first"
"00;03;18;10","00;03;20;14","artifact that we published."
"00;03;20;22","00;03;20;29","We had"
"00;03;20;29","00;03;22;01","another run"
"00;03;22;01","00;03;24;03","together with Adam in the works"
"00;03;25;05","00;03;27;15","and yeah, I'm pretty sure"
"00;03;27;17","00;03;29;05","that we will continue this endeavor"
"00;03;29;05","00;03;31;14","for quite some time longer."
"00;03;31;17","00;03;33;15","So we're all just"
"00;03;33;15","00;03;34;20","only just getting started."
"00;03;34;20","00;03;36;22","So that being said,"
"00;03;38;01","00;03;39;13","probably a lot of the questions"
"00;03;39;13","00;03;42;16","are also still questions for us there"
"00;03;42;16","00;03;45;07","to see what extent we can give"
"00;03;45;07","00;03;46;03","an answer."
"00;03;46;03","00;03;48;04","As of today, already"
"00;03;49;01","00;03;49;20","awesome."
"00;03;49;20","00;03;50;08","Well,"
"00;03;50;08","00;03;53;21","we can start with this sort of triad"
"00;03;53;21","00;03;55;27","that is highlighted in the paper"
"00;03;57;03","00;03;58;04","and Adam, you said"
"00;03;58;04","00;03;58;10","it as"
"00;03;58;10","00;04;00;20","understanding the basis of navigation."
"00;04;00;20","00;04;02;04","And we have these three"
"00;04;02;04","00;04;04;19","legs to the stool, kind of three threads"
"00;04;04;19","00;04;06;10","that intertwine in the paper"
"00;04;06;10","00;04;07;04","with it"
"00;04;07;04","00;04;09;23","analytical formulation of navigation,"
"00;04;10;03","00;04;11;08","which is what Blue mentioned"
"00;04;11;08","00;04;13;08","with a hierarchical generative model"
"00;04;13;26","00;04;16;28","and the implementation in robotic"
"00;04;16;28","00;04;19;00","and in biological systems."
"00;04;19;07","00;04;21;13","So maybe a first question is"
"00;04;21;13","00;04;24;00","how has this intersection"
"00;04;24;13","00;04;26;26","of modeling navigation"
"00;04;26;26","00;04;28;15","with robotics and biology"
"00;04;28;15","00;04;30;02","been conceptualized?"
"00;04;30;02","00;04;31;09","And what brought you"
"00;04;31;09","00;04;33;16","to apply active inference in this way?"
"00;04;33;16","00;04;35;10","And what does it add"
"00;04;45;03","00;04;46;25","you should go first"
"00;04;49;13","00;04;49;27","though."
"00;04;51;11","00;04;53;07","So maybe my perspective here"
"00;04;53;07","00;04;53;27","is that"
"00;04;56;16","00;04;58;24","we basically got started from"
"00;05;00;02","00;05;01;20","from a robotics perspective,"
"00;05;01;20","00;05;04;23","like looking at the navigation problem"
"00;05;05;05","00;05;06;15","and looking at the"
"00;05;06;15","00;05;08;24","the ways that it's being solved"
"00;05;08;24","00;05;09;13","right now"
"00;05;10;18","00;05;13;01","and implemented right now."
"00;05;13;01","00;05;14;00","And at the same time,"
"00;05;14;00","00;05;16;28","we already have quite some experience"
"00;05;17;03","00;05;19;03","with active inference, but more like,"
"00;05;20;08","00;05;22;12","oh, yeah, simpler"
"00;05;22;12","00;05;25;14","problems, let's say, or first"
"00;05;25;14","00;05;27;22","or first experiments or more on"
"00;05;27;22","00;05;28;19","these kind of"
"00;05;28;23","00;05;30;11","mountain core"
"00;05;30;11","00;05;32;22","environments or smooth core research."
"00;05;33;05","00;05;35;09","But it will always our goal to kind of"
"00;05;35;09","00;05;37;29","drive skills up through"
"00;05;37;29","00;05;39;25","the real world robots."
"00;05;39;25","00;05;41;01","And so"
"00;05;42;27","00;05;44;15","we got started by"
"00;05;44;15","00;05;46;20","drawing and seeing parallels between"
"00;05;47;18","00;05;50;01","current civilizations out there."
"00;05;50;01","00;05;52;16","And that seemed to match with"
"00;05;53;10","00;05;55;10","how we would look at it"
"00;05;55;10","00;05;57;21","from an active inference perspective"
"00;05;57;21","00;06;01;00","and kind of work our way from both ways."
"00;06;01;00","00;06;01;28","So on the one hand,"
"00;06;01;28","00;06;04;08","try to get some implementation running"
"00;06;04;08","00;06;05;23","and on the other hand,"
"00;06;05;23","00;06;07;11","seeing how we could"
"00;06;07;11","00;06;08;12","formalize it"
"00;06;08;12","00;06;10;17","and actually made the math work."
"00;06;10;28","00;06;12;07","In the case of inference framework."
"00;06;13;10","00;06;14;05","And"
"00;06;15;02","00;06;15;27","what we found out"
"00;06;15;27","00;06;18;05","was that actually the best matching"
"00;06;19;22","00;06;21;23","implementation from a robotics"
"00;06;21;23","00;06;23;07","perspective was actually one"
"00;06;23;07","00;06;25;19","that was quite bio inspired."
"00;06;25;19","00;06;27;24","So it was basically the lab model"
"00;06;27;24","00;06;30;13","from Seattle where they had these"
"00;06;31;06","00;06;32;17","heavy inspiration from grid"
"00;06;32;17","00;06;34;25","cells, these cells and these things."
"00;06;35;13","00;06;37;18","And of course,"
"00;06;37;18","00;06;39;08","it was not really a surprise"
"00;06;39;08","00;06;40;18","given the fact"
"00;06;40;18","00;06;41;20","how active inference"
"00;06;41;20","00;06;44;00","is also grounded in neuroscience."
"00;06;44;15","00;06;44;29","And so that's"
"00;06;44;29","00;06;47;09","where we reached out to to them"
"00;06;48;21","00;06;51;01","to basically show off like a big"
"00;06;51;01","00;06;53;03","this is our trajectory,"
"00;06;53;22","00;06;55;05","this is our plan,"
"00;06;55;05","00;06;56;28","this is our current implementation."
"00;06;56;28","00;06;58;07","Then how do you think"
"00;06;58;07","00;07;00;28","the math could work"
"00;07;02;08","00;07;04;10","and then, Adam,"
"00;07;04;10","00;07;06;22","with this infinite knowledge"
"00;07;06;22","00;07;09;13","of how the"
"00;07;10;11","00;07;11;28","this could work in the range of"
"00;07;11;28","00;07;13;18","like all kind of forms was like, okay,"
"00;07;13;18","00;07;14;15","but this is interesting"
"00;07;14;15","00;07;16;16","because what you implemented here"
"00;07;16;16","00;07;17;19","is actually"
"00;07;17;27","00;07;18;18","a lot for local"
"00;07;18;18","00;07;19;25","like this kind of system."
"00;07;19;25","00;07;20;29","And what you're doing here"
"00;07;20;29","00;07;21;28","is actually"
"00;07;21;28","00;07;23;21","very much like these kind of things."
"00;07;23;21","00;07;25;01","And then we just set up"
"00;07;25;01","00;07;26;11","let's begin"
"00;07;26;11","00;07;29;02","this further and we basically"
"00;07;29;26","00;07;31;20","stole this on curving out"
"00;07;33;25","00;07;35;27","becoming like, OK, if this is"
"00;07;36;04","00;07;37;05","how it's done in the brain,"
"00;07;37;05","00;07;38;09","then maybe we can make something"
"00;07;38;09","00;07;40;13","more similar in the models"
"00;07;40;13","00;07;41;18","or in the implementation"
"00;07;41;18","00;07;44;20","and vice versa and"
"00;07;44;20","00;07;46;18","the was basically"
"00;07;46;18","00;07;50;07","the first step where we had like"
"00;07;50;07","00;07;52;13","the three bits kind of in place."
"00;07;52;13","00;07;55;00","But we know where the open issues are,"
"00;07;56;12","00;07;59;08","but it actually had something working"
"00;07;59;24","00;08;03;06","and sensible on all three levels,"
"00;08;03;07","00;08;04;06","I'd say."
"00;08;04;12","00;08;07;19","And that's, that's the very me we are at"
"00;08;08;03","00;08;09;13","at this moment."
"00;08;11;26","00;08;12;13","Awesome."
"00;08;12;13","00;08;13;05","Thank you, Adam."
"00;08;13;05","00;08;16;28","Anything you add to that"
"00;08;17;04","00;08;17;17","well,"
"00;08;18;27","00;08;20;27","I guess what I would add is"
"00;08;20;27","00;08;23;02","an increasingly"
"00;08;25;00","00;08;27;29","compelled by the idea that"
"00;08;27;29","00;08;31;06","robotics as a touchstone and basis"
"00;08;31;06","00;08;32;16","for understanding"
"00;08;32;16","00;08;33;09","different aspects of"
"00;08;33;09","00;08;35;02","mind is like"
"00;08;35;02","00;08;37;11","it might be the most powerful kind of"
"00;08;39;18","00;08;42;01","grounded empiricism we can do."
"00;08;42;01","00;08;45;00","And I think it's both because it's like"
"00;08;46;05","00;08;47;08","a lot of times, like that Feynman"
"00;08;47;08","00;08;48;03","quote of like,"
"00;08;48;03","00;08;48;27","what I can cannot build"
"00;08;48;27","00;08;51;00","I cannot understand is like mentioned,"
"00;08;51;00","00;08;52;08","but this is actually building"
"00;08;52;08","00;08;53;22","systems that"
"00;08;54;09","00;08;54;29","this is"
"00;08;56;03","00;08;58;08","that have to work and"
"00;08;58;08","00;09;00;21","and that these problems"
"00;09;01;00","00;09;02;06","like in going through them"
"00;09;02;06","00;09;04;06","and looking at the different solutions"
"00;09;04;06","00;09;05;19","like the kind of understanding"
"00;09;05;19","00;09;08;01","you get I think is really unique"
"00;09;08;28","00;09;11;18","but also I think it's particularly apps"
"00;09;11;18","00;09;14;01","because of what our minds"
"00;09;14;01","00;09;15;00","other than control"
"00;09;15;00","00;09;16;18","cybernetic control systems"
"00;09;16;18","00;09;17;26","for bodies"
"00;09;17;26","00;09;19;25","that have to move through the world."
"00;09;19;25","00;09;21;09","And so this idea"
"00;09;21;09","00;09;21;29","that like the way"
"00;09;21;29","00;09;24;24","roboticists are approaching it like it's"
"00;09;26;09","00;09;29;26","and that is the exact problem"
"00;09;29;26","00;09;31;04","that nature had to solve"
"00;09;31;04","00;09;32;18","but natural selection has a self"
"00;09;32;18","00;09;34;11","and now the question is was it the same"
"00;09;34;11","00;09;36;08","it might be in some cases"
"00;09;36;08","00;09;39;20","as you'd expect within the bounds"
"00;09;40;03","00;09;43;05","of nature to be a fairly clever"
"00;09;43;11","00;09;44;08","blind designer"
"00;09;46;04","00;09;47;26","in terms of what you might discover"
"00;09;47;26","00;09;48;29","and so"
"00;09;49;06","00;09;50;10","just this going back"
"00;09;50;10","00;09;51;15","and forth between the"
"00;09;51;15","00;09;53;16","the robotics perspective"
"00;09;53;16","00;09;56;03","and how it might work in biology"
"00;09;56;03","00;09;57;23","and then this abstract ways"
"00;09;57;23","00;09;59;10","that there are the,"
"00;09;59;10","00;10;00;01","the abstract"
"00;10;00;01","00;10;01;23","algorithmic implementations of them"
"00;10;01;23","00;10;03;09","for the robots"
"00;10;03;09","00;10;03;26","and seeing"
"00;10;03;26","00;10;04;16","how those can mutually"
"00;10;04;16","00;10;05;07","inform each other."
"00;10;05;07","00;10;08;01","It's that for me, it's a"
"00;10;10;04","00;10;11;11","this is how I basically want"
"00;10;11;11","00;10;12;25","all my thinking about the mind"
"00;10;12;25","00;10;13;29","to be formalized."
"00;10;13;29","00;10;15;00","Like, I feel like this is just like"
"00;10;15;00","00;10;16;08","this is how it is"
"00;10;16;08","00;10;17;23","that this is the most powerful way of"
"00;10;17;23","00;10;18;29","thinking on it."
"00;10;19;03","00;10;20;27","That back and forth"
"00;10;26;00","00;10;26;23","let's entering"
"00;10;26;23","00;10;28;00","the biological door"
"00;10;28;00","00;10;29;28","or blue, do you have a question?"
"00;10;29;28","00;10;33;02","OK, so Adam, what"
"00;10;34;09","00;10;36;10","even though of course it's a deep area"
"00;10;36;10","00;10;37;20","and there's writing in the paper"
"00;10;37;20","00;10;38;09","and citations"
"00;10;38;09","00;10;39;12","and so on,"
"00;10;39;12","00;10;41;04","what is so interesting"
"00;10;41;04","00;10;42;09","about the structuring"
"00;10;42;09","00;10;44;28","of the grid cells through space and time"
"00;10;45;10","00;10;47;16","and what can we learn from that about"
"00;10;47;28","00;10;49;16","effective ways of navigating"
"00;11;07;04","00;11;07;27","so"
"00;11;11;00","00;11;14;25","in in latent slam"
"00;11;14;25","00;11;15;29","we have these pose cells"
"00;11;15;29","00;11;17;09","and actually I think"
"00;11;18;06","00;11;19;01","probably better for him"
"00;11;19;01","00;11;19;25","to talk about that,"
"00;11;19;25","00;11;21;00","like the exact ways"
"00;11;21;00","00;11;22;15","in which these cells function"
