"Start Time","End Time","Transcript"
"00;00;28;24","00;00;28;26","All"
"00;00;28;26","00;00;29;13","right."
"00;00;29;25","00;00;30;05","Hello"
"00;00;30;05","00;00;30;08","and"
"00;00;30;08","00;00;30;18","welcome,"
"00;00;30;18","00;00;31;15","everyone."
"00;00;31;20","00;00;32;00","This is"
"00;00;32;00","00;00;32;14","Active"
"00;00;32;14","00;00;32;27","Labs,"
"00;00;32;27","00;00;33;04","live"
"00;00;33;04","00;00;33;13","stream"
"00;00;33;13","00;00;33;22","number"
"00;00;33;22","00;00;35;16","35.1."
"00;00;35;16","00;00;35;23","It's"
"00;00;35;23","00;00;36;17","January 5th,"
"00;00;36;17","00;00;38;19","2022."
"00;00;38;28","00;00;39;09","Welcome"
"00;00;39;09","00;00;39;27","to the"
"00;00;39;27","00;00;40;07","Active"
"00;00;40;07","00;00;40;19","Inference"
"00;00;40;19","00;00;41;07","Lab."
"00;00;41;14","00;00;41;22","We are"
"00;00;41;22","00;00;41;24","a"
"00;00;41;24","00;00;42;17","participatory"
"00;00;42;17","00;00;43;01","online"
"00;00;43;01","00;00;43;13","lab"
"00;00;43;13","00;00;43;23","that is"
"00;00;43;23","00;00;44;16","communicating,"
"00;00;44;16","00;00;45;02","learning"
"00;00;45;02","00;00;45;10","and"
"00;00;45;10","00;00;45;28","practicing"
"00;00;45;28","00;00;46;12","applied"
"00;00;46;12","00;00;46;21","active"
"00;00;46;21","00;00;47;17","inference."
"00;00;47;17","00;00;47;21","You"
"00;00;47;21","00;00;47;25","can"
"00;00;47;25","00;00;48;06","find us"
"00;00;48;06","00;00;48;13","at the"
"00;00;48;13","00;00;48;22","links"
"00;00;48;22","00;00;48;26","here"
"00;00;48;26","00;00;49;03","on this"
"00;00;49;03","00;00;49;19","slide."
"00;00;50;15","00;00;51;20","This is a recorded"
"00;00;51;20","00;00;51;27","and"
"00;00;51;27","00;00;52;21","an archived"
"00;00;52;21","00;00;53;01","live"
"00;00;53;01","00;00;53;15","stream."
"00;00;53;15","00;00;53;22","So"
"00;00;53;22","00;00;54;01","please"
"00;00;54;01","00;00;54;11","provide"
"00;00;54;11","00;00;54;13","us"
"00;00;54;13","00;00;55;04","with feedback"
"00;00;55;04","00;00;55;09","so"
"00;00;55;09","00;00;55;13","that"
"00;00;55;13","00;00;55;20","we can"
"00;00;55;20","00;00;56;02","improve"
"00;00;56;02","00;00;56;05","our"
"00;00;56;05","00;00;56;25","work."
"00;00;57;09","00;00;57;15","All"
"00;00;57;15","00;00;58;03","backgrounds"
"00;00;58;03","00;00;58;07","and"
"00;00;58;07","00;00;59;01","perspectives"
"00;00;59;01","00;00;59;06","are"
"00;00;59;06","00;00;59;16","welcome"
"00;00;59;16","00;01;00;08","here,"
"00;01;00;15","00;01;00;23","and"
"00;01;00;23","00;01;00;26","we'll"
"00;01;00;26","00;01;00;29","be"
"00;01;00;29","00;01;01;14","following"
"00;01;01;14","00;01;01;27","good"
"00;01;01;27","00;01;02;08","video"
"00;01;02;08","00;01;02;23","etiquette"
"00;01;02;23","00;01;03;02","for"
"00;01;03;02","00;01;03;10","live"
"00;01;03;10","00;01;03;22","streams,"
"00;01;03;22","00;01;04;03","plus"
"00;01;04;03","00;01;04;14","playing"
"00;01;04;14","00;01;04;21","with our"
"00;01;04;21","00;01;05;00","new"
"00;01;05;00","00;01;05;28","affordance"
"00;01;05;28","00;01;06;09","thanks"
"00;01;06;09","00;01;06;17","to our"
"00;01;06;17","00;01;07;12","Jessie"
"00;01;07;12","00;01;07;26","repair"
"00;01;07;26","00;01;08;23","person."
"00;01;08;25","00;01;09;18","And"
"00;01;09;23","00;01;10;01","that'll"
"00;01;10;01","00;01;10;04","be"
"00;01;10;04","00;01;10;16","fun."
"00;01;12;14","00;01;12;23","Go to"
"00;01;12;23","00;01;13;03","Active"
"00;01;13;03","00;01;13;14","Inference"
"00;01;13;14","00;01;13;21","dot"
"00;01;13;21","00;01;14;06","org"
"00;01;14;06","00;01;14;14","if you"
"00;01;14;14","00;01;14;19","want"
"00;01;14;19","00;01;14;20","to"
"00;01;14;20","00;01;14;28","learn"
"00;01;14;28","00;01;15;09","more"
"00;01;15;09","00;01;15;17","about"
"00;01;15;17","00;01;15;26","how to"
"00;01;15;26","00;01;16;16","participate"
"00;01;16;16","00;01;17;00","or get"
"00;01;17;00","00;01;17;18","involved."
"00;01;17;18","00;01;17;24","If"
"00;01;17;24","00;01;18;04","you're"
"00;01;18;04","00;01;18;27","listening"
"00;01;18;27","00;01;19;03","to"
"00;01;19;03","00;01;19;11","this"
"00;01;19;11","00;01;19;18","live"
"00;01;19;18","00;01;20;14","stream"
"00;01;20;14","00;01;20;27","live"
"00;01;20;27","00;01;21;06","or in"
"00;01;21;06","00;01;21;23","replay"
"00;01;21;23","00;01;22;11","Allocating"
"00;01;22;11","00;01;22;15","your"
"00;01;22;15","00;01;22;25","regime"
"00;01;22;25","00;01;22;28","of"
"00;01;22;28","00;01;23;10","attention"
"00;01;23;10","00;01;23;17","this"
"00;01;23;17","00;01;24;04","way,"
"00;01;24;04","00;01;24;12","then"
"00;01;24;12","00;01;24;19","maybe"
"00;01;24;19","00;01;24;25","you'd"
"00;01;24;25","00;01;25;04","like"
"00;01;25;04","00;01;25;12","to get"
"00;01;25;12","00;01;25;25","involved"
"00;01;25;25","00;01;25;27","a"
"00;01;25;27","00;01;26;03","little"
"00;01;26;03","00;01;26;06","bit"
"00;01;26;06","00;01;26;11","more"
"00;01;26;11","00;01;26;26","actively"
"00;01;26;26","00;01;27;01","with"
"00;01;27;01","00;01;27;17","projects,"
"00;01;27;17","00;01;28;00","including"
"00;01;28;00","00;01;28;12","Planning"
"00;01;28;12","00;01;28;27","Livestream."
"00;01;30;13","00;01;30;20","So"
"00;01;30;20","00;01;31;00","today"
"00;01;31;00","00;01;31;13","we are"
"00;01;31;13","00;01;31;23","in"
"00;01;31;23","00;01;32;07","Active"
"00;01;32;07","00;01;32;21","Stream"
"00;01;32;21","00;01;34;00","35.1."
"00;01;34;00","00;01;34;11","We are"
"00;01;34;11","00;01;35;02","discussing"
"00;01;35;02","00;01;35;20","the paper"
"00;01;35;20","00;01;36;01","that"
"00;01;36;01","00;01;36;19","Dean"
"00;01;36;19","00;01;36;28","and"
"00;01;36;28","00;01;37;09","Blue"
"00;01;37;09","00;01;38;03","and I"
"00;01;38;03","00;01;38;12","did"
"00;01;38;12","00;01;39;20","35.0"
"00;01;39;20","00;01;40;03","on"
"00;01;40;03","00;01;41;09","yesterday"
"00;01;41;09","00;01;41;15","and"
"00;01;41;15","00;01;42;04","that paper"
"00;01;42;04","00;01;42;19","is a"
"00;01;42;19","00;01;42;27","tale"
"00;01;42;27","00;01;43;05","of two"
"00;01;43;05","00;01;44;12","architectures"
"00;01;44;12","00;01;44;21","Free"
"00;01;44;21","00;01;45;06","Energy,"
"00;01;45;06","00;01;45;12","its"
"00;01;45;12","00;01;46;00","models"
"00;01;46;00","00;01;46;06","and"
"00;01;46;06","00;01;47;01","modularity."
"00;01;47;01","00;01;47;09","By"
"00;01;47;09","00;01;47;18","Majid"
"00;01;47;18","00;01;48;01","Bene"
"00;01;48;01","00;01;48;10","in"
"00;01;48;10","00;01;50;03","December 2021"
"00;01;50;03","00;01;50;17","and"
"00;01;50;17","00;01;50;26","we're"
"00;01;50;26","00;01;51;01","going"
"00;01;51;01","00;01;52;03","to be"
"00;01;52;13","00;01;53;03","talking"
"00;01;53;03","00;01;53;22","modifying"
"00;01;53;22","00;01;54;13","slides"
"00;01;54;13","00;01;54;26","asking"
"00;01;54;26","00;01;55;19","questions"
"00;01;55;19","00;01;55;28","going"
"00;01;55;28","00;01;56;02","into"
"00;01;56;02","00;01;56;07","some"
"00;01;56;07","00;01;56;16","things"
"00;01;56;16","00;01;56;18","that"
"00;01;56;18","00;01;56;22","we"
"00;01;56;22","00;01;57;00","brought"
"00;01;57;00","00;01;57;07","up in"
"00;01;57;07","00;01;57;17","the dot"
"00;01;57;17","00;01;58;20","zero"
"00;01;58;20","00;01;59;04","connecting"
"00;01;59;04","00;01;59;11","a few"
"00;01;59;11","00;01;59;27","dots"
"00;01;59;27","00;02;00;10","and"
"00;02;00;10","00;02;01;01","also"
"00;02;01;01","00;02;01;19","preparing"
"00;02;01;19","00;02;02;00","for"
"00;02;02;00","00;02;02;17","hopefully"
"00;02;02;17","00;02;02;29","Majid"
"00;02;02;29","00;02;03;04","to"
"00;02;03;04","00;02;03;14","join"
"00;02;03;14","00;02;04;00","in the"
"00;02;04;00","00;02;04;17","to"
"00;02;04;17","00;02;05;14","video"
"00;02;05;28","00;02;06;03","we're"
"00;02;06;03","00;02;06;06","going"
"00;02;06;06","00;02;06;13","to be"
"00;02;06;13","00;02;06;28","discussing"
"00;02;06;28","00;02;07;08","this"
"00;02;07;08","00;02;07;24","again"
"00;02;07;24","00;02;08;04","next"
"00;02;08;04","00;02;08;11","week"
"00;02;08;11","00;02;10;01","at the same time"
"00;02;10;01","00;02;10;23","so"
"00;02;11;25","00;02;12;02","let's"
"00;02;12;02","00;02;12;11","begin"
"00;02;12;11","00;02;12;16","with"
"00;02;12;16","00;02;12;26","some"
"00;02;12;26","00;02;13;18","introduction"
"00;02;13;18","00;02;13;29","and"
"00;02;13;29","00;02;14;23","warmup."
"00;02;14;23","00;02;16;03","We will"
"00;02;16;06","00;02;16;19","each"
"00;02;16;19","00;02;17;12","go around"
"00;02;17;12","00;02;17;20","and"
"00;02;17;20","00;02;18;01","just"
"00;02;18;01","00;02;18;11","say"
"00;02;18;11","00;02;18;26","hello"
"00;02;18;26","00;02;19;07","and"
"00;02;19;07","00;02;19;21","introduce"
"00;02;19;21","00;02;20;21","ourself"
"00;02;20;21","00;02;21;07","as"
"00;02;21;07","00;02;21;19","well"
"00;02;21;19","00;02;22;03","as"
"00;02;22;03","00;02;22;12","maybe"
"00;02;22;12","00;02;22;21","just"
"00;02;22;21","00;02;23;00","add"
"00;02;23;00","00;02;23;14","something"
"00;02;23;14","00;02;23;19","that"
"00;02;23;19","00;02;23;27","we're"
"00;02;23;27","00;02;24;10","curious"
"00;02;24;10","00;02;24;24","about."
"00;02;24;24","00;02;25;03","What"
"00;02;25;03","00;02;25;15","got us"
"00;02;25;15","00;02;25;21","really"
"00;02;25;21","00;02;26;05","excited"
"00;02;26;05","00;02;26;13","to"
"00;02;26;13","00;02;27;22","discuss this paper"
"00;02;27;22","00;02;28;01","and"
"00;02;28;01","00;02;28;18","what are we"
"00;02;28;18","00;02;28;29","looking"
"00;02;28;29","00;02;29;08","forward"
"00;02;29;08","00;02;29;15","to"
"00;02;29;15","00;02;29;29","reducing"
"00;02;29;29","00;02;30;04","our"
"00;02;30;04","00;02;30;20","uncertainty"
"00;02;30;20","00;02;31;07","about"
"00;02;31;07","00;02;32;02","in the"
"00;02;32;02","00;02;32;17","coming"
"00;02;33;22","00;02;34;07","days"
"00;02;34;07","00;02;34;15","and"
"00;02;34;15","00;02;35;06","weeks?"
"00;02;35;11","00;02;35;17","So"
"00;02;35;17","00;02;35;20","I'll"
"00;02;35;20","00;02;36;01","start."
"00;02;36;01","00;02;36;07","I'm"
"00;02;36;07","00;02;36;25","Daniel."
"00;02;36;25","00;02;37;06","I'm a"
"00;02;37;06","00;02;38;00","researcher"
"00;02;38;00","00;02;38;05","in"
"00;02;38;05","00;02;39;13","California"
"00;02;39;13","00;02;40;08","and"
"00;02;40;08","00;02;40;18","I think"
"00;02;40;18","00;02;41;01","I'm"
"00;02;41;01","00;02;41;17","excited"
"00;02;41;17","00;02;42;00","to"
"00;02;42;00","00;02;42;10","talk"
"00;02;42;10","00;02;42;21","about"
"00;02;42;21","00;02;42;26","the"
"00;02;42;26","00;02;43;18","information"
"00;02;43;18","00;02;44;26","encapsulation"
"00;02;44;26","00;02;45;02","and"
"00;02;45;02","00;02;45;07","what"
"00;02;45;07","00;02;45;12","that"
"00;02;45;12","00;02;45;22","means,"
"00;02;45;22","00;02;45;27","as"
"00;02;45;27","00;02;46;04","well"
"00;02;46;04","00;02;46;11","as"
"00;02;46;11","00;02;46;22","to go"
"00;02;46;22","00;02;46;27","into"
"00;02;46;27","00;02;47;02","that"
"00;02;47;02","00;02;47;20","parable"
"00;02;47;20","00;02;47;29","of"
"00;02;47;29","00;02;48;12","Alison,"
"00;02;48;12","00;02;49;03","Bob"
"00;02;49;03","00;02;49;12","and"
"00;02;49;12","00;02;49;19","see"
"00;02;49;19","00;02;49;25","who"
"00;02;49;25","00;02;50;02","here"
"00;02;50;02","00;02;50;09","wants"
"00;02;50;09","00;02;50;23","to"
"00;02;51;17","00;02;51;28","relay"
"00;02;51;28","00;02;52;04","that"
"00;02;52;04","00;02;52;19","story"
"00;02;52;19","00;02;53;14","to us"
"00;02;53;14","00;02;54;07","and"
"00;02;55;09","00;02;55;18","shine"
"00;02;55;18","00;02;55;22","some"
"00;02;55;22","00;02;55;28","light"
"00;02;55;28","00;02;56;04","on"
"00;02;56;04","00;02;56;20","narrative"
"00;02;56;20","00;02;57;02","based"
"00;02;57;02","00;02;57;23","understandings"
"00;02;57;23","00;02;58;16","of"
"00;02;58;16","00;02;58;23","free"
"00;02;58;23","00;02;59;05","energy"
"00;02;59;05","00;03;00;04","principle."
"00;03;00;04","00;03;00;11","And"
"00;03;00;11","00;03;00;15","I'll"
"00;03;00;15","00;03;00;27","pass it"
"00;03;00;27","00;03;01;14","to"
"00;03;01;14","00;03;02;09","Steven"
"00;03;04;19","00;03;05;14","thank you."
"00;03;05;14","00;03;05;27","Yeah,"
"00;03;05;27","00;03;06;06","I'm"
"00;03;06;06","00;03;06;18","Steven."
"00;03;06;18","00;03;06;21","I'm"
"00;03;06;21","00;03;06;25","here"
"00;03;06;25","00;03;06;28","in"
"00;03;06;28","00;03;08;04","Toronto."
"00;03;08;04","00;03;08;15","I'm"
"00;03;08;15","00;03;08;25","really"
"00;03;08;25","00;03;09;17","interested"
"00;03;09;17","00;03;10;16","in"
"00;03;11;05","00;03;11;21","this"
"00;03;11;21","00;03;12;06","ability"
"00;03;12;06","00;03;12;10","to"
"00;03;12;10","00;03;12;20","step"
"00;03;12;20","00;03;13;11","back"
"00;03;13;11","00;03;13;18","and"
"00;03;13;18","00;03;13;22","look"
"00;03;13;22","00;03;13;25","at"
"00;03;13;25","00;03;14;00","some"
"00;03;14;00","00;03;14;05","of the"
"00;03;14;05","00;03;15;15","underlying"
"00;03;15;17","00;03;16;15","processes"
"00;03;16;15","00;03;16;26","of"
"00;03;16;26","00;03;17;08","actually"
"00;03;17;08","00;03;18;00","modeling"
"00;03;18;00","00;03;18;03","that"
"00;03;18;03","00;03;18;09","this"
"00;03;18;09","00;03;18;18","talks"
"00;03;18;18","00;03;19;15","about"
"00;03;19;20","00;03;19;25","and"
"00;03;19;25","00;03;19;27","the"
"00;03;19;27","00;03;20;16","philosophies"
"00;03;20;16","00;03;20;19","of"
"00;03;20;19","00;03;20;24","that"
"00;03;20;24","00;03;20;27","in"
"00;03;20;27","00;03;21;04","quite"
"00;03;21;04","00;03;21;06","a"
"00;03;21;06","00;03;21;19","practical"
"00;03;21;19","00;03;22;03","way."
"00;03;22;03","00;03;23;05","So I"
"00;03;23;14","00;03;23;24","I'm"
"00;03;23;24","00;03;24;01","I'm"
"00;03;24;01","00;03;24;16","excited"
"00;03;24;16","00;03;24;21","by"
"00;03;24;21","00;03;24;27","that"
"00;03;24;27","00;03;25;18","potential"
"00;03;25;18","00;03;25;29","from"
"00;03;25;29","00;03;26;13","this"
"00;03;26;13","00;03;27;07","paper."
"00;03;27;07","00;03;27;20","So"
"00;03;27;20","00;03;28;01","and"
"00;03;28;01","00;03;28;12","also"
"00;03;28;12","00;03;28;21","what"
"00;03;28;21","00;03;28;23","the"
"00;03;28;23","00;03;29;15","group"
"00;03;29;15","00;03;29;26","here"
"00;03;29;26","00;03;29;29","is"
"00;03;29;29","00;03;30;26","making of that,"
"00;03;30;26","00;03;31;01","because"
"00;03;31;01","00;03;31;03","I"
"00;03;31;03","00;03;31;11","think"
"00;03;31;11","00;03;32;03","it's a"
"00;03;32;05","00;03;32;11","it's"
"00;03;32;11","00;03;32;26","challenging"
"00;03;32;26","00;03;33;05","us to"
"00;03;33;05","00;03;33;13","start"
"00;03;33;13","00;03;33;15","to"
"00;03;33;15","00;03;33;23","think"
"00;03;33;23","00;03;34;01","about"
"00;03;34;01","00;03;34;08","some"
"00;03;34;08","00;03;35;00","foundational"
"00;03;35;00","00;03;35;12","stuff"
"00;03;35;12","00;03;36;03","in our work."
"00;03;36;03","00;03;36;24","So"
"00;03;37;11","00;03;37;16","I'm"
"00;03;37;16","00;03;37;19","going"
"00;03;37;19","00;03;37;21","to"
"00;03;37;21","00;03;37;29","pass"
"00;03;37;29","00;03;38;05","this"
"00;03;38;05","00;03;38;13","over"
"00;03;38;13","00;03;39;06","to"
"00;03;39;06","00;03;40;06","Dave."
"00;03;40;06","00;03;40;16","We're"
"00;03;40;16","00;03;40;19","going"
"00;03;40;19","00;03;40;23","to"
"00;03;40;23","00;03;41;06","just"
"00;03;41;06","00;03;41;15","skip"
"00;03;41;15","00;03;41;24","Dave"
"00;03;41;24","00;03;41;26","for"
"00;03;41;26","00;03;43;06","some audio."
"00;03;43;06","00;03;43;26","Our"
"00;03;43;26","00;03;44;08","dean"
"00;03;44;08","00;03;44;13","is"
"00;03;44;13","00;03;44;19","Dean."
"00;03;44;19","00;03;45;01","Around?"
"00;03;45;01","00;03;45;11","Yep."
"00;03;45;11","00;03;45;20","Yeah."
"00;03;48;03","00;03;48;23","But"
"00;03;48;23","00;03;49;00","I'm"
"00;03;49;00","00;03;49;11","dean"
"00;03;49;11","00;03;49;19","of in"
"00;03;49;19","00;03;50;29","Calgary."
"00;03;51;14","00;03;51;17","So"
"00;03;51;24","00;03;52;15","for me"
"00;03;52;15","00;03;53;05","it's"
"00;03;53;05","00;03;53;14","always"
"00;03;53;14","00;03;53;19","trying"
"00;03;53;19","00;03;53;25","to be"
"00;03;53;25","00;03;53;29","will"
"00;03;53;29","00;03;54;10","hold up"
"00;03;54;10","00;03;54;15","two"
"00;03;54;15","00;03;54;25","things"
"00;03;54;25","00;03;55;15","at once."
"00;03;55;15","00;03;55;26","And"
"00;03;55;26","00;03;56;12","so for"
"00;03;56;12","00;03;56;21","those"
"00;03;56;21","00;03;56;26","two"
"00;03;56;26","00;03;57;08","things"
"00;03;57;08","00;03;57;14","in"
"00;03;57;14","00;03;57;19","this"
"00;03;57;19","00;03;57;29","paper"
"00;03;57;29","00;03;58;04","or the"
"00;03;58;04","00;03;58;14","moment"
"00;03;58;14","00;03;58;18","of"
"00;03;58;18","00;03;59;16","instantiation"
"00;03;59;16","00;04;00;08","or the"
"00;04;00;09","00;04;00;17","sort"
"00;04;00;17","00;04;00;20","of the"
"00;04;00;20","00;04;01;02","model"
"00;04;01;02","00;04;01;18","slice"
"00;04;01;18","00;04;02;11","aspect"
"00;04;02;11","00;04;03;08","of"
"00;04;03;12","00;04;03;18","what"
"00;04;03;18","00;04;03;22","we're"
"00;04;03;22","00;04;04;01","looking"
"00;04;04;01","00;04;04;07","at."
"00;04;04;07","00;04;04;12","And"
"00;04;04;12","00;04;05;05","then"
"00;04;05;09","00;04;05;21","also"
"00;04;05;21","00;04;06;06","to"
"00;04;06;06","00;04;07;00","instantiate"
"00;04;07;00","00;04;07;21","or to"
"00;04;07;21","00;04;08;15","modulate."
"00;04;08;15","00;04;09;26","And so"
"00;04;10;04","00;04;10;12","those"
"00;04;10;12","00;04;10;23","two things"
"00;04;10;23","00;04;11;10","together,"
"00;04;11;10","00;04;12;19","what does that"
"00;04;12;19","00;04;13;16","imply?"
"00;04;13;16","00;04;14;01","And"
"00;04;14;01","00;04;14;14","that's"
"00;04;14;14","00;04;14;19","what"
"00;04;14;19","00;04;14;29","I want"
"00;04;14;29","00;04;15;02","to"
"00;04;15;02","00;04;15;11","talk"
"00;04;15;11","00;04;15;18","about"
"00;04;15;18","00;04;15;25","a little"
"00;04;15;25","00;04;15;29","bit"
"00;04;15;29","00;04;16;06","today"
"00;04;16;06","00;04;16;10","with"
