"Start Time","End Time","Transcript"
"00;00;22;27","00;00;23;09","Hello"
"00;00;23;09","00;00;23;15","and"
"00;00;23;15","00;00;23;23","welcome,"
"00;00;23;23","00;00;24;11","everyone."
"00;00;24;11","00;00;24;29","It is"
"00;00;24;29","00;00;26;16","January 12th,"
"00;00;26;16","00;00;28;14","2022"
"00;00;28;14","00;00;29;08","We are here"
"00;00;29;08","00;00;29;23","in"
"00;00;29;23","00;00;30;07","Acton,"
"00;00;30;07","00;00;30;18","five"
"00;00;30;18","00;00;30;27","live"
"00;00;30;27","00;00;31;06","stream"
"00;00;31;06","00;00;31;17","number"
"00;00;31;17","00;00;33;14","35.2"
"00;00;33;14","00;00;34;08","discussing"
"00;00;34;08","00;00;35;02","the paper,"
"00;00;35;02","00;00;35;05","a"
"00;00;35;05","00;00;35;12","tale"
"00;00;35;12","00;00;35;20","of two"
"00;00;35;20","00;00;36;14","architectures"
"00;00;36;14","00;00;36;23","free"
"00;00;36;23","00;00;37;07","energy."
"00;00;37;07","00;00;37;15","Its"
"00;00;37;15","00;00;37;29","models"
"00;00;37;29","00;00;38;20","and"
"00;00;38;20","00;00;40;02","modularity."
"00;00;40;18","00;00;40;29","Welcome"
"00;00;40;29","00;00;41;09","to the"
"00;00;41;09","00;00;41;19","Acton"
"00;00;41;19","00;00;42;11","flap."
"00;00;42;11","00;00;43;02","We are an"
"00;00;43;02","00;00;43;15","online"
"00;00;43;15","00;00;44;08","participatory"
"00;00;44;08","00;00;44;26","lab"
"00;00;44;26","00;00;45;05","that is"
"00;00;45;05","00;00;45;24","communicating,"
"00;00;45;24","00;00;46;06","learning"
"00;00;46;06","00;00;46;11","and"
"00;00;46;11","00;00;47;00","practicing"
"00;00;47;00","00;00;47;12","applied"
"00;00;47;12","00;00;47;20","active"
"00;00;47;20","00;00;48;12","inference"
"00;00;48;12","00;00;48;16","You"
"00;00;48;16","00;00;48;29","can"
"00;00;48;29","00;00;49;09","find"
"00;00;49;09","00;00;49;12","more"
"00;00;49;12","00;00;49;29","information"
"00;00;49;29","00;00;50;09","on this"
"00;00;50;09","00;00;50;29","slide."
"00;00;51;14","00;00;52;00","This is a"
"00;00;52;00","00;00;52;17","recorded"
"00;00;52;17","00;00;52;24","in an"
"00;00;52;24","00;00;53;09","archived"
"00;00;53;09","00;00;53;15","live"
"00;00;53;15","00;00;54;03","stream."
"00;00;54;03","00;00;54;14","So"
"00;00;54;14","00;00;54;28","please"
"00;00;54;28","00;00;55;07","provide"
"00;00;55;07","00;00;55;12","us"
"00;00;55;12","00;00;56;05","with feedback"
"00;00;56;05","00;00;56;10","so"
"00;00;56;10","00;00;56;14","that"
"00;00;56;14","00;00;56;23","we can"
"00;00;56;23","00;00;57;10","improve"
"00;00;57;10","00;00;57;28","our work"
"00;00;57;28","00;00;58;04","If"
"00;00;58;04","00;00;58;08","you're"
"00;00;58;08","00;00;58;22","watching"
"00;00;58;22","00;00;59;10","live,"
"00;00;59;10","00;00;59;18","feel"
"00;00;59;18","00;00;59;22","free"
"00;00;59;22","00;00;59;26","to"
"00;00;59;26","00;01;00;03","write"
"00;01;00;03","00;01;00;21","questions"
"00;01;00;21","00;01;00;29","in the"
"00;01;00;29","00;01;01;06","live"
"00;01;01;06","00;01;01;26","chat."
"00;01;01;27","00;01;02;03","If"
"00;01;02;03","00;01;02;13","you're"
"00;01;02;13","00;01;02;28","watching"
"00;01;02;28","00;01;03;02","in"
"00;01;03;02","00;01;03;13","replay,"
"00;01;03;13","00;01;04;03","you can also"
"00;01;04;03","00;01;04;09","add"
"00;01;04;09","00;01;05;08","comments."
"00;01;05;23","00;01;06;00","All"
"00;01;06;00","00;01;06;19","backgrounds"
"00;01;06;19","00;01;06;26","and"
"00;01;06;26","00;01;07;16","perspectives"
"00;01;07;16","00;01;07;21","are"
"00;01;07;21","00;01;08;02","welcome"
"00;01;08;02","00;01;08;20","here"
"00;01;08;22","00;01;09;00","and"
"00;01;09;00","00;01;09;04","will"
"00;01;09;04","00;01;09;15","be"
"00;01;09;15","00;01;10;02","following"
"00;01;10;02","00;01;10;12","good"
"00;01;10;12","00;01;10;20","video"
"00;01;10;20","00;01;11;06","etiquette"
"00;01;11;06","00;01;11;11","for"
"00;01;11;11","00;01;12;14","livestreams."
"00;01;13;16","00;01;14;08","All of our"
"00;01;14;08","00;01;14;26","activities"
"00;01;14;26","00;01;14;28","in"
"00;01;14;28","00;01;15;12","the lab"
"00;01;15;12","00;01;15;20","are"
"00;01;15;20","00;01;16;22","participatory,"
"00;01;16;22","00;01;17;01","so"
"00;01;17;01","00;01;17;13","if you would"
"00;01;17;13","00;01;17;19","like"
"00;01;17;19","00;01;17;26","to"
"00;01;17;26","00;01;18;12","contribute"
"00;01;18;12","00;01;18;23","or get"
"00;01;18;23","00;01;19;12","involved,"
"00;01;19;12","00;01;19;21","go to"
"00;01;19;21","00;01;20;01","Active"
"00;01;20;01","00;01;20;13","Inference"
"00;01;20;13","00;01;21;10","Dawg"
"00;01;21;10","00;01;22;02","and"
"00;01;22;02","00;01;22;11","see"
"00;01;22;11","00;01;22;14","what"
"00;01;22;14","00;01;22;18","is"
"00;01;22;18","00;01;22;24","there"
"00;01;24;25","00;01;25;14","today"
"00;01;25;14","00;01;26;13","in"
"00;01;26;18","00;01;27;04","Livestream"
"00;01;27;04","00;01;28;08","35.2."
"00;01;28;08","00;01;28;12","We're"
"00;01;28;12","00;01;28;17","going"
"00;01;28;17","00;01;28;24","to be"
"00;01;28;24","00;01;29;06","having"
"00;01;29;06","00;01;29;17","our"
"00;01;29;17","00;01;30;06","third"
"00;01;30;06","00;01;30;25","discussion"
"00;01;30;25","00;01;31;17","continuing"
"00;01;31;17","00;01;32;00","on the"
"00;01;32;00","00;01;32;18","paper."
"00;01;32;18","00;01;32;29","A Tale"
"00;01;32;29","00;01;33;05","of two"
"00;01;33;05","00;01;33;26","Architectures"
