docLabel	sp	myTime	myTimeDisplay	myTimeSRT
rt2023-2	A	4980	00:04	00:00:04,976
rt2023-2	A	127820	02:07	00:02:07,168
rt2023-2	A	303940	05:03	00:05:03,749
rt2023-2	A	398680	06:38	00:06:38,636
rt2023-2	A	816660	13:36	00:13:36,396
rt2023-2	A	880430	14:40	00:14:40,973
rt2023-2	A	1298610	21:38	00:21:38,173
rt2023-2	A	1440750	24:00	00:24:00,297
rt2023-2	A	1623720	27:03	00:27:03,462
rt2023-2	A	1925280	32:05	00:32:05,734
rt2023-2	A	2111420	35:11	00:35:11,902
rt2023-2	A	2298920	38:18	00:38:18,071
rt2023-2	A	3069920	51:09	00:51:09,764
rt2023-2	A	3177840	52:57	00:52:57,866
rt2023-2	A	3319750	55:19	00:55:19,990
rt2023-2	A	3409230	56:49	00:56:49,074
rt2023-2	B	28868	00:28	00:00:28,984
rt2023-2	B	180414	03:00	00:03:00,634
rt2023-2	B	339840	05:39	00:05:39,108
rt2023-2	B	459470	07:39	00:07:39,184
rt2023-2	B	861586	14:21	00:14:21,785
rt2023-2	B	968730	16:08	00:16:08,737
rt2023-2	B	1391636	23:11	00:23:11,254
rt2023-2	B	1553670	25:53	00:25:53,404
rt2023-2	B	1677560	27:57	00:27:57,516
rt2023-2	B	1969200	32:49	00:32:49,778
rt2023-2	B	2191860	36:31	00:36:31,976
rt2023-2	B	2358220	39:18	00:39:18,125
rt2023-2	B	3114780	51:54	00:51:54,809
rt2023-2	B	3266770	54:26	00:54:26,943
rt2023-2	B	3365252	56:05	00:56:05,030
