key	relevance
Science>Physics	1.0
Hobbies&Interests>ParanormalPhenomena	0.47391587495803833
MedicalHealth>DiseasesAndConditions>BrainAndNervousSystemDisorders	0.4134592115879059
Technology&Computing>ArtificialIntelligence	0.2670789957046509
Science>BiologicalSciences	0.21118658781051636
Religion&Spirituality>Spirituality	0.18812566995620728
Technology&Computing>AugmentedReality	0.13956360518932343
Technology&Computing>Computing>ComputerSoftwareAndApplications>ComputerAnimation	0.1335424929857254
Technology&Computing>Computing>ComputerSoftwareAndApplications>3-DGraphics	0.13219919800758362
Technology&Computing>Computing>ProgrammingLanguages	0.10776582360267639
Technology&Computing>VirtualReality	0.09495363384485245
Science>Environment	0.08747436106204987
Hobbies&Interests>ContentProduction>FreelanceWriting	0.07645914703607559
Science	0.075712189078331
Television>AnimationTV	0.0676044449210167
Technology&Computing>Computing>ComputerNetworking	0.06681817770004272
Technology&Computing>Computing>ComputerSoftwareAndApplications>OperatingSystems	0.06441345810890198
Pets>Reptiles	0.057775773108005524
Science>Geology	0.05345367640256882
Movies>AnimationMovies	0.047055043280124664
