"Start Time","End Time","Transcript"
"00;00;29;20","00;00;29;23","All"
"00;00;29;23","00;00;30;04","right."
"00;00;30;04","00;00;30;15","Hello"
"00;00;30;15","00;00;30;19","and"
"00;00;30;19","00;00;30;29","welcome"
"00;00;30;29","00;00;31;15","everyone"
"00;00;31;15","00;00;32;07","to act"
"00;00;32;07","00;00;32;17","flab"
"00;00;32;17","00;00;32;24","live"
"00;00;32;24","00;00;33;01","livestream"
"00;00;33;01","00;00;33;12","number"
"00;00;33;12","00;00;34;22","38.2"
"00;00;34;22","00;00;35;02","it's"
"00;00;35;02","00;00;37;09","February 23rd 2022."
"00;00;38;08","00;00;38;17","Welcome"
"00;00;38;17","00;00;38;23","to"
"00;00;38;23","00;00;39;02","Acton"
"00;00;39;02","00;00;39;17","Flat."
"00;00;39;17","00;00;39;23","We"
"00;00;39;23","00;00;40;18","are a participatory"
"00;00;40;18","00;00;41;01","online"
"00;00;41;01","00;00;41;12","lab"
"00;00;41;12","00;00;41;21","that is"
"00;00;41;21","00;00;42;09","communicating,"
"00;00;42;09","00;00;42;19","learning"
"00;00;42;19","00;00;42;22","and"
"00;00;42;22","00;00;43;10","practicing"
"00;00;43;10","00;00;43;23","applied"
"00;00;43;23","00;00;44;02","active"
"00;00;44;02","00;00;44;24","inference."
"00;00;44;24","00;00;44;27","You"
"00;00;44;27","00;00;45;01","can"
"00;00;45;01","00;00;45;10","find us"
"00;00;45;10","00;00;45;14","at the"
"00;00;45;14","00;00;45;23","links"
"00;00;45;23","00;00;46;00","here"
"00;00;46;00","00;00;46;08","on this"
"00;00;46;08","00;00;47;01","page."
"00;00;47;09","00;00;48;08","This is a recorded"
"00;00;48;08","00;00;48;14","and an"
"00;00;48;14","00;00;48;28","archived"
"00;00;48;28","00;00;49;15","livestream,"
"00;00;49;15","00;00;49;20","so"
"00;00;49;20","00;00;49;28","please"
"00;00;49;28","00;00;50;06","provide"
"00;00;50;06","00;00;50;08","us"
"00;00;50;08","00;00;50;25","with feedback"
"00;00;50;25","00;00;51;01","so"
