key	relevance
Science>Physics	1.0
Science	0.8073071241378784
Technology&Computing>ArtificialIntelligence	0.7954445481300354
Hobbies&Interests>ContentProduction>FreelanceWriting	0.31111177802085876
Technology&Computing>Computing>ProgrammingLanguages	0.1838090568780899
Hobbies&Interests>GamesAndPuzzles	0.17649173736572266
Technology&Computing>Computing	0.17623025178909302
Technology&Computing>Computing>Internet>InternetOfThings	0.13894689083099365
Science>BiologicalSciences	0.1276867389678955
MedicalHealth>DiseasesAndConditions>BrainAndNervousSystemDisorders	0.1137445941567421
Education>LanguageLearning	0.11194749176502228
Technology&Computing>Robotics	0.10705535858869553
Hobbies&Interests>ArtsAndCrafts>DrawingAndSketching	0.10103963315486908
MedicalHealth>DiseasesAndConditions>EyeAndVisionConditions	0.09140130877494812
FineArt>Design	0.09126690775156021
FineArt>DigitalArts	0.08422940969467163
VideoGaming>VideoGameGenres>StrategyVideoGames	0.08116267621517181
Hobbies&Interests>GamesAndPuzzles>RoleplayingGames	0.07927470654249191
Education>OnlineEducation	0.07600851356983185
Science>SpaceAndAstronomy	0.07454459369182587
