start	end	sentNum	speaker	confidence	wordPosSent	wordPosDoc	text
250	800	1	A	0.7398	1	1	You.
6820	7232	2	B	1.0	1	2	Hello
7286	7456	2	B	1.0	2	3	and
7478	8144	2	B	1.0	3	4	welcome.
8342	8764	3	B	0.72419	1	5	It's
8812	9116	3	B	1.0	2	6	June
9148	9724	3	B	0.67	3	7	15,
9772	11152	3	B	0.96	4	8	2023.
11286	11596	4	B	0.9995	1	9	We're
11628	11776	4	B	0.9999	2	10	in
11798	12316	4	B	0.82068	3	11	active
12348	12860	4	B	0.97343	4	12	Livestream.
12940	14290	5	B	0.95	1	13	54.2.
14660	15024	6	B	0.99998	1	14	So
15062	15312	6	B	0.99996	2	15	welcome
15366	15584	6	B	1.0	3	16	to
15622	15776	6	B	1.0	4	17	the
15798	16268	6	B	0.73175	5	18	active
16284	17052	6	B	0.92212	6	19	institute.
17196	17548	7	B	0.71767	1	20	We're
17564	17696	7	B	0.99	2	21	a
17718	18540	7	B	0.6366	3	22	participatory
18620	19008	7	B	1.0	4	23	online
19094	19836	7	B	0.99939	5	24	institute
19948	20224	7	B	0.65	6	25	that
20262	20464	7	B	0.99998	7	26	is
20502	21052	7	B	0.99756	8	27	communicating,
21116	21392	7	B	0.9986	9	28	learning,
21446	21664	7	B	0.74	10	29	and
21702	22252	7	B	0.99956	11	30	practicing
22316	22764	7	B	0.99818	12	31	applied
22812	23148	7	B	0.99634	13	32	active
23164	23708	7	B	0.68786	14	33	inference.
23804	24016	8	B	0.99997	1	34	You
24038	24128	8	B	0.99998	2	35	can
24134	24304	8	B	1.0	3	36	find
24342	24496	8	B	1.0	4	37	us
24518	24608	8	B	1.0	5	38	at
24614	24736	8	B	1.0	6	39	the
24758	25036	8	B	0.99936	7	40	links
25068	25744	8	B	0.99999	8	41	here.
25942	26256	9	B	0.99999	1	42	This
26278	26416	9	B	0.99996	2	43	is
26438	26576	9	B	1.0	3	44	a
26598	26928	9	B	0.9998	4	45	recorded
27014	27216	9	B	1.0	5	46	and
27238	27376	9	B	0.88683	6	47	an
27398	27668	9	B	0.79228	7	48	arch
27724	27944	9	B	0.9984	8	49	Live
27982	28500	9	B	0.67043	9	50	Livestream,
28580	28824	9	B	0.99993	10	51	so
28862	29112	9	B	0.99993	11	52	please
29166	29432	9	B	0.99998	12	53	provide
29486	29924	9	B	0.77203	13	54	feedback
29972	30088	9	B	0.99999	14	55	so
30094	30216	9	B	0.80429	15	56	we
30238	30376	9	B	0.99543	16	57	can
30398	30676	9	B	0.99946	17	58	improve
30708	30904	9	B	0.99998	18	59	our
30942	31576	9	B	0.99991	19	60	work.
31758	32152	10	B	0.99996	1	61	All
32206	32756	10	B	0.93039	2	62	backgrounds
32788	32936	10	B	1.0	3	63	and
32958	33540	10	B	0.9935	4	64	perspectives
33620	33864	10	B	0.99961	5	65	are
33902	34440	10	B	0.99999	6	66	welcome
34590	34856	10	B	1.0	7	67	and
34878	35076	10	B	0.95535	8	68	we'll
35108	35400	10	B	0.99993	9	69	follow
35470	35752	10	B	0.99993	10	70	video
35806	36372	10	B	0.94817	11	71	etiquette
36436	36616	10	B	0.99997	12	72	for
36638	36824	10	B	0.52044	13	73	Live
36862	37640	10	B	0.9601	14	74	Streams.
38540	38904	11	B	0.99998	1	75	Head
38942	39144	11	B	0.99975	2	76	over
39182	39480	11	B	1.0	3	77	to
39550	41272	11	B	0.56	4	78	activeinference.org
41416	41724	11	B	1.0	5	79	to
41762	41916	11	B	0.99999	6	80	learn
41938	42124	11	B	1.0	7	81	more
42162	42412	11	B	1.0	8	82	about
42466	43208	11	B	0.54734	9	83	participating
43304	43708	11	B	0.99986	10	84	in
43794	44044	11	B	0.93108	11	85	Live
44082	44376	11	B	0.99888	12	86	Streams
44408	44604	11	B	0.71	13	87	and
44642	44892	11	B	0.99999	14	88	other
