"Start Time","End Time","Transcript"
"00;00;29;13","00;00;29;17","All"
"00;00;29;17","00;00;30;03","right."
"00;00;30;20","00;00;31;12","Hello."
"00;00;31;12","00;00;31;28","Welcome."
"00;00;31;28","00;00;32;05","It"
"00;00;32;05","00;00;32;12","is"
"00;00;32;12","00;00;32;26","September"
"00;00;32;26","00;00;33;11","2nd,"
"00;00;33;11","00;00;35;09","2022,"
"00;00;35;09","00;00;35;24","and"
"00;00;35;24","00;00;36;00","we're"
"00;00;36;00","00;00;36;13","in"
"00;00;36;13","00;00;36;29","active"
"00;00;36;29","00;00;37;06","live"
"00;00;37;06","00;00;37;21","stream"
"00;00;37;21","00;00;38;00","number"
"00;00;38;00","00;00;40;08","48.0."
"00;00;40;12","00;00;40;23","Welcome"
"00;00;40;23","00;00;41;06","to the"
"00;00;41;06","00;00;41;15","Active"
"00;00;41;15","00;00;41;26","Inference"
"00;00;41;26","00;00;42;28","Institute."
"00;00;42;29","00;00;43;05","We're"
"00;00;43;05","00;00;43;07","a"
"00;00;43;07","00;00;44;00","participatory"
"00;00;44;00","00;00;44;13","online"
"00;00;44;13","00;00;45;09","institute"
"00;00;45;09","00;00;45;22","that is"
"00;00;45;22","00;00;46;12","communicating,"
"00;00;46;12","00;00;46;23","learning"
"00;00;46;23","00;00;46;26","and"
"00;00;46;26","00;00;47;18","practicing"
"00;00;47;18","00;00;48;02","applied"
"00;00;48;02","00;00;48;12","active"
"00;00;48;12","00;00;49;10","inference."
"00;00;49;23","00;00;50;00","This"
"00;00;50;00","00;00;50;20","is a"
"00;00;50;20","00;00;51;06","recorded"
"00;00;51;06","00;00;51;11","and"
"00;00;51;11","00;00;51;23","archived"
"00;00;51;23","00;00;52;12","livestream,"
"00;00;52;12","00;00;52;19","so"
"00;00;52;19","00;00;52;27","please"
"00;00;52;27","00;00;53;06","provide"
"00;00;53;06","00;00;53;21","feedback."
"00;00;53;21","00;00;53;26","So"
"00;00;53;26","00;00;54;02","we can"
"00;00;54;02","00;00;54;16","improve"
"00;00;54;16","00;00;54;20","our"
"00;00;54;20","00;00;55;12","work."
"00;00;55;27","00;00;56;05","All"
"00;00;56;05","00;00;56;24","backgrounds"
"00;00;56;24","00;00;57;02","and"
"00;00;57;02","00;00;57;24","perspectives"
"00;00;57;24","00;00;58;02","are"
"00;00;58;02","00;00;58;23","welcome"
"00;00;58;23","00;00;59;04","and"
"00;00;59;04","00;00;59;08","we'll"
"00;00;59;08","00;00;59;18","be"
"00;00;59;18","00;01;00;07","following"
"00;01;00;07","00;01;00;15","video"
"00;01;00;15","00;01;00;28","etiquette"
"00;01;00;28","00;01;01;02","for"
"00;01;01;02","00;01;02;12","livestreams."
"00;01;03;03","00;01;03;11","Head"
"00;01;03;11","00;01;04;09","to"
"00;01;04;09","00;01;04;20","active"
"00;01;04;20","00;01;05;00","inference"
"00;01;05;00","00;01;05;05","dot"
"00;01;05;05","00;01;05;29","org or"
"00;01;05;29","00;01;06;10","Active"
"00;01;06;10","00;01;06;29","Inference"
"00;01;06;29","00;01;08;03","Institute"
"00;01;08;03","00;01;08;16","to"
"00;01;08;16","00;01;08;25","come"
"00;01;08;25","00;01;09;01","to our"
"00;01;09;01","00;01;09;19","website."
"00;01;09;19","00;01;09;27","Learn"
"00;01;09;27","00;01;10;12","more."
"00;01;11;27","00;01;12;11","We are"
"00;01;12;11","00;01;13;06","in"
"00;01;13;08","00;01;13;23","active"
"00;01;13;23","00;01;14;08","stream"
"00;01;14;08","00;01;14;17","number"
"00;01;14;17","00;01;15;17","48"
"00;01;15;17","00;01;16;23","series."
"00;01;16;23","00;01;16;28","We're"
"00;01;16;28","00;01;17;02","going"
"00;01;17;02","00;01;17;09","to be"
"00;01;17;09","00;01;18;01","discussing"
"00;01;18;01","00;01;18;05","the"
"00;01;18;05","00;01;19;00","paper"
"00;01;19;00","00;01;19;27","communication"
"00;01;19;27","00;01;20;09","as"
"00;01;20;09","00;01;20;24","socially"
"00;01;20;24","00;01;21;14","extended,"
"00;01;21;14","00;01;21;28","active"
"00;01;21;28","00;01;22;12","inference"
"00;01;22;12","00;01;22;18","and"
"00;01;22;18","00;01;23;08","ecological"
"00;01;23;08","00;01;23;19","approach"
"00;01;23;19","00;01;23;23","to"
"00;01;23;23","00;01;24;09","communicative"
"00;01;24;09","00;01;25;11","behavior."
"00;01;25;21","00;01;26;02","Paper"
"00;01;26;02","00;01;26;05","in"
"00;01;26;05","00;01;27;18","2021"
"00;01;27;18","00;01;27;24","by"
"00;01;27;24","00;01;28;05","Rémi"
"00;01;28;05","00;01;28;19","Thyssen"
"00;01;28;19","00;01;28;23","and"
"00;01;28;23","00;01;29;04","Pierre"
"00;01;29;04","00;01;29;29","Poirier."
"00;01;30;11","00;01;30;29","The video"
"00;01;30;29","00;01;31;08","is a"
"00;01;31;08","00;01;31;24","total"
"00;01;31;24","00;01;32;21","introduction"
"00;01;32;21","00;01;32;26","to"
"00;01;32;26","00;01;33;06","some of"
"00;01;33;06","00;01;33;12","these"
"00;01;33;12","00;01;34;08","ideas."
"00;01;34;08","00;01;34;17","It's"
"00;01;34;17","00;01;35;04","not a"
"00;01;35;04","00;01;35;19","review"
"00;01;35;19","00;01;36;14","or"
"00;01;36;22","00;01;37;08","capturing"
"00;01;37;08","00;01;38;03","every aspect"
"00;01;38;03","00;01;38;09","for"
"00;01;38;09","00;01;38;18","that."
"00;01;38;18","00;01;38;23","You"
"00;01;38;23","00;01;39;09","can"
"00;01;39;09","00;01;39;16","read"
"00;01;39;16","00;01;39;18","the"
"00;01;39;18","00;01;39;28","paper"
"00;01;39;28","00;01;40;03","and"
"00;01;40;03","00;01;40;15","explore"
"00;01;40;15","00;01;42;19","some of the ideas"
"00;01;42;19","00;01;42;28","we are"
"00;01;42;28","00;01;43;05","going"
"00;01;43;05","00;01;43;21","to"
"00;01;43;21","00;01;44;01","talk"
"00;01;44;01","00;01;44;13","about."
"00;01;44;13","00;01;44;24","Aims"
"00;01;44;24","00;01;44;27","and"
"00;01;44;27","00;01;45;11","claims,"
"00;01;45;11","00;01;45;29","abstract"
"00;01;45;29","00;01;46;12","roadmap,"
"00;01;46;12","00;01;46;29","keywords"
"00;01;46;29","00;01;47;14","and"
"00;01;47;14","00;01;47;22","bring"
"00;01;47;22","00;01;47;25","up"
"00;01;47;25","00;01;47;29","some"
"00;01;47;29","00;01;48;09","notable"
"00;01;48;09","00;01;48;25","points."
"00;01;50;19","00;01;50;28","It is"
"00;01;50;28","00;01;51;10","still"
"00;01;51;10","00;01;52;00","upcoming"
"00;01;52;00","00;01;52;10","with"
"00;01;52;10","00;01;52;17","the"
"00;01;52;17","00;01;54;00","48.1"
"00;01;54;00","00;01;54;04","and"
"00;01;54;04","00;01;55;04","48.2."
"00;01;55;04","00;01;55;12","So"
"00;01;55;12","00;01;55;22","people"
"00;01;55;22","00;01;55;25","are"
"00;01;55;25","00;01;56;08","welcome"
"00;01;56;08","00;01;57;03","to"
"00;01;57;03","00;01;57;23","submit"
"00;01;57;23","00;01;58;12","questions"
"00;01;58;12","00;01;58;17","or"
"00;01;58;17","00;01;58;24","things"
"00;01;58;24","00;01;58;27","to"
"00;01;58;27","00;01;59;14","discuss,"
"00;01;59;14","00;01;59;23","write"
"00;01;59;23","00;02;00;22","comments"
"00;02;00;22","00;02;00;29","and"
"00;02;00;29","00;02;01;08","join"
"00;02;01;08","00;02;01;21","the panels"
"00;02;01;21","00;02;01;28","live"
