key	relevance
MedicalHealth>DiseasesAndConditions>BrainAndNervousSystemDisorders	1.0
Technology&Computing>ArtificialIntelligence	0.7188405990600586
MedicalHealth>DiseasesAndConditions>EndocrineAndMetabolicDiseases>HormonalDisorders	0.42277225852012634
Science>BiologicalSciences	0.22860923409461975
MedicalHealth>DiseasesAndConditions>EndocrineAndMetabolicDiseases	0.16915832459926605
Hobbies&Interests>ParanormalPhenomena	0.09793339669704437
Technology&Computing>Robotics	0.08442197740077972
Hobbies&Interests>ArtsAndCrafts>DrawingAndSketching	0.07692497968673706
BusinessAndFinance>Industries>ConstructionIndustry	0.06354065239429474
MedicalHealth>DiseasesAndConditions>SleepDisorders	0.06256498396396637
FineArt>Design	0.06254590302705765
Technology&Computing>Computing	0.0603557750582695
Home&Garden>Remodeling&Construction	0.05432329699397087
MedicalHealth>DiseasesAndConditions>EyeAndVisionConditions	0.047675877809524536
Hobbies&Interests>ContentProduction>FreelanceWriting	0.041083186864852905
HealthyLiving>FitnessAndExercise	0.0383731834590435
Science	0.03786570206284523
HealthyLiving>Wellness>PhysicalTherapy	0.028783364221453667
Pets>Reptiles	0.026405518874526024
Technology&Computing	0.02080061472952366
