start	end	sentNum	speaker	confidence	wordPosSent	wordPosDoc	text
3600	4150	1	A	0.56563	1	1	You.
7240	7700	2	B	0.99989	1	2	Hello,
7770	8388	2	B	0.87303	2	3	everyone.
8554	8928	3	B	0.89182	1	4	It's
8944	9344	3	B	0.54	2	5	September
9392	9952	3	B	0.86	3	6	29,
10016	11252	3	B	0.93	4	7	2023.
11386	11728	4	B	0.96911	1	8	We're
11744	11924	4	B	0.99979	2	9	here
11962	12116	4	B	0.95187	3	10	in
12138	12276	4	B	0.65	4	11	the
12298	12608	4	B	0.99713	5	12	Active
12624	13024	4	B	0.43054	6	13	Inference
13072	13616	4	B	0.99047	7	14	Institute's
13648	14016	4	B	0.99958	8	15	quarterly
14048	14768	4	B	0.97467	9	16	roundtable
14864	15124	4	B	0.99993	10	17	number
15162	15508	4	B	1.0	11	18	three.
15594	15796	5	B	0.99925	1	19	So
15818	15956	5	B	1.0	2	20	this
15978	16116	5	B	1.0	3	21	is
16138	16324	5	B	0.99998	4	22	our
16362	16950	5	B	1.0	5	23	third
17480	17988	5	B	1.0	6	24	of
18074	18324	5	B	1.0	7	25	the
18362	19296	5	B	0.97048	8	26	quarterly
19488	20500	5	B	0.9996	9	27	updates.
22440	22756	6	B	0.99997	1	28	We
22778	23012	6	B	0.98683	2	29	have
23066	23860	6	B	0.92585	3	30	guests.
24360	24736	7	B	0.99976	1	31	I'm
24768	25540	7	B	0.8736	2	32	Daniel,
25960	26276	7	B	1.0	3	33	one
26298	26388	7	B	1.0	4	34	of
26394	26564	7	B	0.96	5	35	the
26602	27008	7	B	0.99974	6	36	officers
27024	27108	7	B	1.0	7	37	of
27114	27188	7	B	1.0	8	38	the
27194	27584	7	B	0.99936	9	39	institute.
27632	28230	8	A	0.6	1	40	And
28880	29256	8	A	0.9402	2	41	I'm
29288	29496	8	A	0.90682	3	42	Blue
29528	29928	8	A	0.72432	4	43	Knight,
30024	30332	8	A	0.99999	5	44	also
30386	30700	8	A	0.99994	6	45	another
30770	31128	8	A	0.99957	7	46	officer
31144	31276	8	A	0.95	8	47	of
31298	31436	8	A	1.0	9	48	the
31458	32220	8	A	0.99763	10	49	institute.
33120	33436	9	B	0.97678	1	50	All
33458	34030	9	B	1.0	2	51	right,
35200	35516	9	B	0.56996	3	52	we
35538	35676	9	B	0.79275	4	53	are
35698	35836	9	B	1.0	5	54	a
35858	36504	9	B	0.93624	6	55	participatory
36552	36860	9	B	1.0	7	56	online
36930	37656	9	B	0.98786	8	57	institute
37768	38044	9	B	0.99992	9	58	that
38082	38236	9	B	1.0	10	59	is
38258	38840	9	B	0.99794	11	60	communicating,
38920	39308	9	B	0.99547	12	61	learning,
39394	39644	9	B	1.0	13	62	and
39682	40104	9	B	0.99668	14	63	practicing
40152	40536	9	B	0.99527	15	64	applied
40568	40788	9	B	0.89646	16	65	active
40824	41292	9	B	0.85049	17	66	inference.
41356	41536	10	B	0.99966	1	67	You
41558	41696	10	B	0.99997	2	68	can
41718	41856	10	B	0.99999	3	69	find
41878	42064	10	B	1.0	4	70	us
42102	42352	10	B	0.99984	5	71	active
42406	43292	10	B	0.17727	6	72	Inference
43356	43804	10	B	0.98829	7	73	institute
43852	44064	10	B	0.99971	8	74	or
44102	44972	10	B	0.95	9	75	the
45036	45504	10	B	1.0	10	76	address.
45622	45948	11	B	0.63601	1	77	We'll
45964	46096	11	B	0.99991	2	78	be
46118	46448	11	B	0.99992	3	79	moving
46534	46880	11	B	0.99997	4	80	things
46950	47328	11	B	0.99998	5	81	over
47414	47712	11	B	1.0	6	82	more
47766	47936	11	B	1.0	7	83	to
47958	48240	11	B	1.0	8	84	the
48310	48844	11	B	0.99687	9	85	institute
48892	49152	11	B	0.99958	10	86	address,
49206	49808	11	B	0.99756	11	87	though.
49974	50316	12	B	0.97464	1	88	We're
50348	50716	12	B	0.97573	2	89	inference
50748	51244	12	B	0.7684	3	90	active
51292	51504	12	B	0.99986	4	91	on
51542	51964	12	B	0.99989	5	92	Twitter
52012	52224	12	B	0.99941	6	93	or
52262	52850	12	B	0.99	7	94	X,
53380	53792	12	B	1.0	8	95	and
53846	54076	12	B	0.96813	9	96	here's
54108	54256	12	B	1.0	10	97	more
54278	54848	12	B	0.9983	11	98	information.
55014	55296	13	B	1.0	1	99	This
55318	55456	13	B	1.0	2	100	is
55478	55760	13	B	0.99962	3	101	recorded
55830	55980	13	B	0.97915	4	102	in
55990	56116	13	B	0.99423	5	103	an
56138	56752	13	B	0.92954	6	104	archived
56816	57440	13	B	0.55095	7	105	Livestream,
57520	57716	13	B	0.99847	8	106	so
57738	57924	13	B	0.99986	9	107	please
57962	58212	13	B	0.99987	10	108	provide
58266	58388	13	B	1.0	11	109	us
58394	58516	13	B	0.99962	12	110	with
58538	58944	13	B	0.55426	13	111	feedback
58992	59156	13	B	0.96962	14	112	so
59178	59316	13	B	0.98193	15	113	we
59338	59476	13	B	0.99985	16	114	can
59498	59952	13	B	0.99887	17	115	improve
